# x_m, y_m, v_mps
0.360,-0.189,7.164
0.451,-0.146,7.242
0.541,-0.103,7.198
0.631,-0.061,7.119
0.722,-0.018,7.038
0.813,0.025,6.956
0.904,0.068,6.874
0.995,0.112,6.792
1.086,0.156,6.710
1.177,0.200,6.628
1.268,0.245,6.547
1.359,0.290,6.467
1.451,0.335,6.387
1.542,0.382,6.309
1.633,0.428,6.232
1.724,0.476,6.156
1.816,0.524,6.082
1.907,0.573,6.009
1.998,0.623,5.937
2.089,0.674,5.868
2.180,0.726,5.799
2.270,0.779,5.733
2.361,0.834,5.668
2.451,0.889,5.605
2.540,0.946,5.544
2.629,1.004,5.484
2.718,1.064,5.426
2.806,1.125,5.370
2.893,1.187,5.315
2.980,1.251,5.262
3.066,1.317,5.209
3.151,1.385,5.158
3.235,1.454,5.108
3.318,1.525,5.059
3.400,1.598,5.010
3.480,1.673,4.963
3.560,1.749,4.920
3.638,1.828,4.879
3.714,1.909,4.841
3.789,1.991,4.805
3.862,2.076,4.772
3.933,2.163,4.741
4.002,2.252,4.712
4.069,2.343,4.686
4.134,2.436,4.661
4.197,2.532,4.638
4.257,2.631,4.617
4.314,2.732,4.597
4.369,2.835,4.579
4.419,2.940,4.563
4.466,3.047,4.548
4.510,3.156,4.534
4.549,3.266,4.522
4.585,3.377,4.512
4.617,3.489,4.502
4.645,3.601,4.493
4.670,3.715,4.484
4.690,3.829,4.476
4.707,3.943,4.468
4.721,4.058,4.459
4.731,4.173,4.451
4.737,4.288,4.442
4.739,4.403,4.434
4.738,4.519,4.425
4.734,4.634,4.416
4.726,4.748,4.407
4.714,4.863,4.398
4.699,4.977,4.389
4.680,5.090,4.381
4.658,5.203,4.372
4.633,5.315,4.364
4.604,5.427,4.356
4.571,5.537,4.350
4.535,5.647,4.345
4.496,5.755,4.341
4.454,5.862,4.340
4.408,5.968,4.339
4.359,6.072,4.338
4.306,6.176,4.336
4.250,6.277,4.335
4.190,6.377,4.334
4.127,6.475,4.333
4.060,6.572,4.332
3.990,6.666,4.331
3.916,6.758,4.330
3.838,6.847,4.329
3.757,6.934,4.327
3.672,7.018,4.326
3.584,7.099,4.325
3.492,7.176,4.324
3.396,7.250,4.323
3.296,7.320,4.322
3.194,7.386,4.320
3.087,7.448,4.319
2.978,7.504,4.318
2.865,7.556,4.317
2.749,7.602,4.316
2.630,7.643,4.314
2.508,7.677,4.313
2.384,7.705,4.312
2.257,7.726,4.311
2.128,7.740,4.309
1.998,7.746,4.308
1.866,7.744,4.307
1.734,7.733,4.306
1.602,7.713,4.304
1.473,7.685,4.303
1.346,7.648,4.302
1.224,7.605,4.301
1.105,7.554,4.299
0.992,7.498,4.298
0.883,7.438,4.297
0.778,7.372,4.296
0.677,7.303,4.295
0.581,7.230,4.293
0.489,7.154,4.295
0.400,7.075,4.306
0.316,6.994,4.325
0.235,6.910,4.351
0.157,6.826,4.384
0.083,6.740,4.424
0.011,6.652,4.471
-0.057,6.564,4.524
-0.123,6.476,4.585
-0.186,6.387,4.658
-0.247,6.298,4.743
-0.306,6.209,4.840
-0.363,6.121,4.950
-0.418,6.033,5.075
-0.473,5.946,5.212
-0.526,5.859,5.360
-0.578,5.774,5.366
-0.630,5.690,5.205
-0.681,5.607,5.059
-0.732,5.525,4.932
-0.783,5.446,4.823
-0.834,5.367,4.731
-0.886,5.291,4.656
-0.938,5.217,4.596
-0.990,5.144,4.550
-1.044,5.074,4.517
-1.098,5.006,4.496
-1.153,4.941,4.487
-1.210,4.878,4.486
-1.267,4.818,4.485
-1.326,4.761,4.484
-1.385,4.706,4.483
-1.446,4.656,4.483
-1.508,4.608,4.482
-1.571,4.564,4.481
-1.634,4.524,4.480
-1.699,4.488,4.480
-1.764,4.456,4.479
-1.831,4.427,4.478
-1.901,4.401,4.477
-1.974,4.379,4.477
-2.048,4.359,4.476
-2.125,4.342,4.475
-2.205,4.328,4.474
-2.285,4.317,4.473
-2.368,4.309,4.473
-2.452,4.303,4.472
-2.537,4.300,4.480
-2.624,4.299,4.499
-2.712,4.300,4.529
-2.801,4.303,4.572
-2.892,4.308,4.630
-2.984,4.314,4.704
-3.076,4.322,4.794
-3.170,4.331,4.902
-3.266,4.341,5.029
-3.362,4.352,5.175
-3.460,4.364,5.320
-3.559,4.376,5.378
-3.659,4.387,5.229
-3.761,4.399,5.092
-3.864,4.410,4.966
-3.968,4.420,4.855
-4.074,4.429,4.758
-4.182,4.437,4.673
-4.290,4.443,4.601
-4.401,4.447,4.540
-4.512,4.448,4.489
-4.625,4.447,4.445
-4.739,4.442,4.408
-4.854,4.434,4.379
-4.971,4.422,4.358
-5.088,4.405,4.345
-5.206,4.384,4.342
-5.324,4.358,4.341
-5.442,4.326,4.340
-5.560,4.288,4.338
-5.678,4.243,4.337
-5.794,4.192,4.336
-5.909,4.133,4.335
-6.022,4.067,4.333
-6.130,3.993,4.332
-6.235,3.912,4.331
-6.335,3.824,4.329
-6.427,3.730,4.328
-6.513,3.631,4.327
-6.592,3.528,4.326
-6.665,3.422,4.324
-6.730,3.312,4.323
-6.789,3.200,4.322
-6.842,3.086,4.321
-6.888,2.969,4.320
-6.928,2.852,4.318
-6.963,2.733,4.317
-6.991,2.613,4.316
-7.014,2.492,4.315
-7.031,2.371,4.314
-7.043,2.250,4.313
-7.049,2.130,4.311
-7.051,2.009,4.310
-7.047,1.889,4.309
-7.039,1.770,4.308
-7.026,1.651,4.307
-7.008,1.534,4.306
-6.986,1.417,4.305
-6.961,1.303,4.303
-6.931,1.189,4.302
-6.897,1.077,4.301
-6.860,0.967,4.300
-6.819,0.858,4.299
-6.775,0.751,4.298
-6.727,0.646,4.298
-6.677,0.543,4.301
-6.623,0.441,4.306
-6.567,0.341,4.312
-6.507,0.243,4.320
-6.445,0.146,4.328
-6.379,0.052,4.337
-6.311,-0.041,4.346
-6.239,-0.131,4.355
-6.165,-0.219,4.363
-6.089,-0.305,4.372
-6.009,-0.389,4.380
-5.927,-0.470,4.388
-5.843,-0.548,4.396
-5.756,-0.624,4.403
-5.667,-0.697,4.410
-5.575,-0.767,4.417
-5.481,-0.835,4.424
-5.385,-0.899,4.430
-5.287,-0.961,4.436
-5.187,-1.019,4.442
-5.085,-1.074,4.448
-4.981,-1.126,4.455
-4.875,-1.175,4.461
-4.767,-1.219,4.468
-4.658,-1.261,4.476
-4.547,-1.298,4.484
-4.434,-1.332,4.493
-4.320,-1.361,4.502
-4.205,-1.387,4.513
-4.089,-1.408,4.525
-3.973,-1.425,4.539
-3.858,-1.439,4.555
-3.742,-1.448,4.574
-3.627,-1.453,4.594
-3.513,-1.456,4.616
-3.399,-1.454,4.641
-3.285,-1.450,4.669
-3.173,-1.442,4.699
-3.061,-1.432,4.732
-2.949,-1.419,4.768
-2.839,-1.403,4.807
-2.730,-1.385,4.850
-2.621,-1.365,4.896
-2.513,-1.342,4.945
-2.407,-1.318,4.998
-2.301,-1.291,5.054
-2.196,-1.263,5.112
-2.092,-1.233,5.170
-1.989,-1.201,5.230
-1.887,-1.168,5.292
-1.786,-1.134,5.355
-1.686,-1.098,5.420
-1.587,-1.061,5.486
-1.488,-1.024,5.555
-1.391,-0.985,5.625
-1.294,-0.946,5.698
-1.198,-0.905,5.772
-1.103,-0.865,5.848
-1.008,-0.823,5.926
-0.914,-0.782,6.005
-0.821,-0.740,6.085
-0.728,-0.698,6.167
-0.636,-0.655,6.249
-0.545,-0.613,6.332
-0.454,-0.570,6.416
-0.363,-0.528,6.500
-0.273,-0.485,6.585
-0.182,-0.443,6.669
-0.092,-0.401,6.753
-0.002,-0.358,6.838
0.089,-0.316,6.921
0.179,-0.274,7.004
0.269,-0.231,7.085
