# x_m, y_m, v_mps
2.028,6.747,3.689
1.953,6.750,3.688
1.880,6.748,3.688
1.807,6.741,3.687
1.735,6.730,3.687
1.662,6.713,3.686
1.590,6.692,3.685
1.518,6.666,3.685
1.446,6.635,3.684
1.375,6.600,3.689
1.304,6.561,3.700
1.235,6.518,3.716
1.167,6.472,3.739
1.100,6.422,3.767
1.034,6.368,3.801
0.969,6.312,3.840
0.906,6.253,3.885
0.844,6.191,3.935
0.782,6.127,3.992
0.722,6.060,4.055
0.664,5.991,4.125
0.605,5.920,4.202
0.548,5.848,4.286
0.492,5.773,4.377
0.435,5.697,4.477
0.380,5.619,4.585
0.324,5.540,4.694
0.268,5.460,4.802
0.213,5.379,4.908
0.156,5.297,5.014
0.099,5.214,5.118
0.042,5.130,5.220
-0.017,5.046,5.322
-0.077,4.962,5.421
-0.138,4.877,5.517
-0.202,4.792,5.590
-0.267,4.708,5.643
-0.334,4.624,5.678
-0.403,4.540,5.695
-0.476,4.458,5.697
-0.551,4.376,5.696
-0.629,4.296,5.695
-0.710,4.218,5.693
-0.794,4.141,5.692
-0.883,4.068,5.690
-0.975,3.996,5.689
-1.071,3.929,5.687
-1.171,3.865,5.686
-1.274,3.805,5.684
-1.381,3.751,5.683
-1.490,3.702,5.681
-1.600,3.658,5.680
-1.712,3.620,5.678
-1.823,3.587,5.677
-1.936,3.559,5.675
-2.047,3.536,5.674
-2.159,3.516,5.672
-2.270,3.500,5.671
-2.381,3.488,5.670
-2.491,3.479,5.668
-2.600,3.472,5.667
-2.708,3.469,5.674
-2.816,3.467,5.694
-2.922,3.467,5.709
-3.027,3.469,5.660
-3.132,3.472,5.590
-3.235,3.476,5.499
-3.338,3.480,5.386
-3.439,3.486,5.248
-3.539,3.491,5.090
-3.639,3.496,4.944
-3.737,3.502,4.809
-3.835,3.506,4.685
-3.931,3.510,4.571
-4.027,3.513,4.466
-4.122,3.515,4.370
-4.215,3.516,4.281
-4.308,3.515,4.200
-4.400,3.512,4.127
-4.490,3.507,4.060
-4.580,3.500,4.000
-4.668,3.491,3.947
-4.755,3.480,3.899
-4.840,3.466,3.858
-4.924,3.449,3.822
-5.006,3.429,3.793
-5.086,3.406,3.769
-5.163,3.380,3.751
-5.238,3.351,3.739
-5.311,3.319,3.734
-5.380,3.284,3.733
-5.447,3.245,3.732
-5.510,3.203,3.732
-5.569,3.158,3.731
-5.625,3.110,3.730
-5.677,3.059,3.730
-5.726,3.004,3.729
-5.772,2.945,3.729
-5.814,2.883,3.728
-5.853,2.817,3.727
-5.889,2.749,3.727
-5.921,2.678,3.726
-5.949,2.604,3.725
-5.974,2.529,3.725
-5.995,2.452,3.724
-6.012,2.373,3.723
-6.026,2.294,3.723
-6.036,2.213,3.722
-6.042,2.131,3.721
-6.045,2.049,3.721
-6.044,1.966,3.720
-6.039,1.883,3.719
-6.031,1.800,3.719
-6.020,1.717,3.718
-6.005,1.633,3.717
-5.988,1.550,3.716
-5.967,1.467,3.716
-5.943,1.384,3.715
-5.916,1.302,3.714
-5.886,1.220,3.714
-5.854,1.140,3.713
-5.819,1.061,3.712
-5.781,0.982,3.716
-5.741,0.906,3.722
-5.698,0.830,3.731
-5.653,0.756,3.743
-5.606,0.683,3.755
-5.556,0.612,3.769
-5.503,0.542,3.784
-5.449,0.474,3.799
-5.392,0.408,3.814
-5.334,0.343,3.830
-5.273,0.281,3.846
-5.210,0.220,3.862
-5.146,0.162,3.878
-5.079,0.105,3.894
-5.011,0.051,3.910
-4.941,-0.001,3.926
