# x_m, y_m, v_mps
-3.479,-1.015,6.626
-3.377,-1.013,6.681
-3.275,-1.009,6.735
-3.174,-1.005,6.789
-3.072,-1.000,6.842
-2.971,-0.995,6.894
-2.871,-0.989,6.945
-2.770,-0.982,6.996
-2.670,-0.975,7.045
-2.569,-0.968,6.995
-2.469,-0.960,6.941
-2.368,-0.951,6.887
-2.267,-0.942,6.831
-2.167,-0.933,6.775
-2.066,-0.923,6.717
-1.966,-0.912,6.659
-1.865,-0.900,6.600
-1.765,-0.888,6.541
-1.664,-0.875,6.482
-1.563,-0.861,6.422
-1.463,-0.847,6.363
-1.362,-0.831,6.303
-1.262,-0.814,6.244
-1.161,-0.797,6.185
-1.061,-0.778,6.127
-0.961,-0.758,6.069
-0.861,-0.737,6.013
-0.761,-0.715,5.957
-0.661,-0.691,5.901
-0.562,-0.667,5.847
-0.462,-0.640,5.795
-0.363,-0.612,5.743
-0.265,-0.583,5.693
-0.166,-0.552,5.644
-0.068,-0.519,5.596
0.029,-0.485,5.550
0.126,-0.449,5.505
0.223,-0.411,5.461
0.318,-0.372,5.419
0.413,-0.330,5.378
0.508,-0.286,5.339
0.601,-0.241,5.301
0.694,-0.193,5.264
0.786,-0.144,5.228
0.877,-0.092,5.193
0.966,-0.038,5.160
1.055,0.018,5.127
1.142,0.077,5.096
1.228,0.138,5.065
1.312,0.201,5.035
1.395,0.267,5.006
1.475,0.336,4.977
1.554,0.408,4.949
1.631,0.482,4.922
1.705,0.559,4.895
1.777,0.639,4.869
1.845,0.721,4.843
1.911,0.806,4.818
1.973,0.894,4.793
2.032,0.984,4.769
2.087,1.075,4.745
2.139,1.169,4.722
2.188,1.264,4.699
2.233,1.361,4.677
2.275,1.459,4.655
2.313,1.559,4.634
2.348,1.660,4.613
2.380,1.762,4.593
2.407,1.865,4.574
2.432,1.969,4.555
2.452,2.074,4.537
2.469,2.179,4.520
2.483,2.285,4.504
2.492,2.391,4.489
2.498,2.498,4.475
2.501,2.605,4.462
2.499,2.712,4.450
2.493,2.819,4.439
2.484,2.926,4.429
2.470,3.033,4.421
2.452,3.139,4.413
2.430,3.245,4.406
2.403,3.350,4.400
2.373,3.454,4.395
2.337,3.556,4.391
2.297,3.657,4.388
2.253,3.757,4.385
2.204,3.854,4.383
2.150,3.950,4.382
2.091,4.043,4.381
2.028,4.133,4.380
1.960,4.219,4.379
1.887,4.303,4.378
1.809,4.382,4.378
1.727,4.457,4.378
1.640,4.528,4.379
1.549,4.593,4.382
1.453,4.653,4.386
1.354,4.706,4.391
1.252,4.753,4.398
1.148,4.793,4.406
1.043,4.828,4.417
0.936,4.856,4.429
0.829,4.879,4.444
0.721,4.896,4.461
0.613,4.909,4.480
0.505,4.917,4.502
0.397,4.920,4.527
0.290,4.920,4.555
0.183,4.915,4.586
0.077,4.907,4.620
-0.028,4.895,4.657
-0.133,4.881,4.698
-0.237,4.863,4.743
-0.340,4.843,4.792
-0.442,4.820,4.845
-0.543,4.796,4.902
-0.644,4.769,4.963
-0.743,4.740,5.030
-0.842,4.709,5.101
-0.940,4.678,5.177
-1.037,4.645,5.259
-1.133,4.610,5.346
-1.229,4.575,5.440
-1.323,4.540,5.539
-1.418,4.503,5.644
-1.512,4.467,5.756
-1.605,4.430,5.875
-1.698,4.393,6.000
-1.791,4.356,6.128
-1.883,4.320,6.244
-1.975,4.284,6.346
-2.067,4.249,6.436
-2.159,4.214,6.514
-2.251,4.181,6.581
-2.343,4.149,6.637
-2.435,4.119,6.684
-2.527,4.090,6.723
-2.619,4.062,6.729
-2.711,4.037,6.706
-2.803,4.014,6.687
-2.896,3.993,6.671
-2.988,3.975,6.657
-3.080,3.960,6.646
-3.173,3.948,6.635
-3.265,3.939,6.624
-3.357,3.934,6.613
-3.450,3.932,6.602
-3.542,3.933,6.589
-3.635,3.938,6.574
-3.728,3.946,6.556
-3.821,3.957,6.534
-3.915,3.971,6.506
-4.008,3.987,6.473
-4.102,4.006,6.433
-4.195,4.026,6.385
-4.289,4.049,6.327
-4.382,4.073,6.259
-4.476,4.099,6.181
-4.569,4.126,6.089
-4.663,4.155,5.985
-4.757,4.184,5.866
-4.852,4.213,5.734
-4.947,4.244,5.609
-5.042,4.274,5.491
-5.138,4.305,5.381
-5.234,4.335,5.277
-5.331,4.365,5.180
-5.429,4.394,5.089
-5.527,4.422,5.005
-5.627,4.448,4.927
-5.728,4.473,4.854
-5.829,4.496,4.787
-5.932,4.517,4.726
-6.036,4.535,4.670
-6.140,4.550,4.618
-6.246,4.563,4.572
-6.353,4.571,4.529
-6.460,4.576,4.491
-6.568,4.576,4.457
-6.677,4.572,4.427
-6.786,4.563,4.400
-6.895,4.548,4.377
-7.003,4.528,4.356
-7.111,4.502,4.338
-7.218,4.469,4.323
-7.323,4.430,4.310
-7.427,4.383,4.300
-7.527,4.330,4.292
-7.623,4.269,4.285
-7.715,4.202,4.280
-7.802,4.129,4.277
-7.883,4.051,4.274
-7.959,3.968,4.273
-8.030,3.881,4.271
-8.095,3.791,4.270
-8.154,3.697,4.269
-8.208,3.600,4.268
-8.257,3.501,4.268
-8.300,3.400,4.269
-8.338,3.297,4.270
-8.371,3.193,4.273
-8.399,3.087,4.277
-8.422,2.981,4.282
-8.440,2.874,4.289
-8.454,2.767,4.297
