# x_m, y_m, v_mps
-0.065,0.716,7.000
0.024,0.759,7.000
0.114,0.801,7.000
0.204,0.843,7.000
0.294,0.886,7.000
0.384,0.928,7.000
0.473,0.971,7.000
0.562,1.013,7.000
0.650,1.056,7.000
0.739,1.099,6.991
0.827,1.142,6.901
0.914,1.185,6.812
1.001,1.229,6.723
1.088,1.273,6.635
1.174,1.317,6.548
1.260,1.361,6.462
1.345,1.406,6.376
1.429,1.452,6.292
1.513,1.498,6.210
1.596,1.544,6.128
1.678,1.591,6.049
1.760,1.639,5.971
1.840,1.688,5.895
1.920,1.737,5.820
1.999,1.787,5.748
2.077,1.838,5.677
2.154,1.890,5.608
2.230,1.942,5.540
2.305,1.996,5.475
2.378,2.050,5.411
2.451,2.106,5.348
2.522,2.162,5.287
2.592,2.220,5.228
2.660,2.278,5.169
2.728,2.338,5.112
2.793,2.399,5.055
2.857,2.461,4.999
2.920,2.524,4.946
2.980,2.588,4.896
3.039,2.653,4.849
3.097,2.720,4.805
3.152,2.787,4.765
3.205,2.856,4.726
3.256,2.925,4.691
3.305,2.995,4.658
3.352,3.066,4.628
3.395,3.138,4.600
3.437,3.211,4.575
3.475,3.284,4.552
3.511,3.358,4.531
3.544,3.434,4.511
3.575,3.511,4.494
3.603,3.589,4.476
3.628,3.667,4.459
3.651,3.747,4.442
3.671,3.828,4.426
3.689,3.910,4.409
3.704,3.992,4.393
3.716,4.075,4.376
3.726,4.158,4.360
3.733,4.242,4.343
3.737,4.326,4.326
3.739,4.410,4.310
3.739,4.494,4.292
3.735,4.578,4.275
3.729,4.662,4.257
3.721,4.746,4.239
3.710,4.830,4.220
3.696,4.913,4.201
3.680,4.996,4.181
3.661,5.079,4.161
3.640,5.160,4.140
3.616,5.241,4.118
3.590,5.321,4.096
3.561,5.401,4.073
3.530,5.479,4.050
3.497,5.556,4.027
3.461,5.632,4.004
3.423,5.706,3.983
3.383,5.779,3.963
3.340,5.851,3.946
3.295,5.920,3.931
3.249,5.988,3.919
3.200,6.053,3.911
3.149,6.117,3.907
3.095,6.178,3.907
3.040,6.237,3.906
2.983,6.293,3.905
2.925,6.347,3.905
2.864,6.398,3.904
2.802,6.446,3.903
2.738,6.490,3.903
2.673,6.532,3.902
2.607,6.571,3.901
2.539,6.605,3.901
2.471,6.637,3.900
2.402,6.664,3.899
2.332,6.688,3.899
2.262,6.708,3.898
2.192,6.724,3.897
2.122,6.735,3.897
2.052,6.743,3.896
1.983,6.746,3.896
1.916,6.745,3.895
1.849,6.739,3.895
1.784,6.730,3.894
1.718,6.715,3.893
1.653,6.696,3.894
1.588,6.673,3.900
1.522,6.645,3.910
1.457,6.613,3.924
1.392,6.577,3.944
1.328,6.537,3.968
1.264,6.493,3.997
1.201,6.445,4.030
1.140,6.395,4.069
1.079,6.341,4.112
1.020,6.284,4.160
0.962,6.224,4.214
0.905,6.162,4.273
0.849,6.097,4.339
0.794,6.030,4.411
0.740,5.960,4.490
0.687,5.888,4.577
0.634,5.815,4.677
0.583,5.739,4.792
0.531,5.662,4.923
0.480,5.583,5.069
0.429,5.502,5.212
0.378,5.420,5.353
0.327,5.336,5.492
0.275,5.252,5.628
0.222,5.166,5.763
0.168,5.079,5.895
0.114,4.991,6.026
0.057,4.903,6.155
-0.001,4.815,6.277
-0.061,4.726,6.378
-0.123,4.636,6.459
-0.188,4.548,6.433
-0.255,4.459,6.386
-0.325,4.371,6.348
-0.399,4.284,6.318
-0.476,4.199,6.295
-0.556,4.115,6.279
-0.640,4.032,6.270
-0.728,3.953,6.266
-0.820,3.876,6.265
-0.917,3.802,6.263
-1.018,3.731,6.261
-1.123,3.665,6.259
-1.233,3.604,6.258
-1.346,3.548,6.256
