5.186,4.601,4.447
5.086,4.608,4.471
4.986,4.610,4.505
4.887,4.607,4.549
4.787,4.601,4.600
4.688,4.590,4.657
4.589,4.576,4.717
4.491,4.559,4.780
4.393,4.538,4.844
4.296,4.514,4.911
4.200,4.488,4.979
4.105,4.459,5.049
4.010,4.427,5.122
3.916,4.394,5.196
3.823,4.358,5.274
3.731,4.320,5.354
3.639,4.281,5.436
3.548,4.240,5.522
3.458,4.198,5.612
3.368,4.154,5.704
3.279,4.109,5.795
3.190,4.064,5.884
3.102,4.017,5.972
3.014,3.970,6.059
2.926,3.923,6.144
2.839,3.875,6.228
2.751,3.827,6.311
2.664,3.779,6.393
2.576,3.732,6.464
2.489,3.684,6.351
2.401,3.637,6.245
2.312,3.591,6.146
2.224,3.545,6.053
2.135,3.500,5.966
2.045,3.456,5.885
1.955,3.413,5.809
1.864,3.372,5.740
1.773,3.332,5.676
1.681,3.294,5.619
1.588,3.257,5.567
1.494,3.223,5.522
1.400,3.191,5.483
1.305,3.161,5.452
1.209,3.134,5.430
1.112,3.109,5.416
1.015,3.088,5.411
0.917,3.069,5.410
0.818,3.054,5.409
0.719,3.043,5.408
0.620,3.035,5.407
0.520,3.031,5.405
0.420,3.031,5.404
0.320,3.036,5.403
0.221,3.044,5.402
0.122,3.056,5.401
0.024,3.072,5.399
-0.074,3.091,5.398
-0.172,3.113,5.403
-0.268,3.138,5.418
-0.364,3.166,5.443
-0.459,3.196,5.478
-0.553,3.228,5.520
-0.647,3.263,5.569
-0.740,3.299,5.626
-0.832,3.337,5.689
-0.923,3.377,5.759
-1.014,3.418,5.835
-1.105,3.460,5.918
-1.195,3.503,6.005
-1.284,3.547,6.091
-1.373,3.592,6.176
-1.462,3.637,6.260
-1.551,3.683,6.342
-1.640,3.728,6.304
-1.728,3.774,6.165
-1.817,3.819,6.033
-1.906,3.864,5.909
-1.996,3.909,5.791
-2.085,3.953,5.680
-2.175,3.995,5.574
-2.266,4.037,5.474
-2.357,4.077,5.378
-2.449,4.116,5.287
-2.542,4.153,5.200
-2.635,4.188,5.117
-2.729,4.221,5.037
-2.824,4.252,4.961
-2.920,4.280,4.888
-3.016,4.305,4.819
-3.113,4.328,4.752
-3.211,4.347,4.688
-3.310,4.362,4.628
-3.409,4.374,4.571
-3.508,4.382,4.518
-3.608,4.386,4.470
-3.708,4.385,4.428
-3.807,4.380,4.392
-3.906,4.370,4.364
-4.005,4.355,4.344
-4.102,4.334,4.337
-4.199,4.308,4.336
-4.293,4.276,4.335
-4.385,4.238,4.334
-4.475,4.194,4.333
-4.561,4.144,4.332
-4.645,4.089,4.331
-4.724,4.029,4.330
-4.800,3.965,4.333
-4.873,3.896,4.345
-4.941,3.824,4.361
-5.006,3.748,4.383
-5.067,3.668,4.409
-5.123,3.586,4.439
-5.176,3.502,4.472
-5.224,3.414,4.507
-5.269,3.325,4.543
-5.309,3.234,4.579
-5.346,3.141,4.616
-5.378,3.047,4.653
-5.407,2.951,4.690
-5.431,2.855,4.726
-5.452,2.757,4.762
-5.469,2.659,4.799
-5.482,2.560,4.835
-5.492,2.461,4.873
-5.498,2.361,4.910
-5.501,2.262,4.947
-5.500,2.162,4.984
-5.495,2.062,5.021
-5.488,1.963,5.059
-5.477,1.864,5.093
-5.463,1.765,5.123
-5.446,1.667,5.150
-5.425,1.569,5.174
-5.402,1.472,5.196
-5.375,1.376,5.215
-5.345,1.281,5.232
-5.312,1.187,5.246
-5.276,1.094,5.258
-5.236,1.002,5.268
-5.194,0.912,5.275
-5.149,0.823,5.280
-5.100,0.736,5.283
-5.049,0.650,5.285
-4.995,0.567,5.284
-4.938,0.485,5.283
-4.877,0.405,5.282
-4.815,0.328,5.280
-4.749,0.253,5.279
-4.681,0.180,5.278
-4.610,0.110,5.277
-4.536,0.043,5.276
-4.460,-0.022,5.274
-4.382,-0.083,5.273
-4.301,-0.142,5.272
-4.217,-0.196,5.271
-4.132,-0.248,5.270
-4.045,-0.296,5.269
-3.956,-0.341,5.267
-3.865,-0.383,5.269
-3.773,-0.422,5.278
-3.680,-0.458,5.295
-3.586,-0.491,5.318
-3.491,-0.522,5.347
-3.395,-0.550,5.380
-3.299,-0.575,5.418
-3.202,-0.598,5.461
-3.104,-0.618,5.506
-3.006,-0.637,5.556
-2.908,-0.653,5.608
-2.809,-0.667,5.664
-2.710,-0.680,5.723
-2.611,-0.690,5.786
-2.512,-0.700,5.851
-2.412,-0.707,5.920
-2.313,-0.713,5.992
-2.213,-0.718,6.067
-2.113,-0.722,6.146
-2.014,-0.725,6.228
-1.914,-0.727,6.311
-1.814,-0.728,6.393
-1.715,-0.729,6.473
-1.615,-0.729,6.553
-1.515,-0.728,6.632
-1.415,-0.728,6.710
-1.316,-0.726,6.787
-1.216,-0.725,6.863
-1.116,-0.724,6.938
-1.016,-0.722,7.012
-0.917,-0.720,7.085
-0.817,-0.718,7.158
-0.717,-0.715,7.230
-0.618,-0.713,7.301
-0.518,-0.710,7.371
-0.418,-0.708,7.441
-0.318,-0.705,7.510
-0.219,-0.702,7.579
-0.119,-0.699,7.646
-0.019,-0.696,7.714
0.080,-0.693,7.780
0.180,-0.690,7.846
0.280,-0.687,7.911
0.379,-0.684,7.976
0.479,-0.681,8.040
0.579,-0.678,8.104
0.679,-0.675,8.167
0.778,-0.672,8.230
0.878,-0.669,8.292
0.978,-0.666,8.354
1.077,-0.664,8.415
1.177,-0.661,8.476
1.277,-0.658,8.536
1.376,-0.656,8.472
1.476,-0.653,8.393
1.576,-0.651,8.313
1.676,-0.648,8.229
1.775,-0.646,8.144
1.875,-0.644,8.055
1.975,-0.641,7.963
2.074,-0.639,7.868
2.174,-0.636,7.769
2.274,-0.634,7.665
2.374,-0.632,7.555
2.473,-0.629,7.441
2.573,-0.627,7.325
2.673,-0.625,7.208
2.772,-0.623,7.091
2.872,-0.620,6.981
2.972,-0.617,6.876
3.072,-0.615,6.775
3.171,-0.611,6.679
3.271,-0.607,6.587
3.371,-0.603,6.499
3.470,-0.598,6.414
3.570,-0.592,6.332
3.669,-0.585,6.254
3.769,-0.577,6.178
3.868,-0.568,6.104
3.967,-0.558,6.034
4.066,-0.546,5.965
4.165,-0.533,5.899
4.264,-0.519,5.836
4.362,-0.503,5.775
4.461,-0.485,5.717
4.558,-0.466,5.661
4.656,-0.444,5.607
4.753,-0.421,5.556
4.849,-0.395,5.509
4.945,-0.367,5.465
5.040,-0.337,5.426
5.134,-0.304,5.391
5.227,-0.269,5.361
5.320,-0.231,5.336
5.411,-0.191,5.318
5.501,-0.148,5.306
5.589,-0.101,5.303
5.676,-0.052,5.301
5.761,0.000,5.300
5.844,0.056,5.299
5.924,0.114,5.298
6.003,0.176,5.297
6.078,0.241,5.296
6.151,0.309,5.294
6.221,0.381,5.293
6.287,0.455,5.292
6.351,0.532,5.291
6.411,0.611,5.290
6.468,0.693,5.288
6.522,0.777,5.287
6.573,0.863,5.286
6.621,0.950,5.285
6.665,1.040,5.284
6.706,1.131,5.283
6.744,1.223,5.281
6.778,1.317,5.280
6.810,1.411,5.275
6.838,1.507,5.266
6.863,1.604,5.253
6.884,1.701,5.236
6.903,1.799,5.214
6.919,1.897,5.189
6.931,1.996,5.161
6.940,2.096,5.133
6.946,2.195,5.105
6.949,2.295,5.077
6.948,2.395,5.049
6.944,2.494,5.021
6.936,2.594,4.992
6.925,2.693,4.964
6.910,2.791,4.934
6.892,2.889,4.905
6.870,2.987,4.874
6.844,3.083,4.844
6.815,3.178,4.813
6.782,3.273,4.781
6.745,3.365,4.749
6.705,3.456,4.717
6.661,3.546,4.684
6.613,3.633,4.652
6.561,3.719,4.620
6.506,3.802,4.589
6.447,3.882,4.559
6.384,3.960,4.531
6.318,4.034,4.505
6.248,4.106,4.483
6.175,4.173,4.465
6.098,4.237,4.453
6.019,4.297,4.447
5.936,4.352,4.446
5.850,4.403,4.445
5.761,4.448,4.444
5.669,4.488,4.443
5.576,4.522,4.442
5.480,4.550,4.441
5.383,4.573,4.440
5.285,4.590,4.439
