# x_m, y_m, v_mps
0.360,-0.189,7.142
0.451,-0.146,7.206
0.541,-0.103,7.142
0.631,-0.061,7.076
0.722,-0.018,7.008
0.813,0.025,6.939
0.904,0.068,6.869
0.995,0.112,6.798
1.086,0.156,6.728
1.177,0.200,6.657
1.268,0.245,6.588
1.359,0.290,6.518
1.451,0.335,6.450
1.542,0.382,6.382
1.633,0.428,6.316
1.724,0.476,6.251
1.816,0.524,6.187
1.907,0.573,6.125
1.998,0.623,6.064
2.089,0.674,6.004
2.180,0.726,5.946
2.270,0.779,5.890
2.361,0.834,5.836
2.451,0.889,5.783
2.540,0.946,5.733
2.629,1.004,5.684
2.718,1.064,5.637
2.806,1.125,5.592
2.893,1.187,5.549
2.980,1.251,5.508
3.066,1.317,5.469
3.151,1.385,5.431
3.235,1.454,5.396
3.318,1.525,5.362
3.400,1.598,5.330
3.480,1.673,5.299
3.560,1.749,5.271
3.638,1.828,5.244
3.714,1.909,5.219
3.789,1.991,5.195
3.862,2.076,5.174
3.933,2.163,5.154
4.002,2.252,5.135
4.069,2.343,5.118
4.134,2.436,5.103
4.197,2.532,5.088
4.257,2.631,5.076
4.314,2.732,5.064
4.369,2.835,5.055
4.419,2.940,5.047
4.466,3.047,5.040
4.510,3.156,5.035
4.549,3.266,5.032
4.585,3.377,5.031
4.617,3.489,5.030
4.645,3.601,5.028
4.670,3.715,5.027
4.690,3.829,5.026
4.707,3.943,5.024
4.721,4.058,5.023
4.731,4.173,5.022
4.737,4.288,5.021
4.739,4.403,5.019
4.738,4.519,5.018
4.734,4.634,5.017
4.726,4.748,5.015
4.714,4.863,5.014
4.699,4.977,5.013
4.680,5.090,5.012
4.658,5.203,5.010
4.633,5.315,5.009
4.604,5.427,5.008
4.571,5.537,5.006
4.535,5.647,5.005
4.496,5.755,5.004
4.454,5.862,5.003
4.408,5.968,5.001
4.359,6.072,5.000
4.306,6.176,4.999
4.250,6.277,4.997
4.190,6.377,4.996
4.127,6.475,4.995
4.060,6.572,4.993
3.990,6.666,4.992
3.916,6.758,4.991
3.838,6.847,4.990
3.757,6.934,4.988
3.672,7.018,4.987
3.584,7.099,4.986
3.492,7.176,4.984
3.396,7.250,4.983
3.296,7.320,4.981
3.194,7.386,4.980
3.087,7.448,4.979
2.978,7.504,4.977
2.865,7.556,4.976
2.749,7.602,4.975
