# x_m, y_m, v_mps
-0.065,0.716,8.017
0.024,0.759,8.094
0.114,0.801,8.170
0.204,0.843,8.100
0.294,0.886,8.011
0.384,0.928,7.920
0.473,0.971,7.828
0.562,1.013,7.735
0.650,1.056,7.642
0.739,1.099,7.548
0.827,1.142,7.455
0.914,1.185,7.362
1.001,1.229,7.269
1.088,1.273,7.178
1.174,1.317,7.087
1.260,1.361,6.997
1.345,1.406,6.909
1.429,1.452,6.822
1.513,1.498,6.737
1.596,1.544,6.654
1.678,1.591,6.573
1.760,1.639,6.494
1.840,1.688,6.416
1.920,1.737,6.341
1.999,1.787,6.269
2.077,1.838,6.198
2.154,1.890,6.130
2.230,1.942,6.064
2.305,1.996,6.001
2.378,2.050,5.940
2.451,2.106,5.882
2.522,2.162,5.825
2.592,2.220,5.771
2.660,2.278,5.720
2.728,2.338,5.670
2.793,2.399,5.622
2.857,2.461,5.577
2.920,2.524,5.533
2.980,2.588,5.491
3.039,2.653,5.450
3.097,2.720,5.411
3.152,2.787,5.373
3.205,2.856,5.336
3.256,2.925,5.301
3.305,2.995,5.266
3.352,3.066,5.233
3.395,3.138,5.201
3.437,3.211,5.169
3.475,3.284,5.137
3.511,3.358,5.106
3.544,3.434,5.075
3.575,3.511,5.044
3.603,3.589,5.012
3.628,3.667,4.981
3.651,3.747,4.950
3.671,3.828,4.920
3.689,3.910,4.891
3.704,3.992,4.861
3.716,4.075,4.833
3.726,4.158,4.805
3.733,4.242,4.777
3.737,4.326,4.749
3.739,4.410,4.722
3.739,4.494,4.695
3.735,4.578,4.668
3.729,4.662,4.642
3.721,4.746,4.616
3.710,4.830,4.590
3.696,4.913,4.565
3.680,4.996,4.541
3.661,5.079,4.517
3.640,5.160,4.494
3.616,5.241,4.470
3.590,5.321,4.446
3.561,5.401,4.421
3.530,5.479,4.396
3.497,5.556,4.371
3.461,5.632,4.347
3.423,5.706,4.323
3.383,5.779,4.301
3.340,5.851,4.281
3.295,5.920,4.262
3.249,5.988,4.247
3.200,6.053,4.235
3.149,6.117,4.227
3.095,6.178,4.222
3.040,6.237,4.221
2.983,6.293,4.221
2.925,6.347,4.220
2.864,6.398,4.219
2.802,6.446,4.218
2.738,6.490,4.218
2.673,6.532,4.217
2.607,6.571,4.216
2.539,6.605,4.216
2.471,6.637,4.215
2.402,6.664,4.214
2.332,6.688,4.214
2.262,6.708,4.213
2.192,6.724,4.212
2.122,6.735,4.212
2.052,6.743,4.211
1.983,6.746,4.210
1.916,6.745,4.210
1.849,6.739,4.209
1.784,6.730,4.208
1.718,6.715,4.209
1.653,6.696,4.214
1.588,6.673,4.224
1.522,6.645,4.237
1.457,6.613,4.255
1.392,6.577,4.278
1.328,6.537,4.305
1.264,6.493,4.337
1.201,6.445,4.374
1.140,6.395,4.415
1.079,6.341,4.462
1.020,6.284,4.513
0.962,6.224,4.572
0.905,6.162,4.640
0.849,6.097,4.718
0.794,6.030,4.806
0.740,5.960,4.905
0.687,5.888,5.016
0.634,5.815,5.136
0.583,5.739,5.254
0.531,5.662,5.371
0.480,5.583,5.487
0.429,5.502,5.601
0.378,5.420,5.714
0.327,5.336,5.826
0.275,5.252,5.937
0.222,5.166,6.047
0.168,5.079,6.156
0.114,4.991,6.264
0.057,4.903,6.372
-0.001,4.815,6.479
-0.061,4.726,6.586
-0.123,4.636,6.688
-0.188,4.548,6.772
-0.255,4.459,6.838
-0.325,4.371,6.844
-0.399,4.284,6.809
-0.476,4.199,6.782
-0.556,4.115,6.761
-0.640,4.032,6.747
-0.728,3.953,6.738
-0.820,3.876,6.734
-0.917,3.802,6.732
-1.018,3.731,6.730
-1.123,3.665,6.728
-1.233,3.604,6.726
-1.346,3.548,6.724
-1.462,3.498,6.723
-1.579,3.455,6.721
-1.697,3.418,6.719
-1.815,3.387,6.717
-1.933,3.361,6.718
-2.050,3.340,6.724
-2.167,3.324,6.736
-2.283,3.312,6.753
-2.398,3.304,6.778
-2.512,3.300,6.810
-2.624,3.299,6.850
-2.736,3.300,6.898
-2.846,3.304,6.956
-2.955,3.310,7.023
-3.062,3.317,6.953
-3.168,3.326,6.854
-3.272,3.336,6.734
-3.376,3.347,6.593
-3.477,3.359,6.429
-3.578,3.371,6.242
-3.677,3.383,6.050
-3.775,3.394,5.870
-3.871,3.405,5.702
-3.966,3.415,5.545
-4.060,3.425,5.398
-4.153,3.433,5.261
-4.245,3.439,5.133
-4.335,3.444,5.013
-4.424,3.447,4.905
-4.512,3.448,4.808
-4.599,3.447,4.721
-4.684,3.444,4.645
-4.767,3.438,4.578
-4.850,3.429,4.520
-4.930,3.418,4.470
-5.008,3.404,4.424
-5.085,3.387,4.384
-5.159,3.366,4.349
-5.231,3.343,4.319
-5.300,3.317,4.294
-5.365,3.288,4.273
-5.428,3.256,4.257
-5.488,3.221,4.245
-5.544,3.183,4.237
-5.597,3.142,4.234
-5.647,3.098,4.233
-5.694,3.050,4.233
-5.739,2.998,4.232
-5.781,2.943,4.231
-5.821,2.885,4.231
-5.858,2.823,4.230
-5.892,2.759,4.229
-5.923,2.692,4.228
-5.950,2.623,4.228
-5.974,2.552,4.227
-5.995,2.479,4.226
-6.013,2.405,4.226
-6.027,2.329,4.225
-6.038,2.253,4.224
-6.045,2.175,4.223
-6.050,2.097,4.223
-6.051,2.018,4.222
-6.048,1.939,4.221
