# x_m, y_m, v_mps
0.360,-0.189,7.540
0.451,-0.146,7.601
0.541,-0.103,7.550
0.631,-0.061,7.488
0.722,-0.018,7.422
0.813,0.025,7.354
0.904,0.068,7.285
0.995,0.112,7.216
1.086,0.156,7.146
1.177,0.200,7.077
1.268,0.245,7.008
1.359,0.290,6.940
1.451,0.335,6.873
1.542,0.382,6.806
1.633,0.428,6.741
1.724,0.476,6.676
1.816,0.524,6.613
1.907,0.573,6.551
1.998,0.623,6.491
2.089,0.674,6.431
2.180,0.726,6.374
2.270,0.779,6.318
2.361,0.834,6.264
2.451,0.889,6.212
2.540,0.946,6.161
2.629,1.004,6.112
2.718,1.064,6.066
2.806,1.125,6.021
2.893,1.187,5.978
2.980,1.251,5.937
3.066,1.317,5.898
3.151,1.385,5.861
3.235,1.454,5.826
3.318,1.525,5.793
3.400,1.598,5.761
3.480,1.673,5.732
3.560,1.749,5.705
3.638,1.828,5.679
3.714,1.909,5.656
3.789,1.991,5.635
3.862,2.076,5.616
3.933,2.163,5.599
4.002,2.252,5.584
4.069,2.343,5.572
4.134,2.436,5.562
4.197,2.532,5.554
4.257,2.631,5.549
4.314,2.732,5.547
4.369,2.835,5.545
4.419,2.940,5.544
4.466,3.047,5.543
4.510,3.156,5.541
4.549,3.266,5.540
4.585,3.377,5.538
4.617,3.489,5.537
4.645,3.601,5.535
4.670,3.715,5.534
4.690,3.829,5.532
4.707,3.943,5.531
4.721,4.058,5.530
4.731,4.173,5.528
4.737,4.288,5.527
4.739,4.403,5.525
4.738,4.519,5.524
4.734,4.634,5.523
4.726,4.748,5.521
4.714,4.863,5.520
4.699,4.977,5.518
4.680,5.090,5.517
4.658,5.203,5.515
4.633,5.315,5.514
4.604,5.427,5.513
4.571,5.537,5.511
4.535,5.647,5.510
4.496,5.755,5.508
4.454,5.862,5.507
4.408,5.968,5.506
4.359,6.072,5.504
4.306,6.176,5.503
4.250,6.277,5.501
4.190,6.377,5.500
4.127,6.475,5.498
4.060,6.572,5.497
3.990,6.666,5.495
3.916,6.758,5.494
3.838,6.847,5.493
3.757,6.934,5.491
3.672,7.018,5.490
3.584,7.099,5.488
3.492,7.176,5.487
3.396,7.250,5.485
3.296,7.320,5.484
3.194,7.386,5.482
3.087,7.448,5.481
2.978,7.504,5.479
2.865,7.556,5.478
2.749,7.602,5.476
2.630,7.643,5.475
2.508,7.677,5.473
2.384,7.705,5.471
2.257,7.726,5.470
2.128,7.740,5.468
1.998,7.746,5.467
1.866,7.744,5.465
1.734,7.733,5.463
1.602,7.713,5.462
1.473,7.685,5.460
1.346,7.648,5.459
1.224,7.605,5.457
1.105,7.554,5.456
0.992,7.498,5.454
0.883,7.438,5.453
0.778,7.372,5.451
0.677,7.303,5.450
0.581,7.230,5.448
0.489,7.154,5.447
0.400,7.075,5.445
0.316,6.994,5.444
0.235,6.910,5.442
0.157,6.826,5.445
0.083,6.740,5.461
0.011,6.652,5.489
-0.057,6.564,5.528
-0.123,6.476,5.579
-0.186,6.387,5.639
-0.247,6.298,5.710
-0.306,6.209,5.792
-0.363,6.121,5.883
-0.418,6.033,5.972
-0.473,5.946,6.057
-0.526,5.859,6.141
-0.578,5.774,6.222
-0.630,5.690,6.214
-0.681,5.607,6.090
-0.732,5.525,5.985
-0.783,5.446,5.899
-0.834,5.367,5.829
-0.886,5.291,5.777
-0.938,5.217,5.742
-0.990,5.144,5.723
-1.044,5.074,5.721
-1.098,5.006,5.720
-1.153,4.941,5.719
-1.210,4.878,5.718
-1.267,4.818,5.717
-1.326,4.761,5.716
-1.385,4.706,5.715
-1.446,4.656,5.714
-1.508,4.608,5.713
-1.571,4.564,5.712
-1.634,4.524,5.711
-1.699,4.488,5.710
-1.764,4.456,5.709
-1.831,4.427,5.708
-1.901,4.401,5.708
-1.974,4.379,5.707
-2.048,4.359,5.706
-2.125,4.342,5.705
-2.205,4.328,5.704
-2.285,4.317,5.703
-2.368,4.309,5.701
-2.452,4.303,5.700
-2.537,4.300,5.699
-2.624,4.299,5.698
-2.712,4.300,5.697
-2.801,4.303,5.714
-2.892,4.308,5.748
-2.984,4.314,5.799
-3.076,4.322,5.868
-3.170,4.331,5.949
-3.266,4.341,6.029
-3.362,4.352,6.110
-3.460,4.364,6.190
-3.559,4.376,6.265
-3.659,4.387,6.134
-3.761,4.399,6.016
-3.864,4.410,5.913
-3.968,4.420,5.822
-4.074,4.429,5.743
-4.182,4.437,5.676
-4.290,4.443,5.620
-4.401,4.447,5.575
-4.512,4.448,5.542
-4.625,4.447,5.523
-4.739,4.442,5.517
-4.854,4.434,5.516
-4.971,4.422,5.514
-5.088,4.405,5.513
-5.206,4.384,5.511
-5.324,4.358,5.510
-5.442,4.326,5.508
-5.560,4.288,5.507
-5.678,4.243,5.505
-5.794,4.192,5.503
-5.909,4.133,5.502
-6.022,4.067,5.500
-6.130,3.993,5.499
-6.235,3.912,5.497
-6.335,3.824,5.495
-6.427,3.730,5.494
-6.513,3.631,5.492
-6.592,3.528,5.491
-6.665,3.422,5.489
-6.730,3.312,5.487
-6.789,3.200,5.486
-6.842,3.086,5.484
-6.888,2.969,5.483
-6.928,2.852,5.481
-6.963,2.733,5.480
-6.991,2.613,5.478
-7.014,2.492,5.477
-7.031,2.371,5.475
-7.043,2.250,5.474
-7.049,2.130,5.472
-7.051,2.009,5.471
-7.047,1.889,5.470
-7.039,1.770,5.468
-7.026,1.651,5.467
-7.008,1.534,5.465
-6.986,1.417,5.464
-6.961,1.303,5.462
-6.931,1.189,5.461
-6.897,1.077,5.459
-6.860,0.967,5.458
-6.819,0.858,5.457
-6.775,0.751,5.455
-6.727,0.646,5.454
-6.677,0.543,5.452
-6.623,0.441,5.451
-6.567,0.341,5.450
-6.507,0.243,5.448
-6.445,0.146,5.447
-6.379,0.052,5.445
-6.311,-0.041,5.444
-6.239,-0.131,5.443
-6.165,-0.219,5.441
-6.089,-0.305,5.440
-6.009,-0.389,5.438
-5.927,-0.470,5.437
-5.843,-0.548,5.436
-5.756,-0.624,5.434
-5.667,-0.697,5.433
-5.575,-0.767,5.431
-5.481,-0.835,5.430
-5.385,-0.899,5.429
-5.287,-0.961,5.427
-5.187,-1.019,5.426
-5.085,-1.074,5.424
-4.981,-1.126,5.423
-4.875,-1.175,5.422
-4.767,-1.219,5.420
-4.658,-1.261,5.419
-4.547,-1.298,5.417
-4.434,-1.332,5.417
-4.320,-1.361,5.418
-4.205,-1.387,5.422
-4.089,-1.408,5.428
-3.973,-1.425,5.436
-3.858,-1.439,5.446
-3.742,-1.448,5.458
-3.627,-1.453,5.472
-3.513,-1.456,5.488
-3.399,-1.454,5.506
-3.285,-1.450,5.525
-3.173,-1.442,5.547
-3.061,-1.432,5.571
-2.949,-1.419,5.597
-2.839,-1.403,5.625
-2.730,-1.385,5.655
-2.621,-1.365,5.687
-2.513,-1.342,5.722
-2.407,-1.318,5.759
-2.301,-1.291,5.798
-2.196,-1.263,5.839
-2.092,-1.233,5.883
-1.989,-1.201,5.928
-1.887,-1.168,5.976
-1.786,-1.134,6.027
-1.686,-1.098,6.079
-1.587,-1.061,6.134
-1.488,-1.024,6.191
-1.391,-0.985,6.250
-1.294,-0.946,6.311
-1.198,-0.905,6.375
-1.103,-0.865,6.439
-1.008,-0.823,6.506
-0.914,-0.782,6.574
-0.821,-0.740,6.643
-0.728,-0.698,6.713
-0.636,-0.655,6.784
-0.545,-0.613,6.855
-0.454,-0.570,6.927
-0.363,-0.528,6.998
-0.273,-0.485,7.069
-0.182,-0.443,7.139
-0.092,-0.401,7.208
-0.002,-0.358,7.276
0.089,-0.316,7.343
0.179,-0.274,7.410
0.269,-0.231,7.475
