# x_m, y_m, v_mps
-3.485,-0.615,6.765
-3.388,-0.613,6.824
-3.290,-0.610,6.882
-3.191,-0.606,6.940
-3.093,-0.601,6.997
-2.995,-0.596,7.053
-2.896,-0.590,7.109
-2.797,-0.583,7.163
-2.698,-0.576,7.200
-2.600,-0.569,7.144
-2.501,-0.561,7.087
-2.403,-0.553,7.028
-2.304,-0.544,6.969
-2.206,-0.535,6.908
-2.108,-0.525,6.846
-2.010,-0.514,6.784
-1.912,-0.503,6.720
-1.814,-0.491,6.656
-1.717,-0.479,6.592
-1.619,-0.465,6.528
-1.522,-0.451,6.463
-1.425,-0.436,6.399
-1.329,-0.420,6.335
-1.233,-0.403,6.271
-1.136,-0.385,6.208
-1.041,-0.366,6.145
-0.945,-0.346,6.082
-0.850,-0.325,6.021
-0.756,-0.303,5.961
-0.661,-0.279,5.902
-0.568,-0.254,5.843
-0.474,-0.228,5.787
-0.382,-0.200,5.731
-0.289,-0.171,5.677
-0.198,-0.141,5.624
-0.107,-0.109,5.573
-0.017,-0.075,5.523
0.073,-0.040,5.475
0.162,-0.004,5.428
0.250,0.035,5.383
0.337,0.075,5.339
0.423,0.117,5.296
0.508,0.160,5.255
0.592,0.206,5.215
0.674,0.253,5.176
0.756,0.302,5.138
0.836,0.353,5.101
0.915,0.406,5.065
0.992,0.461,5.030
1.067,0.517,4.996
1.140,0.576,4.962
1.212,0.637,4.929
1.281,0.699,4.897
1.348,0.764,4.866
1.412,0.831,4.835
1.474,0.900,4.804
1.533,0.971,4.774
1.589,1.044,4.745
1.643,1.120,4.716
1.693,1.197,4.688
1.741,1.276,4.659
1.786,1.357,4.632
1.829,1.440,4.605
1.868,1.524,4.578
1.904,1.609,4.553
1.938,1.696,4.528
1.968,1.784,4.503
1.995,1.873,4.480
2.019,1.962,4.457
2.041,2.053,4.436
2.059,2.144,4.415
2.073,2.236,4.396
2.085,2.328,4.378
2.093,2.421,4.362
2.099,2.513,4.347
2.101,2.606,4.333
2.099,2.699,4.321
2.094,2.791,4.310
2.086,2.883,4.301
2.074,2.974,4.293
2.059,3.065,4.287
2.040,3.155,4.282
2.018,3.244,4.278
1.992,3.331,4.275
1.962,3.418,4.273
1.929,3.502,4.271
1.892,3.585,4.270
1.851,3.666,4.269
1.807,3.745,4.268
1.759,3.821,4.267
1.707,3.894,4.267
1.652,3.964,4.267
1.593,4.031,4.267
1.531,4.095,4.268
1.466,4.154,4.271
1.398,4.210,4.274
1.327,4.260,4.279
1.253,4.306,4.285
1.176,4.348,4.292
1.096,4.384,4.301
1.014,4.416,4.312
0.930,4.444,4.325
0.843,4.467,4.341
0.755,4.486,4.358
0.666,4.500,4.378
0.576,4.511,4.401
0.484,4.517,4.426
0.392,4.520,4.455
0.300,4.520,4.486
0.207,4.516,4.521
0.114,4.509,4.559
0.021,4.499,4.602
-0.072,4.486,4.648
-0.165,4.470,4.699
-0.258,4.452,4.754
-0.351,4.431,4.814
-0.444,4.408,4.879
-0.536,4.383,4.949
-0.629,4.357,5.025
-0.721,4.328,5.107
-0.813,4.298,5.194
-0.905,4.267,5.287
-0.997,4.234,5.387
-1.089,4.200,5.492
-1.181,4.166,5.604
-1.273,4.130,5.722
-1.365,4.094,5.847
-1.458,4.058,5.978
-1.551,4.021,6.116
-1.644,3.984,6.260
-1.737,3.947,6.392
-1.831,3.911,6.512
-1.926,3.875,6.621
-2.021,3.839,6.719
-2.117,3.804,6.806
-2.214,3.771,6.884
-2.311,3.738,6.953
-2.410,3.707,7.014
-2.509,3.678,7.068
-2.610,3.650,7.114
-2.711,3.625,7.155
-2.814,3.602,7.191
-2.917,3.582,7.201
-3.022,3.565,7.169
-3.128,3.551,7.137
-3.234,3.541,7.105
-3.341,3.534,7.072
-3.449,3.532,7.038
-3.556,3.534,7.001
-3.663,3.539,6.961
-3.769,3.548,6.918
-3.874,3.561,6.870
-3.978,3.576,6.816
-4.081,3.594,6.756
-4.184,3.614,6.689
-4.285,3.637,6.614
-4.386,3.661,6.530
-4.486,3.687,6.436
-4.585,3.714,6.331
-4.683,3.743,6.215
-4.780,3.772,6.086
-4.877,3.802,5.945
-4.973,3.832,5.800
-5.069,3.863,5.663
-5.164,3.893,5.534
-5.258,3.923,5.412
-5.352,3.953,5.296
-5.446,3.982,5.188
-5.540,4.009,5.087
-5.634,4.036,4.993
-5.727,4.061,4.905
-5.820,4.084,4.824
-5.913,4.105,4.749
-6.007,4.124,4.680
-6.100,4.140,4.617
-6.192,4.154,4.559
-6.285,4.164,4.507
-6.378,4.172,4.459
-6.470,4.176,4.416
-6.562,4.176,4.377
-6.653,4.173,4.342
-6.743,4.165,4.311
-6.832,4.153,4.284
-6.919,4.137,4.260
-7.006,4.116,4.239
-7.090,4.090,4.220
-7.171,4.060,4.205
-7.250,4.024,4.192
-7.326,3.984,4.181
-7.399,3.938,4.172
-7.468,3.887,4.165
-7.535,3.832,4.159
-7.597,3.772,4.155
-7.656,3.707,4.152
-7.711,3.639,4.150
-7.763,3.567,4.148
-7.810,3.492,4.148
-7.854,3.415,4.147
-7.893,3.334,4.146
-7.928,3.252,4.145
-7.959,3.168,4.145
-7.987,3.081,4.146
-8.010,2.994,4.148
-8.029,2.905,4.151
-8.045,2.815,4.155
-8.056,2.724,4.161
-8.065,2.632,4.169
-8.069,2.540,4.179
-8.070,2.448,4.191
-8.068,2.355,4.205
-8.062,2.263,4.220
-8.053,2.170,4.238
-8.041,2.079,4.257
-8.025,1.987,4.278
-8.007,1.896,4.301
-7.985,1.806,4.325
-7.960,1.716,4.351
-7.932,1.627,4.377
-7.901,1.539,4.405
-7.867,1.453,4.434
-7.830,1.367,4.464
-7.790,1.282,4.494
-7.748,1.200,4.524
-7.702,1.118,4.556
-7.655,1.038,4.587
-7.604,0.960,4.619
-7.551,0.883,4.651
-7.496,0.808,4.683
-7.437,0.735,4.715
-7.377,0.664,4.748
-7.314,0.595,4.781
-7.249,0.529,4.814
-7.182,0.465,4.847
-7.112,0.403,4.880
-7.041,0.342,4.914
-6.967,0.284,4.948
-6.891,0.228,4.982
-6.814,0.174,5.017
-6.735,0.122,5.052
-6.655,0.072,5.087
-6.573,0.025,5.123
-6.490,-0.021,5.160
-6.406,-0.064,5.197
-6.320,-0.106,5.234
-6.234,-0.146,5.273
-6.146,-0.183,5.312
-6.057,-0.219,5.352
-5.968,-0.253,5.393
-5.878,-0.285,5.435
-5.787,-0.316,5.477
-5.695,-0.344,5.521
-5.603,-0.371,5.565
-5.510,-0.397,5.611
-5.416,-0.421,5.657
-5.322,-0.443,5.705
-5.228,-0.464,5.754
-5.133,-0.483,5.803
-5.038,-0.501,5.854
-4.942,-0.517,5.906
-4.847,-0.532,5.959
-4.751,-0.546,6.012
-4.654,-0.558,6.067
-4.558,-0.569,6.123
-4.461,-0.579,6.179
-4.364,-0.588,6.236
-4.266,-0.595,6.293
-4.169,-0.601,6.351
-4.072,-0.606,6.410
-3.974,-0.611,6.469
-3.877,-0.614,6.528
-3.779,-0.615,6.587
-3.681,-0.616,6.647
-3.583,-0.616,6.706
