-5.247822016863946892e+00,3.565813018459532913e+00
-5.315115332947472737e+00,3.533872549961521781e+00
-5.381409320110976502e+00,3.499614014402049555e+00
-5.446588159456895006e+00,3.463101835940623818e+00
-5.510531726269678465e+00,3.424404823113682106e+00
-5.573264713945272675e+00,3.383508059875556917e+00
-5.634811094994213398e+00,3.340407209864617144e+00
-5.695141085291023586e+00,3.295132560246702980e+00
-5.754230178623019221e+00,3.247718139373576118e+00
-5.812017375286799847e+00,3.198227580438278039e+00
-5.868444696904518310e+00,3.146726974819384015e+00
-5.923461110870369417e+00,3.093278721162791456e+00
-5.977009575230567862e+00,3.037955617659175100e+00
-6.029047845581763987e+00,2.980818025354972534e+00
-6.079519129480457806e+00,2.921946253113202552e+00
-6.128391212013316824e+00,2.861395165120162787e+00
-6.175609158773482932e+00,2.799251185895049066e+00
-6.221148612884058515e+00,2.735564065678700807e+00
-6.264955838383847286e+00,2.670427420162589272e+00
-6.307015185162789805e+00,2.603882254111451022e+00
-6.347276808445687202e+00,2.536026216754662777e+00
-6.385728773205963549e+00,2.466897490986814212e+00
-6.422323613558472033e+00,2.396599611444634181e+00
-6.457057501860623994e+00,2.325157573932460586e+00
-6.489888388764143201e+00,2.252677171589128946e+00
-6.520809501686130716e+00,2.179191405639803847e+00
-6.549779196959285343e+00,2.104815964047295651e+00
-6.576795701571956698e+00,2.029571504361687317e+00
-6.601823866110290595e+00,1.953571425807093753e+00
-6.624858132716250125e+00,1.876846639102279113e+00
-6.645865042924664401e+00,1.799519007172237561e+00
-6.664843182713640957e+00,1.721602253309943986e+00
-6.681767369361457654e+00,1.643208197698911022e+00
-6.696634587141513606e+00,1.564356923541662781e+00
-6.709423064703883277e+00,1.485166116653770185e+00
-6.720129837162521547e+00,1.405652274791078238e+00
-6.728739092981227188e+00,1.325927372392074810e+00
-6.735246582754112588e+00,1.246017240330256515e+00
-6.739640268990601868e+00,1.166038870405034178e+00
-6.741915446007107349e+00,1.086018766568525917e+00
-6.742064927322836354e+00,1.006068751255943861e+00
-6.740083787576266694e+00,9.262323900825216727e-01
-6.735968324560907661e+00,8.466243824578806310e-01
-6.729713229930574414e+00,7.672777589312315127e-01
-6.721319198307330822e+00,6.882972597654821723e-01
-6.710781106017581266e+00,6.097085918425491080e-01
-6.698104400233550138e+00,5.316090920985633295e-01
-6.683287426829823019e+00,4.540382509673902556e-01
-6.666340408342311896e+00,3.770933106714620120e-01
-6.647263771016909573e+00,3.008153166935092493e-01
-6.626071391998126003e+00,2.252945994413788344e-01
-6.602770350129341992e+00,1.505887271599527510e-01
-6.577382211338273166e+00,7.679719354455968872e-02
-6.549918446864433363e+00,3.983453255595459375e-03
-6.520404741468557752e+00,-6.775746140434818487e-02
-6.488903210901423080e+00,-1.382402212724515578e-01
-6.455445372758210176e+00,-2.073496758226685555e-01
-6.420051185320601483e+00,-2.750051892589303049e-01
-6.382760236438325130e+00,-3.410954815851796051e-01
-6.343631226076549723e+00,-4.054780511777182905e-01
-6.302710718065840823e+00,-4.680388059117829291e-01
-6.260061173734405848e+00,-5.286453480483306322e-01
-6.215750534398644334e+00,-5.871654008567642746e-01
-6.169834095413122554e+00,-6.434934905572011754e-01
-6.122402040742112916e+00,-6.974904921892423060e-01
-6.073530175184526314e+00,-7.490437433012783197e-01
-6.023315560854547890e+00,-7.980278104649132231e-01
-5.971789683024811168e+00,-8.443955559223680352e-01
-5.919100620220526743e+00,-8.880016945395506900e-01
-5.865355513444165503e+00,-9.287489546763370019e-01
-5.810723015861636753e+00,-9.665050311670568828e-01
-5.755303390535411623e+00,-1.001202276864354479e+00
-5.699319490266425703e+00,-1.032707976110833092e+00
-5.642954119780710265e+00,-1.060932425272290480e+00
-5.586365247683923840e+00,-1.085811431396981774e+00
