# x_m, y_m, v_mps
-3.485,-1.006,6.542
-3.383,-1.005,6.593
-3.281,-1.003,6.644
-3.179,-1.000,6.694
-3.078,-0.997,6.743
-2.977,-0.992,6.792
-2.876,-0.987,6.839
-2.775,-0.981,6.886
-2.674,-0.975,6.902
-2.573,-0.968,6.854
-2.473,-0.960,6.804
-2.372,-0.952,6.753
-2.271,-0.943,6.702
-2.170,-0.934,6.649
-2.069,-0.924,6.595
-1.968,-0.912,6.541
-1.868,-0.900,6.486
-1.767,-0.888,6.431
-1.666,-0.874,6.375
-1.565,-0.859,6.320
-1.464,-0.843,6.264
-1.364,-0.827,6.208
-1.263,-0.809,6.153
-1.163,-0.789,6.097
-1.063,-0.769,6.043
-0.963,-0.747,5.988
-0.863,-0.724,5.935
-0.763,-0.700,5.882
-0.664,-0.674,5.829
-0.564,-0.647,5.778
-0.466,-0.619,5.728
-0.367,-0.588,5.679
-0.269,-0.556,5.631
-0.171,-0.523,5.584
-0.074,-0.487,5.539
0.022,-0.450,5.494
0.118,-0.412,5.451
0.214,-0.371,5.409
0.308,-0.328,5.368
0.402,-0.284,5.329
0.495,-0.237,5.290
0.587,-0.189,5.253
0.679,-0.138,5.216
0.769,-0.085,5.181
0.858,-0.030,5.147
0.945,0.027,5.114
1.032,0.086,5.081
1.117,0.148,5.050
1.201,0.212,5.019
1.283,0.278,4.988
1.363,0.347,4.959
1.441,0.419,4.930
1.517,0.493,4.901
1.591,0.570,4.873
1.663,0.650,4.845
1.731,0.732,4.818
1.797,0.818,4.791
1.859,0.905,4.765
1.918,0.995,4.739
1.973,1.087,4.714
2.025,1.181,4.689
2.073,1.276,4.665
2.118,1.373,4.642
2.160,1.472,4.619
2.197,1.572,4.597
2.232,1.673,4.575
2.263,1.776,4.554
2.290,1.879,4.534
2.313,1.983,4.515
2.333,2.088,4.497
2.349,2.194,4.479
2.362,2.300,4.463
2.371,2.406,4.448
2.375,2.513,4.434
2.377,2.620,4.421
2.374,2.728,4.410
2.367,2.835,4.399
2.356,2.942,4.390
2.341,3.048,4.381
2.321,3.155,4.374
2.298,3.260,4.368
2.269,3.365,4.362
2.236,3.468,4.358
