# x_m, y_m, v_mps
-3.486,-0.606,6.285
-3.388,-0.605,6.337
-3.291,-0.603,6.388
-3.193,-0.601,6.438
-3.094,-0.597,6.488
-2.996,-0.593,6.537
-2.898,-0.587,6.585
-2.799,-0.582,6.632
-2.700,-0.576,6.633
-2.602,-0.569,6.584
-2.504,-0.561,6.534
-2.405,-0.554,6.483
-2.307,-0.545,6.431
-2.209,-0.536,6.377
-2.111,-0.526,6.323
-2.014,-0.515,6.269
-1.916,-0.503,6.213
-1.819,-0.491,6.157
-1.722,-0.478,6.101
-1.625,-0.464,6.044
-1.528,-0.449,5.988
-1.432,-0.432,5.931
-1.336,-0.415,5.874
-1.240,-0.397,5.818
-1.145,-0.378,5.762
-1.050,-0.357,5.706
-0.955,-0.335,5.651
-0.861,-0.312,5.597
-0.767,-0.288,5.544
-0.673,-0.262,5.491
-0.580,-0.235,5.439
-0.488,-0.207,5.388
-0.396,-0.177,5.339
-0.305,-0.146,5.290
-0.214,-0.113,5.243
-0.124,-0.078,5.196
-0.035,-0.042,5.151
0.053,-0.005,5.107
0.141,0.035,5.064
0.227,0.076,5.023
0.313,0.119,4.982
0.397,0.163,4.943
0.481,0.210,4.905
0.563,0.258,4.867
0.644,0.308,4.831
0.724,0.359,4.795
0.802,0.413,4.760
0.878,0.469,4.726
0.953,0.526,4.693
1.026,0.585,4.660
1.098,0.646,4.628
1.167,0.710,4.596
1.233,0.775,4.565
1.298,0.842,4.534
1.360,0.911,4.505
1.419,0.982,4.475
1.475,1.055,4.446
1.528,1.131,4.417
1.579,1.208,4.389
1.627,1.287,4.361
1.671,1.368,4.334
1.713,1.451,4.307
1.752,1.535,4.281
1.788,1.620,4.256
1.821,1.707,4.231
1.851,1.795,4.207
1.878,1.884,4.185
1.901,1.974,4.163
1.922,2.064,4.142
1.939,2.156,4.123
1.953,2.247,4.105
1.964,2.340,4.088
1.971,2.432,4.073
1.976,2.525,4.059
1.977,2.617,4.047
1.974,2.710,4.036
1.968,2.802,4.027
1.959,2.893,4.019
1.946,2.984,4.012
1.929,3.075,4.007
1.909,3.164,4.003
1.885,3.252,4.000
1.858,3.339,3.998
1.827,3.424,3.996
1.792,3.508,3.995
1.753,3.590,3.994
1.710,3.669,3.993
1.664,3.746,3.992
1.614,3.820,3.992
1.561,3.892,3.992
1.504,3.960,3.992
1.443,4.024,3.993
1.379,4.084,3.995
1.312,4.141,3.999
1.242,4.192,4.003
1.169,4.240,4.009
1.093,4.282,4.016
1.014,4.319,4.025
0.932,4.352,4.036
0.849,4.380,4.049
0.763,4.404,4.064
0.675,4.423,4.081
0.586,4.438,4.101
0.496,4.449,4.123
0.405,4.455,4.149
0.313,4.458,4.177
0.221,4.458,4.208
0.129,4.454,4.243
0.036,4.446,4.281
-0.057,4.436,4.324
-0.150,4.422,4.370
-0.242,4.406,4.421
-0.335,4.387,4.476
-0.428,4.365,4.536
-0.520,4.342,4.601
-0.613,4.316,4.671
-0.705,4.289,4.746
-0.797,4.260,4.827
-0.889,4.229,4.914
-0.981,4.197,5.006
-1.073,4.164,5.104
-1.165,4.130,5.207
-1.258,4.095,5.317
-1.350,4.059,5.433
-1.443,4.023,5.555
-1.536,3.987,5.683
-1.630,3.951,5.818
-1.724,3.915,5.949
-1.818,3.880,6.068
-1.914,3.845,6.177
-2.010,3.810,6.275
-2.106,3.777,6.364
-2.204,3.745,6.444
-2.303,3.714,6.515
-2.402,3.685,6.579
-2.502,3.658,6.636
-2.604,3.633,6.687
-2.706,3.610,6.732
-2.809,3.589,6.773
-2.914,3.572,6.811
-3.019,3.558,6.822
-3.126,3.547,6.786
-3.233,3.541,6.748
-3.340,3.538,6.710
-3.447,3.539,6.669
-3.554,3.544,6.625
-3.660,3.553,6.578
-3.765,3.564,6.527
-3.869,3.579,6.470
-3.973,3.597,6.408
-4.075,3.616,6.339
-4.177,3.638,6.262
-4.277,3.662,6.178
-4.377,3.687,6.084
-4.476,3.713,5.980
-4.574,3.741,5.866
-4.671,3.769,5.741
-4.768,3.797,5.604
-4.864,3.826,5.471
-4.960,3.854,5.345
-5.055,3.883,5.225
-5.150,3.911,5.112
-5.244,3.938,5.005
-5.339,3.964,4.904
-5.433,3.989,4.810
-5.527,4.013,4.721
-5.621,4.035,4.639
-5.715,4.055,4.562
-5.808,4.073,4.491
-5.902,4.089,4.425
-5.996,4.103,4.365
-6.089,4.114,4.310
-6.182,4.122,4.259
-6.275,4.127,4.214
-6.368,4.128,4.172
-6.460,4.126,4.135
-6.552,4.121,4.102
-6.642,4.112,4.072
-6.732,4.099,4.046
-6.820,4.081,4.023
-6.906,4.059,4.002
-6.991,4.033,3.985
-7.073,4.002,3.970
-7.153,3.967,3.957
-7.229,3.926,3.947
-7.303,3.881,3.938
-7.373,3.831,3.931
-7.439,3.776,3.925
-7.502,3.717,3.921
-7.561,3.653,3.918
-7.616,3.585,3.916
-7.666,3.514,3.914
-7.713,3.439,3.913
-7.756,3.362,3.913
-7.794,3.281,3.912
-7.828,3.199,3.911
-7.857,3.115,3.911
-7.883,3.028,3.911
-7.904,2.941,3.912
-7.922,2.851,3.914
-7.935,2.761,3.917
-7.944,2.671,3.922
-7.950,2.579,3.928
-7.952,2.487,3.936
-7.951,2.395,3.945
-7.946,2.302,3.956
-7.938,2.210,3.969
-7.926,2.118,3.984
-7.911,2.027,4.001
-7.893,1.936,4.019
-7.872,1.845,4.040
-7.848,1.755,4.061
-7.820,1.666,4.085
-7.790,1.578,4.109
-7.756,1.492,4.135
-7.720,1.406,4.162
-7.681,1.321,4.190
-7.639,1.238,4.219
-7.594,1.156,4.249
-7.547,1.076,4.279
-7.497,0.997,4.310
-7.444,0.920,4.342
-7.389,0.845,4.373
-7.331,0.772,4.405
-7.271,0.701,4.438
-7.209,0.632,4.470
-7.144,0.566,4.503
-7.077,0.501,4.536
-7.008,0.438,4.569
-6.936,0.378,4.603
-6.862,0.319,4.637
-6.787,0.262,4.671
-6.710,0.208,4.706
-6.632,0.156,4.740
-6.552,0.106,4.775
-6.471,0.058,4.811
-6.388,0.012,4.847
-6.304,-0.032,4.883
-6.218,-0.074,4.920
-6.132,-0.114,4.957
-6.044,-0.152,4.995
-5.956,-0.189,5.034
-5.866,-0.223,5.074
-5.776,-0.256,5.114
-5.685,-0.287,5.155
-5.594,-0.317,5.196
-5.502,-0.345,5.239
-5.409,-0.371,5.282
-5.316,-0.396,5.326
-5.222,-0.419,5.371
-5.128,-0.441,5.417
-5.033,-0.461,5.464
-4.938,-0.480,5.512
-4.843,-0.497,5.560
-4.747,-0.513,5.609
-4.651,-0.527,5.659
-4.555,-0.541,5.709
-4.459,-0.552,5.761
-4.362,-0.563,5.812
-4.265,-0.573,5.864
-4.168,-0.581,5.916
-4.071,-0.588,5.969
-3.974,-0.594,6.022
-3.876,-0.598,6.075
-3.779,-0.602,6.128
-3.681,-0.605,6.180
-3.584,-0.606,6.233
