# x_m, y_m, v_mps
-7.930,-2.496,5.067
-7.875,-2.505,5.077
-7.819,-2.514,5.088
-7.764,-2.521,5.099
-7.709,-2.528,5.110
-7.654,-2.535,5.122
-7.599,-2.541,5.134
-7.544,-2.546,5.146
-7.489,-2.550,5.159
-7.434,-2.554,5.173
-7.380,-2.557,5.186
-7.325,-2.559,5.201
-7.270,-2.561,5.215
-7.215,-2.563,5.231
-7.161,-2.563,5.246
-7.106,-2.564,5.262
-7.052,-2.563,5.279
-6.998,-2.562,5.296
-6.943,-2.561,5.313
-6.889,-2.559,5.331
-6.835,-2.557,5.350
-6.781,-2.554,5.369
-6.728,-2.551,5.388
-6.674,-2.547,5.408
-6.621,-2.543,5.429
-6.567,-2.538,5.450
-6.514,-2.533,5.471
-6.461,-2.528,5.493
-6.408,-2.522,5.515
-6.355,-2.516,5.538
-6.302,-2.509,5.561
-6.249,-2.503,5.585
-6.197,-2.495,5.610
-6.145,-2.488,5.634
-6.092,-2.480,5.660
-6.040,-2.472,5.686
-5.988,-2.463,5.712
-5.937,-2.454,5.739
-5.885,-2.445,5.766
-5.833,-2.436,5.794
-5.782,-2.426,5.822
-5.731,-2.416,5.850
-5.679,-2.406,5.879
-5.628,-2.396,5.909
-5.578,-2.385,5.938
-5.527,-2.375,5.969
-5.476,-2.364,5.999
-5.426,-2.353,6.030
-5.375,-2.342,6.061
-5.325,-2.330,6.093
-5.275,-2.319,6.124
-5.225,-2.307,6.157
-5.175,-2.295,6.189
-5.125,-2.283,6.222
-5.076,-2.271,6.255
-5.026,-2.259,6.288
-4.977,-2.247,6.321
-4.927,-2.234,6.355
-4.878,-2.222,6.389
-4.829,-2.210,6.423
-4.780,-2.197,6.457
-4.731,-2.185,6.491
-4.682,-2.172,6.526
-4.634,-2.160,6.561
-4.585,-2.147,6.596
-4.537,-2.135,6.631
-4.488,-2.122,6.666
-4.440,-2.109,6.702
-4.391,-2.097,6.738
-4.343,-2.084,6.774
-4.294,-2.072,6.810
-4.246,-2.059,6.846
-4.198,-2.047,6.882
-4.150,-2.034,6.918
-4.101,-2.022,6.954
-4.053,-2.009,6.990
-4.005,-1.997,7.025
-3.956,-1.984,7.061
-3.908,-1.972,7.096
-3.859,-1.959,7.131
-3.811,-1.947,7.166
-3.762,-1.934,7.200
-3.713,-1.921,7.235
-3.665,-1.909,7.269
-3.616,-1.896,7.303
-3.567,-1.883,7.337
-3.518,-1.870,7.371
-3.470,-1.857,7.404
-3.421,-1.844,7.438
-3.372,-1.831,7.471
-3.323,-1.818,7.504
-3.274,-1.805,7.521
-3.226,-1.792,7.485
-3.177,-1.778,7.449
-3.128,-1.765,7.413
-3.080,-1.752,7.377
-3.031,-1.738,7.340
-2.983,-1.725,7.304
-2.934,-1.711,7.267
-2.886,-1.698,7.230
-2.837,-1.684,7.193
-2.789,-1.671,7.157
-2.741,-1.657,7.120
-2.692,-1.644,7.084
-2.644,-1.630,7.047
-2.596,-1.616,7.011
-2.547,-1.603,6.975
-2.499,-1.589,6.939
-2.451,-1.575,6.904
-2.402,-1.562,6.868
-2.354,-1.548,6.833
-2.306,-1.534,6.798
-2.257,-1.520,6.763
-2.209,-1.506,6.729
-2.160,-1.492,6.694
-2.112,-1.478,6.660
-2.063,-1.464,6.626
-2.015,-1.450,6.592
-1.966,-1.436,6.559
-1.918,-1.421,6.526
-1.869,-1.407,6.493
-1.820,-1.392,6.460
-1.772,-1.378,6.428
-1.723,-1.363,6.396
-1.674,-1.348,6.364
-1.625,-1.333,6.333
-1.576,-1.317,6.301
-1.527,-1.302,6.270
-1.478,-1.286,6.240
-1.429,-1.271,6.209
-1.380,-1.255,6.179
-1.331,-1.239,6.149
-1.282,-1.222,6.119
-1.233,-1.206,6.090
-1.184,-1.189,6.061
-1.135,-1.172,6.032
-1.086,-1.155,6.004
-1.037,-1.137,5.976
-0.988,-1.119,5.948
-0.939,-1.102,5.921
-0.890,-1.083,5.894
-0.841,-1.065,5.867
-0.792,-1.046,5.841
-0.744,-1.027,5.815
-0.695,-1.007,5.789
-0.646,-0.988,5.764
-0.597,-0.967,5.740
-0.548,-0.947,5.716
-0.500,-0.926,5.692
-0.451,-0.905,5.668
-0.403,-0.884,5.646
-0.354,-0.862,5.623
-0.306,-0.840,5.601
-0.258,-0.817,5.580
-0.209,-0.794,5.559
-0.161,-0.771,5.538
-0.113,-0.747,5.518
-0.066,-0.723,5.499
-0.018,-0.698,5.479
0.030,-0.673,5.461
0.077,-0.647,5.442
0.124,-0.621,5.424
0.172,-0.595,5.407
0.219,-0.568,5.390
0.265,-0.540,5.373
0.312,-0.513,5.357
0.358,-0.484,5.341
0.405,-0.455,5.326
0.451,-0.426,5.311
0.496,-0.396,5.297
0.542,-0.365,5.283
0.587,-0.334,5.269
0.632,-0.303,5.256
0.677,-0.271,5.243
0.721,-0.238,5.231
0.765,-0.205,5.219
0.809,-0.171,5.208
0.852,-0.137,5.197
0.895,-0.102,5.186
0.938,-0.066,5.176
0.980,-0.030,5.167
1.022,0.006,5.157
1.063,0.043,5.149
1.104,0.081,5.140
1.145,0.119,5.132
1.185,0.158,5.124
1.225,0.198,5.117
1.264,0.238,5.110
1.303,0.279,5.104
1.342,0.321,5.097
1.380,0.363,5.092
1.417,0.406,5.086
1.454,0.450,5.081
1.490,0.495,5.077
1.526,0.540,5.073
1.560,0.586,5.069
1.595,0.633,5.065
1.628,0.680,5.063
1.661,0.728,5.060
1.692,0.777,5.058
1.723,0.827,5.057
1.753,0.877,5.056
1.782,0.927,5.055
1.810,0.977,5.055
1.837,1.029,5.054
1.863,1.080,5.053
1.888,1.132,5.053
1.913,1.184,5.052
1.936,1.237,5.051
1.959,1.290,5.051
1.980,1.343,5.050
2.001,1.397,5.049
2.021,1.451,5.049
2.040,1.505,5.048
2.058,1.559,5.048
2.075,1.614,5.047
2.091,1.669,5.046
2.106,1.725,5.046
2.120,1.780,5.045
2.134,1.836,5.044
2.146,1.892,5.044
2.158,1.948,5.043
2.169,2.004,5.042
2.178,2.060,5.042
2.187,2.117,5.041
2.195,2.173,5.040
2.202,2.230,5.040
2.208,2.287,5.039
2.214,2.344,5.038
2.218,2.401,5.038
2.221,2.458,5.037
