# x_m, y_m, vx_mps, d_m, s_m, kappa_radpm, psi_rad, ax_mps2
0.038844,-1.180713,5.497459,0.249920,0.000000,-0.238256,0.094914,-0.067370
0.122118,-1.173921,5.496435,0.248143,0.099954,-0.238712,0.066158,-0.067395
0.205538,-1.169856,5.495410,0.246926,0.199908,-0.238398,0.037514,-0.067370
0.289155,-1.168517,5.494385,0.246207,0.299862,-0.237319,0.009154,-0.067344
0.373712,-1.169838,5.493348,0.245915,0.399816,-0.235472,-0.018734,-0.067319
0.459253,-1.173703,5.492299,0.246059,0.499770,-0.232856,-0.045971,-0.067293
0.545526,-1.179983,5.491239,0.246688,0.599724,-0.229476,-0.072384,-0.067267
0.719427,-1.199388,5.489095,0.249183,0.699678,-0.220404,-0.122119,-0.067215
0.806945,-1.212336,5.488012,0.251109,0.799631,-0.214722,-0.145233,-0.011980
0.894828,-1.227331,5.487817,0.253486,0.899585,-0.208275,-0.167089,0.227346
0.982921,-1.244259,5.491532,0.256291,0.999539,-0.201079,-0.187666,0.479135
1.071271,-1.263046,5.499408,0.259516,1.099493,-0.193165,-0.206934,0.743059
1.159786,-1.283592,5.511672,0.263137,1.199447,-0.184526,-0.225013,1.020577
1.248445,-1.305808,5.528570,0.267136,1.299401,-0.175241,-0.241976,1.310386
1.337300,-1.329627,5.550331,0.271497,1.399355,-0.165385,-0.257854,1.611738
1.426209,-1.354925,5.577109,0.276198,1.499309,-0.155037,-0.272648,1.924237
1.515297,-1.381653,5.609108,0.281229,1.599263,-0.144284,-0.286379,2.247397
1.604500,-1.409709,5.646451,0.286572,1.699217,-0.133178,-0.299059,2.582531
1.693824,-1.439007,5.689285,0.292212,1.799171,-0.121811,-0.310714,2.929595
1.783319,-1.469477,5.737760,0.298141,1.899125,-0.110254,-0.321348,3.289545
1.872939,-1.501015,5.791973,0.304342,1.999079,-0.098566,-0.330972,3.664122
1.962746,-1.533551,5.852088,0.310806,2.099033,-0.086826,-0.339593,4.054268
2.052759,-1.567000,5.918240,0.317524,2.198987,-0.075077,-0.347204,4.462846
2.142987,-1.601273,5.990581,0.324485,2.298941,-0.063356,-0.353814,4.893157
2.233433,-1.636275,6.069280,0.331678,2.398894,-0.051691,-0.359415,5.349374
2.324211,-1.671955,6.154649,0.339105,2.498848,-0.040104,-0.364008,5.836424
2.415222,-1.708176,6.246848,0.346752,2.598802,-0.028607,-0.367589,6.360616
2.506589,-1.744891,6.346316,0.354622,2.698756,-0.017213,-0.370150,6.929204
2.598347,-1.782012,6.453485,0.362709,2.798710,-0.005911,-0.371685,-3.067076
2.690434,-1.819408,6.406074,0.370996,2.898664,0.005302,-0.372184,-7.203340
2.783146,-1.857090,6.292536,0.379498,2.998618,0.016455,-0.371641,-6.670871
2.876250,-1.894851,6.185108,0.388182,3.098572,0.027595,-0.370039,-6.178996
2.969955,-1.932660,6.083326,0.397060,3.198526,0.038719,-0.367376,-5.725484
3.064284,-1.970407,5.986938,0.406127,3.298480,0.049839,-0.363631,-5.340811
3.159128,-2.007930,5.895246,0.415364,3.398434,0.060973,-0.358794,-4.951038
3.254881,-2.045257,5.808294,0.424806,3.498388,0.072104,-0.352851,-4.620646
3.351225,-2.082137,5.725638,0.434410,3.598342,0.083270,-0.345779,-4.302169
3.448425,-2.118540,5.647111,0.444196,3.698296,0.094456,-0.337574,-4.001469
3.546478,-2.154326,5.572658,0.454156,3.798250,0.105684,-0.328216,-3.735735
3.645293,-2.189327,5.501934,0.464270,3.898204,0.116986,-0.317683,-3.462337
3.745228,-2.223523,5.435059,0.474570,3.998157,0.128282,-0.305967,-3.224532
3.845977,-2.256664,5.371767,0.485010,4.098111,0.139564,-0.293028,-2.990619
3.947810,-2.288688,5.312004,0.495614,4.198065,0.150780,-0.278827,-2.772398
4.050674,-2.319424,5.255674,0.506361,4.298019,0.161865,-0.263353,-2.573199
4.154539,-2.348703,5.202571,0.517237,4.397973,0.172804,-0.246536,-2.377480
4.259599,-2.376417,5.152679,0.528255,4.497927,0.183529,-0.228377,-2.202672
4.365644,-2.402350,5.105798,0.539380,4.597881,0.194029,-0.208830,-2.035034
4.472853,-2.426381,5.061817,0.550621,4.697835,0.204257,-0.187849,-1.879781
4.581189,-2.448322,5.020601,0.561946,4.797789,0.214161,-0.165458,-1.727408
4.690633,-2.467989,4.982195,0.573335,4.897743,0.223791,-0.141555,-1.572142
4.801311,-2.485204,4.946724,0.584783,4.997697,0.233121,-0.116174,-1.420982
4.913262,-2.499742,4.914188,0.596249,5.097651,0.242144,-0.089258,-1.279062
5.026305,-2.511349,4.884521,0.607693,5.197605,0.250869,-0.060763,-1.138982
5.140554,-2.519797,4.857734,0.619115,5.297559,0.259268,-0.030740,-1.004285
5.255827,-2.524827,4.833821,0.630467,5.397513,0.267329,0.000938,-0.874776
5.372027,-2.526188,4.812745,0.641714,5.497467,0.275030,0.034214,-0.744786
5.489203,-2.523619,4.794573,0.652830,5.597420,0.282344,0.069204,-0.622888
5.606840,-2.516876,4.779241,0.663727,5.697374,0.289255,0.105989,-0.501056
5.725186,-2.505683,4.766762,0.674425,5.797328,0.295699,0.144333,-0.385110
5.843779,-2.489806,4.757085,0.684822,5.897282,0.301638,0.184178,-0.272156
6.081217,-2.442957,4.746075,0.708519,5.997236,0.312066,0.267648,-0.052026
6.199248,-2.411577,4.744736,0.718345,6.097190,0.316555,0.310935,-0.050511
6.316810,-2.374488,4.743424,0.727736,6.197144,0.320599,0.355040,-0.050625
6.433207,-2.331583,4.742099,0.736598,6.297098,0.324182,0.399858,-0.050681
6.548380,-2.282516,4.740761,0.744845,6.397052,0.327350,0.445297,-0.050088
6.662071,-2.226941,4.739424,0.752374,6.497006,0.330111,0.491149,-0.050089
6.772583,-2.165391,4.738087,0.758977,6.596960,0.332459,0.537370,-0.049912
6.879677,-2.098026,4.736754,0.764802,6.696914,0.334446,0.583804,-0.049710
7.081321,-1.947807,4.734113,0.779282,6.796868,0.337237,0.676825,-0.049654
7.175364,-1.865893,4.732805,0.784715,6.896822,0.338068,0.723130,-0.049692
7.264724,-1.780028,4.731503,0.789892,6.996776,0.338515,0.769207,-0.026911
7.349480,-1.690466,4.730802,0.794874,7.096729,0.338618,0.814897,-0.049638
