# x_m, y_m, vx_mps, d_m, s_m, kappa_radpm, psi_rad, ax_mps2
-0.628638,-0.604367,4.431739,0.000000,0.000000,0.243650,-1.736403,1.229280
-0.530158,-0.619613,4.459297,0.000000,0.099660,0.236000,-1.712504,1.337684
-0.431333,-0.632540,4.489093,0.000000,0.199320,0.228541,-1.689356,1.435038
-0.332234,-0.643214,4.520840,0.000000,0.298980,0.221303,-1.666939,1.523546
-0.232932,-0.651698,4.554302,0.000000,0.398640,0.214310,-1.645233,1.603337
-0.133498,-0.658058,4.589253,0.000000,0.498301,0.207580,-1.624217,1.674135
-0.033818,-0.662343,4.625465,0.000000,0.597961,0.214122,-1.603194,1.273478
0.065877,-0.664498,4.652823,0.000000,0.697621,0.221083,-1.581495,0.889535
0.165536,-0.664454,4.671837,0.000000,0.797281,0.228184,-1.559109,0.534318
0.265108,-0.662147,4.683221,0.000000,0.896941,0.235394,-1.536024,0.209620
0.364546,-0.657509,4.687680,0.000000,0.996601,0.242676,-1.512229,-0.049021
0.463999,-0.650482,4.686638,0.000000,1.096261,0.234121,-1.488437,0.238252
0.563237,-0.641138,4.691701,0.000000,1.195921,0.225097,-1.465550,0.545034
0.662220,-0.629573,4.703265,0.000000,1.295582,0.216128,-1.443564,0.819199
0.760913,-0.615881,4.720591,0.000000,1.395242,0.207255,-1.422472,1.065959
0.859281,-0.600157,4.743042,0.000000,1.494902,0.198512,-1.402262,1.289650
0.957445,-0.582456,4.770063,0.000000,1.594562,0.197270,-1.382535,1.209684
1.055209,-0.562834,4.795270,0.000000,1.694222,0.196379,-1.362909,1.124584
1.152526,-0.541311,4.818586,0.000000,1.793882,0.195627,-1.343375,1.042765
1.249352,-0.517907,4.840105,0.000000,1.893542,0.195015,-1.323919,0.963602
1.345645,-0.492644,4.859905,0.000000,1.993202,0.194547,-1.304529,0.886556
1.441649,-0.465460,4.878052,0.000000,2.092863,0.192042,-1.285240,0.900971
1.537057,-0.436459,4.896424,0.000000,2.192523,0.189513,-1.266216,0.916687
1.631842,-0.405680,4.915047,0.000000,2.292183,0.187013,-1.247454,0.931418
