# x_m, y_m, vx_mps, d_m, s_m, kappa_radpm, psi_rad, ax_mps2
-0.540101,-0.180343,4.310914,0.000000,0.000000,0.258803,-1.623999,1.373275
-0.449047,-0.183788,4.339844,0.000000,0.091119,0.253969,-1.601457,1.372075
-0.358024,-0.185243,4.368530,0.000000,0.182154,0.249222,-1.579473,1.372645
-0.267086,-0.184696,4.397011,0.000000,0.273093,0.244539,-1.557974,1.375480
-0.176290,-0.182137,4.425335,0.000000,0.363926,0.239951,-1.536907,1.379238
-0.085678,-0.177554,4.453522,0.000000,0.454653,0.235457,-1.516217,1.383816
0.005126,-0.170927,4.481723,0.000000,0.545699,0.231054,-1.495870,1.388442
0.096188,-0.162321,4.509970,0.000000,0.637166,0.226742,-1.475831,1.393548
0.187478,-0.151825,4.538275,0.000000,0.729058,0.222529,-1.456116,1.399252
0.278963,-0.139529,4.566647,0.000000,0.821365,0.218451,-1.436715,1.403044
0.370624,-0.125523,4.595047,0.000000,0.914090,0.214501,-1.417620,1.405206
0.462245,-0.109904,4.623383,0.000000,1.007033,0.210682,-1.398810,1.405890
0.553502,-0.092725,4.651534,0.000000,1.099893,0.207002,-1.380279,1.405184
0.644379,-0.073980,4.679481,0.000000,1.192683,0.203490,-1.362067,1.402003
0.734863,-0.053663,4.707184,0.000000,1.285420,0.200159,-1.344196,1.395710
0.824940,-0.031769,4.734590,0.000000,1.378119,0.196992,-1.326687,1.387003
0.914691,-0.008279,4.761691,0.000000,1.470894,0.193982,-1.309552,1.375864
1.004170,0.016796,4.788466,0.000000,1.563820,0.191118,-1.292758,1.362652
1.093352,0.043422,4.814879,0.000000,1.656892,0.188417,-1.276263,1.346585
1.182214,0.071568,4.840877,0.000000,1.750104,0.185891,-1.260034,1.327225
1.270714,0.101192,4.866397,0.000000,1.843431,0.183539,-1.244035,1.304535
1.358791,0.132250,4.891369,0.000000,1.936824,0.181372,-1.228206,1.278196
1.446463,0.164728,4.915740,0.000000,2.030318,0.179401,-1.212525,1.247657
1.533719,0.198601,4.939439,0.000000,2.123918,0.177628,-1.197019,1.212893
1.620547,0.233848,4.962397,0.000000,2.217627,0.176018,-1.181698,1.175360
1.706897,0.270427,4.984559,0.000000,2.311405,0.174553,-1.166564,1.135949
1.792737,0.308302,5.005895,0.000000,2.405230,0.173219,-1.151615,1.096937
1.878136,0.347479,5.026442,0.000000,2.499186,0.172008,-1.136844,1.061170
1.963088,0.387936,5.046267,0.000000,2.593280,0.170924,-1.122231,1.023313
2.047586,0.429648,5.065340,0.000000,2.687513,0.169951,-1.107773,0.984007
2.131543,0.472546,5.083623,0.000000,2.781795,0.169087,-1.093455,0.943455
2.214850,0.516563,5.101079,0.000000,2.876015,0.168324,-1.079233,0.902050
2.297579,0.561733,5.117720,0.000000,2.970272,0.167659,-1.065070,0.859819
