# x_m, y_m, vx_mps, d_m, s_m, kappa_radpm, psi_rad, ax_mps2
-0.579029,-0.979396,4.677050,0.000000,0.000000,0.213487,-1.623925,1.046539
-0.470580,-0.983498,4.701271,0.000000,0.108526,0.209945,-1.601313,1.059211
-0.362031,-0.985233,4.725668,0.000000,0.217090,0.206471,-1.579256,1.070894
-0.253432,-0.984579,4.750214,0.000000,0.325690,0.203081,-1.557703,1.081036
-0.144837,-0.981518,4.774874,0.000000,0.434328,0.199755,-1.536599,1.090492
-0.036288,-0.976028,4.799632,0.000000,0.543016,0.196492,-1.515868,1.099349
0.072022,-0.968125,4.824442,0.000000,0.651614,0.193296,-1.495484,1.107589
0.179659,-0.957955,4.849200,0.000000,0.759731,0.190169,-1.475431,1.115584
0.286597,-0.945661,4.873900,0.000000,0.867373,0.187128,-1.455696,1.122583
0.392809,-0.931387,4.898521,0.000000,0.974540,0.184161,-1.436267,1.129106
0.498297,-0.915270,4.923057,0.000000,1.081252,0.181249,-1.417113,1.135838
0.603457,-0.897343,4.947608,0.000000,1.187929,0.178392,-1.398254,1.142302
0.708301,-0.877605,4.972179,0.000000,1.294615,0.175591,-1.379713,1.148368
0.812810,-0.856048,4.996763,0.000000,1.401323,0.172846,-1.361508,1.154011
0.916962,-0.832662,5.021356,0.000000,1.508069,0.170162,-1.343661,1.165466
1.020727,-0.807441,5.046080,0.000000,1.614855,0.167548,-1.326193,1.176196
1.123952,-0.780425,5.070890,0.000000,1.721557,0.165038,-1.309102,1.183872
1.226587,-0.751664,5.095714,0.000000,1.828145,0.162661,-1.292344,1.187290
1.328613,-0.721203,5.120463,0.000000,1.934621,0.160447,-1.275866,1.185239
1.430010,-0.689088,5.145024,0.000000,2.040983,0.158419,-1.259621,1.176746
1.530746,-0.655368,5.169263,0.000000,2.147212,0.156574,-1.243547,1.162370
1.630799,-0.620087,5.193064,0.000000,2.253304,0.154901,-1.227659,1.142688
1.730208,-0.583262,5.216338,0.000000,2.359315,0.153397,-1.211966,1.118046
1.828964,-0.544924,5.238995,0.000000,2.465251,0.152038,-1.196462,1.089620
1.927056,-0.505105,5.260967,0.000000,2.571117,0.150806,-1.181154,1.058512
2.024431,-0.463857,5.282202,0.000000,2.676868,0.149675,-1.166047,1.025991
2.121037,-0.421232,5.302672,0.000000,2.782460,0.148636,-1.151137,0.992485
2.216950,-0.377231,5.322386,0.000000,2.887985,0.147683,-1.136408,0.958121
2.312167,-0.331886,5.341337,0.000000,2.993447,0.146817,-1.121839,0.922874
2.406684,-0.285229,5.359518,0.000000,3.098852,0.146056,-1.107417,0.885633
2.500422,-0.237333,5.376885,0.000000,3.204118,0.145406,-1.093130,0.846149
2.593412,-0.188201,5.393410,0.000000,3.309290,0.144870,-1.078968,0.804259
2.685767,-0.137774,5.409078,0.000000,3.414516,0.144453,-1.064890,0.759609
2.777470,-0.086057,5.423843,0.000000,3.519797,0.144167,-1.050848,0.711696
2.868503,-0.033055,5.437647,0.000000,3.625135,0.143999,-1.036800,0.661369
2.958746,0.021163,5.450437,0.000000,3.730413,0.143926,-1.022706,0.609995
3.048156,0.076567,5.462196,0.000000,3.835597,0.143927,-1.008517,0.558802
3.136820,0.133202,5.472949,0.000000,3.940806,0.143977,-0.994205,0.509017
3.224726,0.191054,5.482728,0.000000,4.046040,0.144063,-0.979743,0.461296
3.311857,0.250110,5.491577,0.000000,4.151299,0.144186,-0.965112,0.415417
3.398154,0.310322,5.499531,0.000000,4.256525,0.144346,-0.950288,0.254248
3.483737,0.371814,5.504401,0.000000,4.361909,0.144538,-0.935250,-0.472476
3.568636,0.434689,5.495325,0.000000,4.467555,0.144755,-0.920018,-0.500082
3.652787,0.498986,5.485679,0.000000,4.573459,0.145008,-0.904612,-0.527943
3.736125,0.564748,5.475453,0.000000,4.679618,0.145303,-0.889060,-0.555650
3.818544,0.631981,5.464648,0.000000,4.785981,0.145647,-0.873381,-0.583717
3.899907,0.700634,5.453265,0.000000,4.892439,0.146046,-0.857567,-0.611258
3.980176,0.770713,5.441308,0.000000,4.998995,0.146492,-0.841626,-0.638721
4.059309,0.842219,5.428774,0.000000,5.105650,0.146992,-0.825567,-0.665822
4.137263,0.915155,5.415665,0.000000,5.212403,0.147563,-0.809399,-0.690566
4.213979,0.989503,5.402026,0.000000,5.319235,0.148218,-0.793125,-0.714228
4.289308,1.065108,5.387896,0.000000,5.425962,0.148961,-0.776755,-0.735608
4.363231,1.141892,5.373325,0.000000,5.532547,0.149788,-0.760323,-0.754614
4.435749,1.219805,5.358356,0.000000,5.638986,0.150685,-0.743865,-0.772874
4.506867,1.298793,5.343003,0.000000,5.745273,0.151628,-0.727411,-0.789630
4.576683,1.378914,5.327275,0.000000,5.851544,0.152607,-0.710987,-0.805961
4.645188,1.460131,5.311176,0.000000,5.957795,0.153611,-0.694582,-0.823442
4.712329,1.542360,5.294691,0.000000,6.063953,0.154622,-0.678217,-0.842519
4.778097,1.625568,5.277787,0.000000,6.170014,0.155619,-0.661908,-0.866552
4.842484,1.709724,5.260361,0.000000,6.275976,0.156626,-0.645666,-0.890339
4.905625,1.794991,5.242372,0.000000,6.382076,0.157664,-0.629498,-0.915160
4.967453,1.881293,5.223806,0.000000,6.488240,0.158757,-0.613369,-0.941254
5.027886,1.968528,5.204649,0.000000,6.594362,0.159935,-0.597258,-0.966239
5.086904,2.056678,5.184918,0.000000,6.700445,0.161211,-0.581135,-0.991749
5.144489,2.145728,5.164594,0.000000,6.806492,0.162595,-0.564960,-1.011560
5.200748,2.235865,5.143740,0.000000,6.912745,0.164098,-0.548711,-1.029474
5.255569,2.326936,5.122422,0.000000,7.019044,0.165731,-0.532368,-1.044977
