# x_m, y_m, vx_mps, d_m, s_m, kappa_radpm, psi_rad, ax_mps2
-0.480040,-0.206118,7.000000,0.000000,0.000000,0.028158,2.520181,0.000000
-0.538224,-0.286926,7.000000,0.000000,0.099575,0.028497,2.520821,0.000000
-0.596354,-0.367806,7.000000,0.000000,0.199178,0.029132,2.521667,0.000000
-0.654442,-0.448747,7.000000,0.000000,0.298805,0.030065,2.522734,0.000000
-0.712477,-0.529726,7.000000,0.000000,0.398433,0.031298,2.524032,0.000000
-0.770456,-0.610742,7.000000,0.000000,0.498058,0.032829,2.525570,0.000000
-0.828328,-0.691743,7.000000,0.000000,0.597609,0.034653,2.527355,0.000000
-0.886015,-0.772719,7.000000,0.000000,0.697032,0.036761,2.529400,0.000000
-0.943463,-0.853705,7.000000,0.000000,0.796324,0.039143,2.531716,0.000000
-1.000633,-0.934748,7.000000,0.000000,0.895503,0.041786,2.534312,0.000000
-1.057482,-1.015882,7.000000,0.000000,0.994571,0.044678,2.537194,0.000000
-1.114003,-1.097179,7.000000,0.000000,1.093585,0.047805,2.540374,-1.298927
-1.170220,-1.178683,6.981603,0.000000,1.192597,0.051155,2.543885,-5.498229
-1.226129,-1.260395,6.903191,0.000000,1.291605,0.054721,2.547765,-5.378139
-1.281725,-1.342311,6.825625,0.000000,1.390606,0.058497,2.552047,-5.252284
-1.337004,-1.424432,6.749021,0.000000,1.489599,0.062477,2.556758,-5.124827
-1.391921,-1.506715,6.673479,0.000000,1.588525,0.066653,2.561919,-4.998905
-1.446405,-1.589144,6.599050,0.000000,1.687333,0.071011,2.567534,-4.871865
-1.500408,-1.671750,6.525782,0.000000,1.786025,0.075542,2.573601,-4.744821
-1.553877,-1.754556,6.453716,0.000000,1.884593,0.080237,2.580122,-4.618817
-1.606756,-1.837587,6.382876,0.000000,1.983033,0.085090,2.587101,-4.491704
-1.659000,-1.920883,6.313305,0.000000,2.081358,0.090102,2.594550,-4.366096
-1.710550,-2.004459,6.245027,0.000000,2.179553,0.095275,2.602496,-4.239861
-1.761360,-2.088351,6.178080,0.000000,2.277632,0.100616,2.610975,-4.112801
-1.811381,-2.172585,6.112515,0.000000,2.375598,0.106133,2.620016,-3.985955
-1.860559,-2.257172,6.048375,0.000000,2.473443,0.111836,2.629652,-3.856315
-1.908849,-2.342146,5.985735,0.000000,2.571179,0.117722,2.639910,-3.728455
-1.956175,-2.427495,5.924634,0.000000,2.668771,0.123788,2.650792,-3.599183
-2.002488,-2.513257,5.865124,0.000000,2.766239,0.130025,2.662304,-3.469748
-2.047728,-2.599445,5.807253,0.000000,2.863579,0.136414,2.674448,-3.342227
-2.091829,-2.686064,5.751040,0.000000,2.960779,0.142945,2.687225,-3.212884
-2.134747,-2.773155,5.696541,0.000000,3.057870,0.149600,2.700639,-3.086510
-2.176402,-2.860693,5.643770,0.000000,3.154814,0.156370,2.714690,-2.959934
-2.216745,-2.948711,5.592760,0.000000,3.251637,0.163235,2.729381,-2.834711
-2.255708,-3.037205,5.543535,0.000000,3.348329,0.170175,2.744716,-2.712746
-2.293223,-3.126165,5.496086,0.000000,3.444876,0.177163,2.760698,-2.590816
-2.329240,-3.215625,5.450436,0.000000,3.541314,0.184178,2.777330,-2.473325
-2.363678,-3.305544,5.406566,0.000000,3.637601,0.191193,2.794613,-2.357871
-2.396482,-3.395941,5.364463,0.000000,3.733767,0.198178,2.812540,-2.245776
-2.427583,-3.486798,5.324108,0.000000,3.829800,0.205111,2.831125,-2.138282
-2.456912,-3.578092,5.285457,0.000000,3.925689,0.211966,2.850399,-2.033405
-2.484410,-3.669835,5.248481,0.000000,4.021464,0.218723,2.870390,-1.933757
