# x_m, y_m, v_mps
-4.140,-0.703,7.000
-4.041,-0.702,7.000
-3.941,-0.700,7.000
-3.842,-0.699,7.000
-3.744,-0.697,7.000
-3.645,-0.696,7.000
-3.547,-0.696,7.000
-3.448,-0.695,7.000
-3.350,-0.695,7.000
-3.252,-0.695,7.000
-3.154,-0.696,7.000
-3.056,-0.697,7.000
-2.958,-0.698,7.000
-2.859,-0.700,7.000
-2.760,-0.701,7.000
-2.661,-0.703,7.000
-2.561,-0.705,7.000
-2.461,-0.707,7.000
-2.361,-0.709,7.000
-2.260,-0.710,7.000
-2.159,-0.712,7.000
-2.058,-0.713,7.000
-1.957,-0.714,7.000
-1.855,-0.715,6.954
-1.752,-0.715,6.878
-1.650,-0.714,6.804
-1.547,-0.713,6.732
-1.444,-0.711,6.662
-1.340,-0.709,6.594
-1.236,-0.706,6.528
-1.132,-0.701,6.464
-1.028,-0.696,6.402
-0.923,-0.690,6.343
-0.818,-0.682,6.285
-0.713,-0.674,6.230
-0.607,-0.664,6.176
-0.501,-0.653,6.125
-0.395,-0.640,6.077
-0.289,-0.626,6.030
-0.183,-0.610,5.987
-0.077,-0.592,5.945
0.029,-0.573,5.907
0.136,-0.552,5.871
0.242,-0.528,5.837
0.348,-0.503,5.806
0.454,-0.476,5.779
0.560,-0.447,5.754
0.665,-0.415,5.732
0.771,-0.381,5.713
0.876,-0.344,5.699
0.980,-0.305,5.688
1.084,-0.263,5.681
1.187,-0.219,5.679
1.290,-0.171,5.677
1.392,-0.121,5.676
1.493,-0.067,5.674
1.592,-0.010,5.673
1.690,0.050,5.672
1.787,0.113,5.670
1.882,0.180,5.669
1.976,0.250,5.667
2.067,0.324,5.666
2.156,0.401,5.664
2.243,0.482,5.663
2.326,0.567,5.661
2.407,0.654,5.660
2.483,0.744,5.658
2.556,0.837,5.657
2.626,0.932,5.655
2.692,1.029,5.654
2.754,1.128,5.652
2.813,1.229,5.651
2.869,1.331,5.649
2.920,1.436,5.648
2.968,1.541,5.646
3.013,1.648,5.645
3.054,1.756,5.643
3.092,1.865,5.642
3.126,1.975,5.641
3.157,2.085,5.639
3.184,2.196,5.638
3.209,2.308,5.636
3.229,2.421,5.635
3.247,2.534,5.633
3.261,2.649,5.632
3.272,2.764,5.630
3.279,2.879,5.629
3.282,2.995,5.628
3.282,3.112,5.626
3.277,3.228,5.625
3.269,3.345,5.623
3.257,3.461,5.622
3.240,3.577,5.620
3.220,3.693,5.619
3.195,3.808,5.617
3.166,3.922,5.616
3.133,4.036,5.614
3.095,4.149,5.613
3.053,4.260,5.611
3.007,4.370,5.610
2.956,4.479,5.608
2.901,4.585,5.607
2.841,4.690,5.605
2.776,4.792,5.604
2.707,4.892,5.602
2.634,4.989,5.601
2.555,5.083,5.599
2.473,5.174,5.598
2.385,5.262,5.596
2.293,5.345,5.594
2.197,5.424,5.593
2.096,5.499,5.591
1.990,5.569,5.590
1.880,5.633,5.588
1.765,5.692,5.586
1.645,5.744,5.585
1.520,5.789,5.583
1.393,5.826,5.582
1.265,5.854,5.580
1.137,5.874,5.578
1.012,5.887,5.577
0.888,5.893,5.575
0.765,5.894,5.574
0.645,5.889,5.572
0.526,5.879,5.571
0.409,5.866,5.569
0.293,5.848,5.568
0.179,5.826,5.567
0.066,5.801,5.565
-0.045,5.773,5.564
-0.154,5.742,5.562
-0.261,5.708,5.563
-0.367,5.672,5.575
-0.471,5.634,5.597
-0.573,5.594,5.629
-0.674,5.553,5.670
-0.773,5.510,5.720
-0.871,5.466,5.777
-0.967,5.420,5.843
-1.062,5.374,5.918
-1.156,5.328,6.002
-1.249,5.281,6.088
-1.340,5.233,6.172
-1.431,5.186,6.255
-1.520,5.138,6.336
-1.609,5.091,6.415
-1.697,5.044,6.492
-1.784,4.997,6.568
-1.871,4.951,6.592
-1.957,4.906,6.511
-2.042,4.862,6.445
-2.127,4.820,6.395
-2.212,4.778,6.361
-2.296,4.738,6.343
-2.380,4.699,6.342
-2.464,4.662,6.340
-2.547,4.627,6.339
-2.630,4.594,6.338
-2.713,4.563,6.337
-2.796,4.534,6.335
-2.879,4.507,6.334
-2.961,4.484,6.333
-3.043,4.462,6.332
-3.125,4.444,6.331
-3.206,4.429,6.330
-3.286,4.416,6.328
