# s_m, x_opt_m, y_opt_m, d_opt_m, x_left_m, y_left_m, d_left_m, x_right_m, y_right_m, d_right_m, v_opt_mps, v_left_mps, v_right_mps, kappa_opt_radpm, kappa_left_radpm, kappa_right_radpm, psi_opt_rad, psi_left_rad, psi_right_rad, ax_opt_mps2, ax_left_mps2, ax_right_mps2
23.252084,2.754032,5.568779,0.000000,3.278676,5.778560,0.547812,2.368261,5.364864,-0.431980,5.380944,5.568470,5.084776,0.180557,0.164981,0.197230,2.198686,2.008789,2.009189,-1.716694,-1.606268,-2.049525
23.351878,2.694680,5.649002,0.000000,3.232814,5.877176,0.567045,2.329863,5.447433,-0.412644,5.349011,5.537009,5.047939,0.184428,0.170428,0.204590,2.216897,2.026669,2.026861,-1.684351,-1.503466,-1.953374
23.451673,2.633863,5.728118,0.000000,3.185014,5.975285,0.586270,2.290138,5.528970,-0.393386,5.317494,5.507296,5.012719,0.188438,0.175785,0.211850,2.235499,2.045343,2.045296,-1.649479,-1.403195,-1.851872
23.551467,2.571568,5.806078,0.000000,3.135205,6.072814,0.605441,2.249053,5.609419,-0.374248,5.286448,5.479323,4.979235,0.192569,0.181035,0.218977,2.254509,2.064830,2.064534,-1.616897,-1.306904,-1.750487
23.651261,2.507784,5.882828,0.000000,3.083333,6.169661,0.624509,2.206587,5.688707,-0.355279,5.255836,5.453056,4.947513,0.196679,0.186160,0.225938,2.273934,2.085183,2.084603,-1.597895,-1.213616,-1.652857
23.751056,2.442512,5.958306,0.000000,3.029309,6.265786,0.643442,2.162700,5.766798,-0.336521,5.225408,5.428459,4.917496,0.200442,0.191125,0.232715,2.293748,2.106445,2.105547,-1.578859,-1.124364,-1.560820
23.850850,2.375737,6.032470,0.000000,2.973074,6.361083,0.662187,2.117379,5.843603,-0.318030,5.195168,5.405492,4.889109,0.204265,0.195919,0.239283,2.313942,2.128628,2.127400,-1.553824,-1.039863,-1.473295
23.950645,2.307474,6.105247,0.000000,2.914567,6.455454,0.680690,2.070602,5.919055,-0.299858,5.165234,5.384090,4.862283,0.208328,0.200515,0.245655,2.334523,2.151770,2.150227,-1.527315,-0.960374,-1.390234
24.050439,2.237709,6.176594,0.000000,2.853710,6.548821,0.698899,2.022347,5.993091,-0.282055,5.135641,5.364173,4.836949,0.212488,0.204888,0.251822,2.355520,2.175861,2.174006,-1.486339,-0.885640,-1.308447
24.150233,2.166435,6.246457,0.000000,2.790434,6.641088,0.716761,1.972587,6.065651,-0.264672,5.106677,5.345670,4.813090,0.217144,0.209044,0.257781,2.376938,2.200826,2.198699,-1.361898,-0.817152,-1.233143
24.250028,2.093690,6.314731,0.000000,2.724660,6.732155,0.734193,1.921401,6.136526,-0.247789,5.079993,5.328470,4.790639,0.224432,0.212972,0.263533,2.398965,2.226604,2.224271,-1.231398,-0.751129,-1.159952
24.349822,2.019400,6.381389,0.000000,2.656190,6.822034,0.751142,1.868753,6.205638,-0.231465,5.055745,5.312519,4.769556,0.231797,0.216683,0.269072,2.421734,2.253115,2.250665,-1.080432,-0.690789,-1.090443
24.449616,1.943611,6.446291,0.000000,2.510853,6.997489,0.786714,1.759210,6.337918,-0.201420,5.034374,5.284033,4.731297,0.239658,0.223472,0.279511,2.445247,2.308091,2.305663,-0.910985,-0.579338,-0.963094
24.549411,1.866285,6.509367,0.000000,2.433658,7.082840,0.802008,1.702306,6.400839,-0.187018,5.016283,5.271400,4.713996,0.247881,0.226566,0.284409,2.469572,2.336427,2.334145,-0.732482,-0.530176,-0.906046
24.649205,1.787402,6.570527,0.000000,2.353490,7.166153,0.816470,1.643978,6.461460,-0.173473,5.001690,5.259759,4.697799,0.256081,0.229462,0.289094,2.494730,2.365255,2.363197,-0.549987,-0.482775,-0.850436
24.748999,1.707012,6.629629,0.000000,2.270218,7.247312,0.830053,1.584111,6.519811,-0.160821,4.990704,5.249075,4.682641,0.263850,0.232168,0.293563,2.520666,2.394509,2.392756,-0.345661,-0.437482,-0.803152
24.848794,1.625072,6.686609,0.000000,2.183984,7.325948,0.842657,1.522699,6.575813,-0.149118,4.983788,5.239339,4.668364,0.271914,0.234691,0.297826,2.547401,2.424141,2.422751,-0.264152,-0.397426,-0.754164
24.948588,1.541632,6.741339,0.000000,2.095226,7.401591,0.854250,1.459377,6.629778,-0.138281,4.978496,5.230486,4.654904,0.275473,0.237030,0.301874,2.574784,2.454097,2.453113,-0.234895,-0.359331,-0.707645
25.048382,1.456718,6.793756,0.000000,2.004054,7.474194,0.864932,1.394166,6.681706,-0.128269,4.973785,5.222473,4.642214,0.277121,0.239196,0.305717,2.602355,2.484323,2.483776,-0.220940,-0.325087,-0.665633
25.148177,1.370378,6.843810,0.000000,1.910772,7.543576,0.874719,1.327148,6.731552,-0.119050,4.969350,5.215231,4.630223,0.278196,0.241188,0.309355,2.630095,2.514778,2.514672,-0.215653,-0.293762,-0.625094
25.247971,1.282701,6.891440,0.000000,1.815474,7.609764,0.883706,1.258290,6.779375,-0.110558,4.965017,5.208692,4.618891,0.276413,0.243001,0.312790,2.657763,2.545384,2.545702,-0.281903,-0.265820,-0.588143
25.347765,1.193724,6.936644,0.000000,1.619481,7.732481,0.902016,1.115576,6.868722,-0.095408,4.959348,5.197410,4.598011,0.274859,0.246098,0.319063,2.685271,2.606817,2.607812,-0.345451,-0.221807,-0.524359
25.447560,1.103550,6.979387,0.000000,1.519000,7.789044,0.909097,1.041892,6.910199,-0.088565,4.952392,5.192486,4.588358,0.273104,0.247370,0.321896,2.712617,2.637468,2.638692,-0.419586,-0.206448,-0.498159
25.547354,1.012243,7.019657,0.000000,1.417048,7.842402,0.915530,0.966806,6.949496,-0.082343,4.943930,5.187909,4.579148,0.271443,0.248460,0.324518,2.739786,2.667989,2.669334,-0.496623,-0.196161,-0.475717
25.647149,0.919874,7.057441,0.000000,1.313700,7.892586,0.921343,0.890384,6.986604,-0.076716,4.933895,5.183563,4.570313,0.270123,0.249359,0.326926,2.766806,2.698293,2.699657,-0.569514,-0.191066,-0.457610
25.746943,0.826523,7.092720,0.000000,1.209072,7.939597,0.926561,0.812727,7.021496,-0.071660,4.922362,5.179334,4.561781,0.269238,0.250081,0.329117,2.793718,2.728287,2.729634,-0.634856,-0.191005,-0.444285
25.846737,0.732263,7.125476,0.000000,1.103269,7.983447,0.931208,0.733923,7.054155,-0.067153,4.909475,5.175108,4.553466,0.268585,0.250644,0.331080,2.820551,2.757986,2.759209,-0.698061,-0.190591,-0.436115
25.946532,0.637150,7.155696,0.000000,0.996380,8.024148,0.935311,0.654055,7.084566,-0.063170,4.895265,5.170894,4.545273,0.268132,0.251069,0.332810,2.847333,2.787372,2.788477,-0.760081,-0.194484,-0.433220
26.046326,0.541268,7.183360,0.000000,0.779730,8.096142,0.943349,0.491462,7.138592,-0.056341,4.879745,5.162135,4.528916,0.267901,0.251627,0.335612,2.874078,2.845317,2.846169,-0.820459,-0.212981,-0.434635
26.146120,0.444688,7.208448,0.000000,0.670144,8.127458,0.946261,0.408901,7.162184,-0.053463,4.862937,5.157431,4.520668,0.267997,0.251803,0.336708,2.900810,2.873923,2.874663,-0.876585,-0.226832,-0.441274
26.245915,0.347455,7.230948,0.000000,0.559821,8.155668,0.948727,0.325615,7.183481,-0.051022,4.844915,5.152420,4.512269,0.268638,0.251942,0.337619,2.927588,2.902323,2.902953,-0.921403,-0.243166,-0.452841
26.345709,0.249673,7.250829,0.000000,0.448850,8.180777,0.950769,0.241689,7.202471,-0.048999,4.825899,5.147048,4.503625,0.269462,0.252048,0.338370,2.954434,2.930536,2.931070,-0.965136,-0.261964,-0.468833
26.445503,0.151375,7.268077,0.000000,0.337274,8.202799,0.952408,0.157195,7.219147,-0.047375,4.805899,5.141256,4.494650,0.270645,0.252152,0.338971,2.981382,2.958588,2.959034,-1.002766,-0.282584,-0.489766
26.545298,0.052653,7.282662,0.000000,0.225187,8.221728,0.953658,0.072243,7.233493,-0.046134,4.785032,5.135005,4.485252,0.272147,0.252252,0.339457,3.008464,2.986508,2.986864,-1.035014,-0.305074,-0.514908
26.645092,-0.046417,7.294560,0.000000,0.112649,8.237566,0.954536,-0.013107,7.245505,-0.045260,4.763397,5.128248,4.475347,0.273807,0.252341,0.339852,3.035704,3.014311,3.014590,-1.065642,-0.329939,-0.543928
26.744886,-0.145802,7.303749,0.000000,-0.113414,8.259954,0.955801,-0.184716,7.262499,-0.044174,4.741019,5.113010,4.453704,0.275381,0.252543,0.340532,3.063110,3.069671,3.069802,-1.101960,-0.385986,-0.611635
26.844681,-0.245369,7.310202,0.000000,-0.226810,8.266505,0.956008,-0.270848,7.267475,-0.043968,4.717767,5.104428,4.441840,0.277180,0.252687,0.340931,3.090675,3.097267,3.097332,-1.135726,-0.416675,-0.648318
26.944475,-0.345105,7.313899,0.000000,-0.340312,8.269957,0.955913,-0.357079,7.270098,-0.044067,4.693681,5.095150,4.429230,0.279096,0.252886,0.341435,3.118435,3.124845,3.124842,-1.170037,-0.448431,-0.685434
27.044269,-0.444893,7.314817,0.000000,-0.453873,8.270312,0.955528,-0.443355,7.270367,-0.044456,4.668738,5.085146,4.415858,0.281215,0.253164,0.342073,3.146391,3.152420,3.152355,-1.202791,-0.480669,-0.722407
27.144064,-0.544652,7.312934,0.000000,-0.567413,8.267568,0.954865,-0.529602,7.268283,-0.045123,4.642958,5.074399,4.401722,0.283547,0.253559,0.342899,3.174567,3.180014,3.179886,-1.233787,-0.512762,-0.758831
27.243858,-0.644353,7.308228,0.000000,-0.680830,8.261724,0.953937,-0.615725,7.263845,-0.046056,4.616363,5.062910,4.386830,0.286049,0.254086,0.343943,3.202992,3.207651,3.207462,-1.264350,-0.543450,-0.792796
27.343653,-0.743839,7.300681,0.000000,-0.794106,8.252774,0.952754,-0.701696,7.257053,-0.047242,4.588949,5.050699,4.371217,0.288806,0.254780,0.345238,3.231668,3.235345,3.235094,-1.292434,-0.572624,-0.824985
27.443447,-0.843102,7.290267,0.000000,-1.019780,8.225559,0.949655,-0.872770,7.236424,-0.049939,4.560756,5.024269,4.338003,0.291755,0.256764,0.348772,3.260639,3.290990,3.290602,-1.319791,-0.621404,-0.877445
27.543241,-0.942003,7.276969,0.000000,-1.132054,8.207283,0.948185,-0.957746,7.222591,-0.051454,4.531786,5.010180,4.320553,0.294965,0.258075,0.351117,3.289913,3.318972,3.318508,-1.344913,-0.641028,-0.896233
27.643036,-1.040454,7.260768,0.000000,-1.243816,8.185895,0.946514,-1.042223,7.206425,-0.053172,4.502072,4.995600,4.302675,0.298441,0.259605,0.353888,3.319515,3.347097,3.346548,-1.367845,-0.653955,-0.907703
27.742830,-1.138416,7.241636,0.000000,-1.355051,8.161377,0.944651,-1.126172,7.187922,-0.055084,4.471649,4.980667,4.284501,0.302198,0.261364,0.357162,3.349490,3.375381,3.374738,-1.388368,-0.651840,-0.905977
27.842624,-1.235712,7.219568,0.000000,-1.465615,8.133738,0.942604,-1.209466,7.167100,-0.057180,4.440557,4.965730,4.266308,0.306225,0.263364,0.360910,3.379839,3.403855,3.403110,-1.406808,-0.640888,-0.892229
27.942419,-1.332327,7.194527,0.000000,-1.575453,8.102963,0.940381,-1.292051,7.143962,-0.059451,4.408828,4.950986,4.248333,0.310492,0.265594,0.365099,3.410614,3.432542,3.431681,-1.424110,-0.623105,-0.869852
28.042213,-1.428102,7.166510,0.000000,-1.684476,8.069050,0.937988,-1.373854,7.118516,-0.061890,4.376474,4.936595,4.230756,0.315063,0.268044,0.369697,3.441825,3.461467,3.460481,-1.439081,-0.598966,-0.840116
28.142007,-1.522936,7.135500,0.000000,-1.899691,7.991798,0.932328,-1.534768,7.060760,-0.066806,4.343536,4.909478,4.197463,0.319942,0.273508,0.380009,3.473502,3.520156,3.518870,-1.451879,-0.533519,-0.753865
28.241802,-1.616761,7.101468,0.000000,-2.005704,7.948450,0.929963,-1.613714,7.028480,-0.069288,4.310049,4.897015,4.182116,0.325202,0.276431,0.385686,3.505695,3.549974,3.548517,-1.460944,-0.493565,-0.697654
28.341596,-1.709398,7.064423,0.000000,-2.110538,7.901943,0.927475,-1.691541,6.993955,-0.071894,4.276089,4.885443,4.167889,0.330758,0.279441,0.391672,3.538417,3.580150,3.578496,-1.458680,-0.448778,-0.633481
28.441390,-1.800790,7.024328,0.000000,-2.214118,7.852256,0.924867,-1.768143,6.957210,-0.074617,4.241910,4.874878,4.154956,0.337372,0.282516,0.397888,3.571748,3.610711,3.608844,-1.441203,-0.399905,-0.562301
28.541185,-1.890768,6.981184,0.000000,-2.316322,7.799385,0.922142,-1.843412,6.918274,-0.077454,4.207868,4.865429,4.143471,0.344523,0.285623,0.404257,3.605769,3.641702,3.639589,-1.421044,-0.347373,-0.483841
28.640979,-1.979203,6.934976,0.000000,-2.417073,7.743300,0.919300,-1.917275,6.877159,-0.080401,4.174030,4.857190,4.133588,0.351971,0.288717,0.410716,3.640516,3.673153,3.670765,-1.396095,-0.291162,-0.401166
28.740773,-2.065973,6.885684,0.000000,-2.516239,7.683998,0.916339,-1.989612,6.833901,-0.083457,4.140517,4.850258,4.125400,0.359818,0.291790,0.417094,3.676031,3.705101,3.702414,-1.366746,-0.230990,-0.314566
28.840568,-2.150907,6.833315,0.000000,-2.709347,7.555670,0.909563,-2.129331,6.741065,-0.089285,4.107444,4.840735,4.114420,0.368036,0.297806,0.429351,3.712343,3.770655,3.767246,-1.323558,-0.097606,-0.131506
28.940362,-2.233865,6.777860,0.000000,-2.803027,7.486622,0.906863,-2.196508,6.691553,-0.092180,4.075160,4.838388,4.111752,0.377093,0.300763,0.435122,3.749514,3.804351,3.800515,-1.271182,-0.052347,-0.037552
29.040156,-2.314677,6.719321,0.000000,-2.894604,7.414307,0.904061,-2.261758,6.640030,-0.095171,4.043911,4.837125,4.110992,0.386707,0.303673,0.440585,3.787622,3.838720,3.834412,-1.205997,-0.052325,-0.037525
29.139951,-2.393168,6.657710,0.000000,-2.983937,7.338714,0.901148,-2.324972,6.586540,-0.098263,4.014039,4.835859,4.110236,0.397026,0.306506,0.445645,3.826712,3.873806,3.868978,-1.119467,-0.052315,-0.037494
29.239745,-2.469154,6.593041,0.000000,-3.070864,7.259842,0.898118,-2.386037,6.531137,-0.101460,3.986111,4.834589,4.109484,0.408440,0.309232,0.450249,3.866895,3.909662,3.904229,-1.020658,-0.052303,-0.037472
29.339540,-2.542457,6.525315,0.000000,-3.155232,7.177678,0.894956,-2.444826,6.473886,-0.104770,3.960476,4.833315,4.108736,0.420345,0.311816,0.454320,3.908251,3.946335,3.940219,-0.892160,-0.052271,-0.037437
29.439334,-2.612823,6.454604,0.000000,-3.315576,7.003471,0.887372,-2.555103,6.354102,-0.111127,3.937931,4.830753,4.107252,0.433585,0.316487,0.460775,3.950837,4.022446,4.014869,-0.741466,-0.052244,-0.037388
29.539128,-2.680088,6.380890,0.000000,-3.391169,6.911440,0.884597,-2.606350,6.291714,-0.114193,3.919096,4.829465,4.106517,0.447538,0.318484,0.463109,3.994801,4.061961,4.053666,-0.570568,-0.052234,-0.037354
29.638923,-2.743992,6.304249,0.000000,-3.463425,6.816152,0.881689,-2.654837,6.227778,-0.117379,3.904540,4.828172,4.105787,0.461876,0.320225,0.464901,4.040175,4.102427,4.093686,-0.363673,-0.052230,-0.037328
29.738717,-2.804285,6.224760,0.000000,-3.532129,6.717625,0.878619,-2.700429,6.162400,-0.120706,3.895234,4.826872,4.105062,0.477235,0.321645,0.466132,4.087016,4.143831,4.134880,-0.113486,-0.052185,-0.037297
29.838511,-2.860756,6.142443,0.000000,-3.597055,6.615868,0.875355,-2.743003,6.095681,-0.124200,3.892326,4.825567,4.104343,0.493630,0.322744,0.466804,4.135472,4.185957,4.177125,-0.033782,-0.052180,-0.021443
29.938306,-2.913066,6.057524,0.000000,-3.657915,6.510989,0.871856,-2.782430,6.027743,-0.127885,3.891459,4.824256,4.103933,0.505275,0.323522,0.466899,4.185297,4.228683,4.220303,-0.033767,-0.052168,-0.037244
30.038100,-2.961057,5.970025,0.000000,-3.766419,6.292072,0.863400,-2.851395,5.888672,-0.134751,3.890593,4.822141,4.102525,0.517702,0.324086,0.465344,4.236339,4.315634,4.309121,-0.033752,-0.052213,-0.037108
30.137894,-3.004454,5.880193,0.000000,-3.813523,6.178106,0.859998,-2.880623,5.817971,-0.138464,3.889728,4.820806,4.101833,0.524670,0.323857,0.463689,4.288504,4.359717,4.354566,-0.033737,-0.052064,-0.037225
30.237689,-3.043085,5.788235,0.000000,-3.855438,6.061200,0.856025,-2.906156,5.746774,-0.142640,3.888862,4.819464,4.101146,0.525144,0.323279,0.461455,4.340858,4.404040,4.400515,-0.033722,-0.051932,-0.037331
30.337483,-3.076889,5.694255,0.000000,-3.891720,5.941802,0.851357,-2.927976,5.674977,-0.147446,3.887996,4.818119,4.100463,0.526523,0.322351,0.458631,4.393374,4.448506,4.446801,-0.033707,-0.051864,-0.037361
30.437277,-3.105680,5.598805,0.000000,-3.922064,5.820398,0.845921,-2.946087,5.602522,-0.152953,3.887131,4.816772,4.099783,0.514616,0.321057,0.455221,4.445286,4.493010,4.493241,-0.033692,-0.051453,-0.037496
30.537072,-3.129562,5.501886,0.000000,-3.964117,5.573916,0.830572,-2.971191,5.455186,-0.164703,3.886266,4.814101,4.098415,0.504360,0.317376,0.446640,4.496129,4.581662,4.585833,-0.033692,-0.051394,-0.037471
30.636866,-3.148536,5.403886,0.000000,-3.975859,5.450527,0.823615,-2.978374,5.379649,-0.171826,3.885401,4.812778,4.097722,0.490478,0.314964,0.441472,4.545926,4.625595,4.631612,0.128160,-0.051409,0.003602
30.736660,-3.162688,5.305115,0.000000,-3.981711,5.327385,0.815914,-2.982004,5.303192,-0.179645,3.888691,4.811461,4.097789,0.471579,0.312166,0.435717,4.593914,4.669113,4.676782,0.415702,-0.051385,0.107055
30.836455,-3.172179,5.205755,0.000000,-3.981872,5.204666,0.807501,-2.982102,5.226087,-0.188113,3.899345,4.810150,4.099803,0.454481,0.308961,0.429375,4.640117,4.712125,-1.562020,0.644191,-0.051318,0.212709
30.936249,-3.177156,5.106080,0.000000,-3.976526,5.082611,0.798408,-2.978700,5.148503,-0.197200,3.915796,4.808847,4.103830,0.436355,0.305340,0.422440,4.684572,-1.528679,-1.518589,0.868743,-0.012586,0.320750
31.036044,-3.177789,5.006296,0.000000,-3.965910,4.961657,0.788697,-2.971839,5.070390,-0.206879,3.937874,4.808529,4.109954,0.419011,0.301288,0.414918,-1.555942,-1.487044,-1.476298,1.063278,0.094277,0.431184
31.135838,-3.174248,4.906562,0.000000,-3.929942,4.723846,0.764714,-2.948015,4.913103,-0.226246,3.964728,4.815945,4.128802,0.402121,0.291827,0.398123,-1.514957,-1.406753,-1.395868,1.238378,0.313273,0.660010
31.235632,-3.166708,4.807044,0.000000,-3.905158,4.607382,0.754076,-2.931203,4.834125,-0.237012,3.995777,4.823684,4.141690,0.385178,0.286423,0.388832,-1.475672,-1.368369,-1.357972,1.406399,0.426282,0.779372
31.335427,-3.155354,4.707936,0.000000,-3.876206,4.492673,0.743001,-2.911247,4.755072,-0.248198,4.030749,4.834128,4.157004,0.369003,0.280568,0.378924,-1.438060,-1.331427,-1.321672,1.555772,0.542423,0.902969
31.435221,-3.140348,4.609237,0.000000,-3.843354,4.379806,0.731554,-2.888243,4.676053,-0.259746,4.069085,4.847300,4.174843,0.352444,0.274314,0.368414,-1.402045,-1.295933,-1.287026,1.709645,0.660935,1.031062
31.535015,-3.121890,4.511182,0.000000,-3.806875,4.268887,0.719779,-2.862305,4.597198,-0.271599,4.110800,4.863194,4.195294,0.336175,0.267677,0.357247,-1.367693,-1.261859,-1.253827,1.857576,0.782138,1.165368
31.634810,-3.100151,4.413793,0.000000,-3.766981,4.159859,0.707707,-2.833507,4.518504,-0.283731,4.155650,4.881831,4.218507,0.320458,0.260670,0.345458,-1.334936,-1.229198,-1.222035,1.996513,0.906428,1.305807
31.734604,-3.075304,4.317126,0.000000,-3.723960,4.052873,0.695399,-2.801978,4.440106,-0.296091,4.203321,4.903194,4.244583,0.305039,0.253307,0.333100,-1.303721,-1.197956,-1.191663,2.132895,1.034354,1.452326
31.834398,-3.047544,4.221322,0.000000,-3.678026,3.947883,0.682882,-2.767812,4.362019,-0.308647,4.253659,4.927310,4.273647,0.289856,0.245597,0.320218,-1.274053,-1.168160,-1.162726,2.269229,1.166513,1.604962
31.934193,-3.016997,4.126277,0.000000,-3.629407,3.844893,0.670194,-2.731111,4.284284,-0.321369,4.306568,4.954199,4.305810,0.274826,0.237571,0.306868,-1.245866,-1.139797,-1.135223,2.408315,1.303020,1.763728
32.033987,-2.983874,4.032157,0.000000,-3.578347,3.743941,0.657367,-2.692001,4.206965,-0.334221,4.362018,4.983865,4.341157,0.259908,0.229222,0.293071,-1.219189,-1.112851,-1.109110,2.552092,1.445073,1.929525
32.133781,-2.948318,3.938922,0.000000,-3.525015,3.644919,0.644417,-2.650548,4.130005,-0.347189,4.420019,5.016370,4.379838,0.245185,0.220550,0.278883,-1.193990,-1.087314,-1.084363,2.699823,1.586238,2.102496
32.233576,-2.910485,3.846566,0.000000,-3.469669,3.547889,0.631385,-2.606889,4.053468,-0.360241,4.480560,5.051569,4.421933,0.230473,0.211575,0.264356,-1.170252,-1.063162,-1.060966,2.856572,1.726947,2.283117
32.333370,-2.870557,3.755149,0.000000,-3.412486,3.452760,0.618284,-2.561120,3.977332,-0.373354,4.543739,5.089372,4.467565,0.215781,0.202259,0.249571,-1.147994,-1.040372,-1.038898,3.023297,1.877515,2.471218
32.433164,-2.828646,3.664568,0.000000,-3.353631,3.359448,0.605134,-2.513361,3.901617,-0.386517,4.609661,5.129910,4.516810,0.202961,0.192627,0.234616,-1.127098,-1.018936,-1.018139,3.157481,2.038409,2.666656
32.532959,-2.784919,3.574874,0.000000,-3.293288,3.267915,0.591960,-2.463725,3.826328,-0.399710,4.677518,5.173290,4.569740,0.190096,0.182706,0.219551,-1.107487,-0.998825,-0.998683,3.304909,2.210161,2.869910
32.632753,-2.739499,3.486029,0.000000,-3.231586,3.178046,0.578774,-2.412317,3.751455,-0.412916,4.747504,5.219655,4.626428,0.177789,0.172517,0.204488,-1.089147,-0.980035,-0.980516,3.451260,2.393541,3.080167
32.732548,-2.692507,3.397997,0.000000,-3.168663,3.089766,0.565589,-2.359249,3.677004,-0.426123,4.819505,5.269133,4.686903,0.166063,0.162092,0.189475,-1.071990,-0.962550,-0.963618,3.596014,2.589241,3.298241
32.832342,-2.644057,3.310746,0.000000,-3.104666,3.003020,0.552421,-2.304614,3.602951,-0.439319,4.893399,5.321841,4.751222,0.154348,0.151443,0.174551,-1.056002,-0.946348,-0.947985,3.754600,2.798691,3.525018
32.932136,-2.594282,3.224273,0.000000,-3.039724,2.917734,0.539280,-2.248494,3.529252,-0.452490,4.969379,5.377919,4.819458,0.142363,0.140617,0.159755,-1.041199,-0.931423,-0.933597,3.935841,3.022311,3.761412
33.031931,-2.543272,3.138495,0.000000,-2.973960,2.833824,0.526173,-2.190969,3.455857,-0.465630,5.047799,5.437503,4.891697,0.130380,0.129654,0.145122,-1.027590,-0.917751,-0.920447,4.120336,3.260931,4.008430
33.131725,-2.491156,3.053400,0.000000,-2.907532,2.751257,0.513113,-2.132153,3.382753,-0.478724,5.128611,5.500688,4.967987,0.118542,0.118578,0.130697,-1.015173,-0.905322,-0.908521,4.311223,3.516183,4.266813
33.231519,-2.438039,2.968930,0.000000,-2.840519,2.669905,0.500101,-2.072095,3.309846,-0.491775,5.211825,5.567654,5.048462,0.106813,0.107449,0.116518,-1.003930,-0.894120,-0.897800,4.520083,3.788286,4.525538
33.331314,-2.384004,2.884997,0.000000,-2.773068,2.589724,0.487149,-2.010909,3.237113,-0.504771,5.297667,5.638496,5.132956,0.095102,0.096270,0.102621,-0.993852,-0.884121,-0.888277,4.751561,4.080084,4.791375
33.431108,-2.329210,2.801637,0.000000,-2.705275,2.510615,0.474262,-1.948673,3.164491,-0.517706,5.386431,5.713387,5.221470,0.083688,0.085033,0.089007,-0.984935,-0.875317,-0.879935,4.998170,4.394954,5.075240
33.530902,-2.273693,2.718693,0.000000,-2.637222,2.432469,0.461442,-1.885452,3.091894,-0.530579,5.478249,5.792550,5.314217,0.072298,0.073739,0.075674,-0.977151,-0.867693,-0.872765,5.271494,4.736453,5.379800
33.630697,-2.217590,2.636169,0.000000,-2.569072,2.355271,0.448707,-1.821386,3.019325,-0.543375,5.573450,5.876148,5.411326,0.061056,0.062386,0.062623,-0.970500,-0.861241,-0.866758,5.569761,5.108860,5.708137
33.730491,-2.160990,2.553994,0.000000,-2.500848,2.278857,0.436050,-1.756497,2.946645,-0.556098,5.672302,5.964545,5.513145,0.049940,0.050982,0.049793,-0.964963,-0.855957,-0.861904,5.896768,5.516530,6.065734
33.830285,-2.103950,2.472058,0.000000,-2.432693,2.203195,0.423486,-1.690910,2.873834,-0.568736,5.775114,6.057997,5.619928,0.038867,0.039520,0.037165,-0.960530,-0.851834,-0.858199,6.259640,5.965427,6.457715
33.930080,-2.046639,2.390412,0.000000,-2.364680,2.128184,0.411019,-1.624700,2.800812,-0.581284,5.882286,6.156897,5.732073,0.028057,0.027995,0.024738,-0.957193,-0.848865,-0.855636,6.653298,6.462500,6.889269
34.029874,-1.989066,2.308878,0.000000,-2.296870,2.053712,0.398653,-1.557923,2.727476,-0.593740,5.994098,6.261722,5.850066,0.017282,0.016399,0.012516,-0.954931,-0.847044,-0.854210,7.092773,7.016101,7.366443
34.129668,-1.931363,2.227460,0.000000,-2.229414,1.979773,0.386406,-1.490735,2.653831,-0.606085,6.111043,6.372880,5.974276,0.006781,0.004725,0.000539,-0.953735,-0.846362,-0.853916,7.572694,-4.605107,7.894848
34.229463,-1.873611,2.146087,0.000000,-2.162316,1.906203,0.374274,-1.423146,2.579722,-0.618325,6.233480,6.300517,6.105382,-0.003493,-0.007038,-0.011174,-0.953572,-0.846813,-0.854751,7.611746,-7.048489,7.351542
34.329257,-1.815859,2.064656,0.000000,-2.095704,1.832976,0.362277,-1.355290,2.505127,-0.630442,6.354171,6.188783,6.225622,-0.013727,-0.018904,-0.022612,-0.954432,-0.848391,-0.856709,-6.803109,-6.501550,6.699355
34.429052,-1.758258,1.983201,0.000000,-2.029645,1.760005,0.350424,-1.287240,2.429956,-0.642427,6.246412,6.084500,6.333796,-0.023666,-0.030885,-0.033758,-0.956298,-0.851091,-0.859786,-6.351988,-5.992320,5.998440
34.528846,-1.700823,1.901575,0.000000,-1.964194,1.687191,0.338725,-1.219059,2.354104,-0.654272,6.144093,5.987300,6.429661,-0.033589,-0.042996,-0.044602,-0.959155,-0.854907,-0.863979,-5.941788,-5.528926,2.188171
34.628640,-1.643668,1.819763,0.000000,-1.899480,1.614522,0.327203,-1.150901,2.277567,-0.665950,6.046815,5.896757,6.464445,-0.043549,-0.055283,-0.055132,-0.963003,-0.859835,-0.869285,-5.566879,-5.087902,-4.298493
34.728435,-1.586874,1.737711,0.000000,-1.835517,1.541864,0.315859,-1.082800,2.200208,-0.677459,5.954232,5.812634,6.395547,-0.053551,-0.067718,-0.065334,-0.967848,-0.865870,-0.875704,-5.224502,-4.676426,-3.852069
34.828229,-1.530506,1.655338,0.000000,-1.772412,1.469190,0.304710,-1.014881,2.121990,-0.688780,5.866015,5.734677,6.332846,-0.063556,-0.080264,-0.075196,-0.973692,-0.873010,-0.883233,-4.915408,-4.288693,-3.443278
34.928023,-1.474675,1.572629,0.000000,-1.710234,1.396433,0.293768,-0.947234,2.042832,-0.699901,5.781788,5.662651,6.275976,-0.073455,-0.092879,-0.084708,-0.980528,-0.881252,-0.891873,-4.630392,-3.917373,-3.063843
