# x_m, y_m, v_mps
-0.480,-0.206,7.000
-0.538,-0.287,7.000
-0.596,-0.368,7.000
-0.654,-0.449,7.000
-0.712,-0.530,7.000
-0.770,-0.611,7.000
-0.828,-0.692,7.000
-0.886,-0.773,7.000
-0.943,-0.854,7.000
-1.001,-0.935,7.000
-1.057,-1.016,7.000
-1.114,-1.097,7.000
-1.170,-1.179,6.982
-1.226,-1.260,6.903
-1.282,-1.342,6.826
-1.337,-1.424,6.749
-1.392,-1.507,6.673
-1.446,-1.589,6.599
-1.500,-1.672,6.526
-1.554,-1.755,6.454
-1.607,-1.838,6.383
-1.659,-1.921,6.313
-1.711,-2.004,6.245
-1.761,-2.088,6.178
-1.811,-2.173,6.113
-1.861,-2.257,6.048
-1.909,-2.342,5.986
-1.956,-2.427,5.925
-2.002,-2.513,5.865
-2.048,-2.599,5.807
-2.092,-2.686,5.751
-2.135,-2.773,5.697
-2.176,-2.861,5.644
-2.217,-2.949,5.593
-2.256,-3.037,5.544
-2.293,-3.126,5.496
-2.329,-3.216,5.450
-2.364,-3.306,5.407
-2.396,-3.396,5.364
-2.428,-3.487,5.324
-2.457,-3.578,5.285
-2.484,-3.670,5.248
-2.510,-3.762,5.213
-2.534,-3.855,5.179
-2.555,-3.947,5.147
-2.575,-4.041,5.116
-2.592,-4.134,5.087
-2.607,-4.228,5.058
-2.620,-4.322,5.031
-2.631,-4.416,5.005
-2.638,-4.510,4.980
-2.644,-4.604,4.956
-2.646,-4.698,4.933
-2.646,-4.791,4.911
-2.643,-4.884,4.890
-2.636,-4.977,4.869
-2.627,-5.069,4.849
-2.614,-5.161,4.830
-2.597,-5.252,4.811
-2.578,-5.343,4.792
-2.556,-5.433,4.774
-2.530,-5.523,4.756
-2.502,-5.611,4.739
-2.470,-5.699,4.721
-2.436,-5.786,4.704
-2.399,-5.871,4.687
-2.359,-5.956,4.671
-2.316,-6.039,4.654
-2.271,-6.121,4.637
-2.223,-6.201,4.620
-2.173,-6.280,4.604
-2.121,-6.358,4.587
-2.065,-6.433,4.570
-2.008,-6.507,4.552
-1.949,-6.580,4.535
-1.887,-6.650,4.517
-1.823,-6.719,4.499
-1.757,-6.785,4.481
-1.689,-6.850,4.463
-1.619,-6.912,4.445
-1.548,-6.972,4.427
-1.474,-7.030,4.409
-1.399,-7.086,4.391
-1.322,-7.140,4.374
-1.244,-7.190,4.357
-1.164,-7.239,4.341
-1.082,-7.285,4.326
-1.000,-7.328,4.312
-0.916,-7.368,4.298
-0.831,-7.405,4.286
-0.744,-7.439,4.275
-0.657,-7.471,4.265
-0.569,-7.499,4.257
-0.480,-7.524,4.249
-0.390,-7.545,4.243
-0.300,-7.563,4.238
-0.209,-7.578,4.234
-0.118,-7.589,4.231
-0.027,-7.596,4.229
0.065,-7.599,4.227
0.156,-7.599,4.226
0.247,-7.595,4.225
0.337,-7.586,4.224
0.427,-7.574,4.223
0.515,-7.557,4.222
0.603,-7.536,4.222
0.689,-7.511,4.222
0.773,-7.482,4.223
0.856,-7.448,4.224
0.936,-7.410,4.227
1.013,-7.368,4.230
1.088,-7.321,4.235
1.161,-7.270,4.240
1.231,-7.215,4.248
1.299,-7.156,4.257
1.364,-7.093,4.267
1.427,-7.028,4.280
1.487,-6.959,4.294
1.544,-6.887,4.311
1.599,-6.813,4.330
1.651,-6.737,4.351
1.700,-6.658,4.374
1.747,-6.578,4.400
1.791,-6.496,4.429
1.833,-6.412,4.461
1.872,-6.327,4.496
1.909,-6.240,4.534
1.944,-6.152,4.576
1.976,-6.063,4.621
2.006,-5.973,4.670
2.035,-5.882,4.723
2.061,-5.791,4.779
2.086,-5.698,4.840
2.109,-5.605,4.905
2.131,-5.511,4.974
