# x_m, y_m, v_mps
-8.286,-7.726,5.121
-8.200,-7.726,5.139
-8.115,-7.723,5.156
-8.031,-7.719,5.174
-7.948,-7.711,5.192
-7.866,-7.701,5.210
-7.784,-7.688,5.229
-7.702,-7.672,5.248
-7.620,-7.653,5.268
-7.539,-7.631,5.288
-7.457,-7.607,5.309
-7.376,-7.581,5.330
-7.295,-7.552,5.352
-7.214,-7.520,5.375
-7.134,-7.486,5.398
-7.055,-7.450,5.422
-6.976,-7.412,5.447
-6.898,-7.372,5.472
-6.820,-7.330,5.498
-6.743,-7.286,5.525
-6.667,-7.240,5.553
-6.592,-7.192,5.582
-6.517,-7.142,5.612
-6.443,-7.091,5.642
-6.370,-7.038,5.675
-6.298,-6.984,5.708
-6.227,-6.928,5.743
-6.156,-6.870,5.779
-6.087,-6.811,5.816
-6.018,-6.751,5.855
-5.950,-6.689,5.895
-5.883,-6.627,5.937
-5.816,-6.563,5.980
-5.751,-6.497,6.025
-5.686,-6.431,6.071
-5.622,-6.363,6.119
-5.558,-6.295,6.168
-5.496,-6.225,6.219
-5.434,-6.155,6.271
-5.373,-6.083,6.324
-5.313,-6.011,6.378
-5.253,-5.938,6.434
-5.194,-5.864,6.491
-5.136,-5.789,6.549
-5.078,-5.713,6.609
-5.021,-5.637,6.670
-4.964,-5.560,6.732
-4.907,-5.482,6.795
-4.852,-5.404,6.860
-4.796,-5.325,6.926
-4.741,-5.245,6.994
-4.686,-5.165,7.000
-4.631,-5.084,7.000
-4.577,-5.002,7.000
-4.522,-4.920,7.000
-4.468,-4.838,7.000
-4.413,-4.755,7.000
-4.358,-4.672,7.000
-4.304,-4.588,7.000
-4.248,-4.504,7.000
-4.193,-4.420,7.000
-4.137,-4.336,7.000
-4.081,-4.251,7.000
-4.025,-4.167,7.000
-3.968,-4.083,7.000
-3.911,-3.999,7.000
-3.854,-3.915,7.000
-3.797,-3.831,7.000
-3.739,-3.748,7.000
-3.681,-3.664,7.000
-3.623,-3.581,7.000
-3.564,-3.498,7.000
-3.505,-3.415,7.000
-3.446,-3.332,7.000
-3.387,-3.250,7.000
-3.327,-3.168,7.000
-3.268,-3.086,7.000
-3.208,-3.005,7.000
-3.149,-2.924,7.000
-3.089,-2.843,7.000
-3.030,-2.762,7.000
-2.971,-2.682,7.000
-2.912,-2.602,7.000
-2.853,-2.521,7.000
-2.794,-2.441,7.000
-2.736,-2.362,7.000
-2.679,-2.282,7.000
-2.621,-2.202,6.983
-2.565,-2.123,6.910
-2.509,-2.043,6.838
-2.454,-1.964,6.768
-2.399,-1.884,6.700
-2.345,-1.805,6.632
-2.293,-1.725,6.566
-2.241,-1.645,6.502
-2.189,-1.564,6.438
-2.139,-1.484,6.377
-2.090,-1.403,6.316
-2.042,-1.322,6.257
-1.995,-1.241,6.200
-1.949,-1.159,6.144
-1.905,-1.077,6.089
-1.861,-0.994,6.036
-1.819,-0.912,5.984
-1.779,-0.829,5.934
-1.739,-0.745,5.885
-1.701,-0.661,5.839
-1.665,-0.577,5.793
-1.630,-0.493,5.750
-1.597,-0.408,5.708
-1.565,-0.323,5.667
-1.535,-0.238,5.628
-1.507,-0.152,5.590
-1.481,-0.067,5.554
-1.457,0.019,5.519
-1.434,0.105,5.485
-1.414,0.192,5.452
-1.396,0.278,5.421
-1.379,0.365,5.390
-1.365,0.451,5.361
-1.354,0.537,5.332
-1.344,0.624,5.304
-1.337,0.710,5.277
-1.332,0.795,5.251
-1.330,0.881,5.225
-1.331,0.966,5.201
-1.333,1.050,5.177
-1.339,1.134,5.153
-1.347,1.217,5.131
-1.358,1.299,5.109
-1.372,1.381,5.087
-1.388,1.462,5.066
-1.408,1.543,5.046
-1.430,1.624,5.026
-1.455,1.704,5.006
-1.482,1.784,4.987
-1.512,1.862,4.969
-1.544,1.940,4.951
-1.579,2.016,4.934
-1.616,2.092,4.917
-1.656,2.166,4.901
-1.697,2.238,4.886
-1.742,2.309,4.871
-1.788,2.379,4.858
-1.837,2.447,4.846
-1.887,2.513,4.835
-1.940,2.578,4.826
-1.995,2.640,4.819
-2.052,2.701,4.814
-2.111,2.760,4.811
-2.172,2.816,4.810
-2.234,2.870,4.810
-2.298,2.922,4.809
-2.364,2.972,4.808
-2.431,3.019,4.807
-2.500,3.063,4.806
-2.570,3.105,4.805
-2.642,3.144,4.804
-2.714,3.180,4.803
-2.788,3.214,4.803
-2.862,3.244,4.802
-2.938,3.271,4.801
-3.014,3.295,4.800
-3.090,3.316,4.799
-3.167,3.334,4.798
-3.245,3.348,4.798
-3.322,3.359,4.797
