# x_m, y_m, v_mps
-2.397,-0.356,5.823
-2.304,-0.363,5.879
-2.210,-0.369,5.938
-2.116,-0.374,5.998
-2.021,-0.377,6.061
-1.926,-0.380,6.125
-1.830,-0.382,6.191
-1.734,-0.384,6.258
-1.637,-0.385,6.327
-1.540,-0.385,6.398
-1.443,-0.384,6.470
-1.345,-0.383,6.543
-1.246,-0.382,6.618
-1.148,-0.381,6.694
-1.049,-0.379,6.771
-0.949,-0.378,6.846
-0.850,-0.376,6.921
-0.751,-0.374,6.995
-0.652,-0.372,7.000
-0.552,-0.369,7.000
-0.453,-0.367,7.000
-0.354,-0.365,7.000
-0.255,-0.362,7.000
-0.156,-0.359,7.000
-0.056,-0.356,7.000
0.043,-0.353,7.000
0.142,-0.350,7.000
0.242,-0.347,7.000
0.342,-0.344,7.000
0.441,-0.341,7.000
0.541,-0.338,7.000
0.641,-0.335,7.000
0.741,-0.331,7.000
0.841,-0.328,7.000
0.941,-0.325,7.000
1.041,-0.322,7.000
1.142,-0.319,7.000
1.242,-0.316,7.000
1.342,-0.314,7.000
1.442,-0.311,7.000
1.542,-0.308,7.000
1.643,-0.306,7.000
1.743,-0.303,7.000
1.843,-0.301,7.000
1.944,-0.299,7.000
2.044,-0.296,7.000
2.145,-0.294,7.000
2.245,-0.293,7.000
2.346,-0.291,7.000
2.447,-0.289,6.954
2.547,-0.288,6.869
2.647,-0.287,6.786
2.747,-0.285,6.704
2.847,-0.284,6.624
2.945,-0.283,6.545
3.043,-0.281,6.467
3.141,-0.279,6.392
3.238,-0.276,6.318
3.334,-0.273,6.245
3.430,-0.269,6.175
3.525,-0.264,6.106
3.619,-0.258,6.039
3.713,-0.252,5.975
3.807,-0.244,5.912
3.900,-0.235,5.852
3.992,-0.225,5.794
4.083,-0.214,5.739
4.174,-0.201,5.686
4.264,-0.187,5.636
4.354,-0.171,5.587
4.442,-0.154,5.542
4.530,-0.135,5.498
4.616,-0.114,5.457
4.702,-0.092,5.418
4.786,-0.068,5.381
4.870,-0.042,5.346
4.952,-0.013,5.313
5.033,0.017,5.282
5.112,0.049,5.253
5.190,0.083,5.226
5.266,0.119,5.200
5.341,0.157,5.177
5.413,0.198,5.155
5.483,0.240,5.134
5.552,0.285,5.115
5.618,0.332,5.097
5.682,0.381,5.080
5.743,0.432,5.065
5.803,0.486,5.050
5.861,0.542,5.037
5.917,0.601,5.024
5.971,0.662,5.012
6.023,0.725,5.001
6.073,0.790,4.991
6.120,0.857,4.981
6.166,0.926,4.971
6.209,0.996,4.962
6.249,1.068,4.954
6.287,1.142,4.945
6.323,1.217,4.937
6.356,1.293,4.929
6.387,1.371,4.921
6.415,1.449,4.913
6.441,1.529,4.905
6.464,1.609,4.897
6.485,1.690,4.888
6.502,1.772,4.880
6.518,1.854,4.872
6.530,1.937,4.863
6.540,2.020,4.855
6.547,2.104,4.848
6.552,2.187,4.841
6.553,2.271,4.836
6.553,2.355,4.833
6.549,2.438,4.831
6.543,2.522,4.830
6.534,2.605,4.830
6.522,2.687,4.829
6.507,2.770,4.828
6.490,2.851,4.827
6.470,2.932,4.826
6.448,3.012,4.825
6.423,3.091,4.824
6.395,3.169,4.823
6.365,3.246,4.822
6.333,3.321,4.822
6.297,3.394,4.821
6.260,3.465,4.820
6.220,3.534,4.819
6.178,3.601,4.818
6.133,3.665,4.817
6.086,3.726,4.817
6.036,3.785,4.816
5.985,3.841,4.815
5.931,3.894,4.814
5.875,3.944,4.814
5.817,3.990,4.813
5.758,4.033,4.812
5.697,4.072,4.811
5.635,4.107,4.810
5.571,4.138,4.810
5.508,4.165,4.809
5.443,4.187,4.808
5.376,4.206,4.807
5.307,4.221,4.807
5.235,4.232,4.806
5.161,4.240,4.805
5.085,4.244,4.805
5.007,4.245,4.809
4.928,4.242,4.818
4.848,4.236,4.830
4.767,4.227,4.847
4.686,4.215,4.869
4.604,4.200,4.894
4.521,4.182,4.924
4.438,4.161,4.959
4.355,4.138,4.998
4.272,4.112,5.043
4.189,4.084,5.092
4.105,4.054,5.147
4.021,4.022,5.207
3.938,3.988,5.273
3.854,3.952,5.345
3.769,3.914,5.423
3.685,3.875,5.506
3.600,3.834,5.595
3.515,3.792,5.683
3.430,3.749,5.770
3.345,3.705,5.857
3.258,3.660,5.943
3.172,3.614,6.028
3.085,3.568,6.113
2.997,3.521,6.198
2.908,3.473,6.282
2.819,3.426,6.365
2.728,3.378,6.448
2.637,3.331,6.531
2.545,3.283,6.613
2.451,3.236,6.695
2.356,3.190,6.763
2.261,3.145,6.818
2.163,3.100,6.860
2.065,3.057,6.889
1.965,3.015,6.908
1.863,2.974,6.916
1.760,2.936,6.916
1.655,2.899,6.914
1.549,2.864,6.912
1.441,2.832,6.910
1.332,2.802,6.909
1.220,2.775,6.907
1.108,2.752,6.905
0.993,2.732,6.903
0.878,2.715,6.902
0.760,2.703,6.900
0.642,2.694,6.898
0.522,2.691,6.896
0.401,2.692,6.894
0.281,2.698,6.892
0.162,2.709,6.891
0.044,2.725,6.889
-0.072,2.744,6.887
-0.186,2.768,6.885
-0.299,2.795,6.883
-0.409,2.825,6.882
-0.518,2.858,6.880
-0.625,2.894,6.878
-0.730,2.931,6.880
-0.833,2.971,6.890
-0.934,3.012,6.907
-1.034,3.055,6.933
-1.132,3.099,6.958
-1.228,3.144,6.913
-1.323,3.189,6.855
-1.416,3.235,6.781
-1.509,3.281,6.693
-1.600,3.327,6.588
-1.690,3.374,6.468
-1.779,3.419,6.331
-1.867,3.464,6.193
-1.954,3.509,6.063
-2.041,3.553,5.940
-2.127,3.595,5.824
-2.212,3.637,5.716
-2.297,3.677,5.614
-2.382,3.715,5.519
-2.467,3.752,5.431
-2.551,3.788,5.348
-2.635,3.821,5.272
-2.719,3.853,5.202
-2.802,3.882,5.138
-2.886,3.910,5.080
-2.969,3.935,5.027
-3.052,3.957,4.980
-3.135,3.977,4.938
-3.218,3.994,4.901
-3.300,4.008,4.869
-3.381,4.020,4.841
-3.462,4.028,4.819
-3.542,4.033,4.801
-3.622,4.035,4.787
-3.700,4.034,4.778
-3.777,4.029,4.774
-3.853,4.021,4.773
-3.927,4.009,4.772
-3.999,3.994,4.772
-4.069,3.975,4.771
-4.137,3.953,4.770
-4.203,3.927,4.769
-4.267,3.898,4.769
-4.329,3.864,4.768
-4.390,3.827,4.767
-4.450,3.786,4.766
-4.507,3.741,4.765
-4.563,3.693,4.765
-4.617,3.641,4.764
-4.668,3.587,4.763
-4.718,3.529,4.762
-4.764,3.469,4.761
-4.809,3.406,4.761
-4.850,3.341,4.760
-4.889,3.273,4.759
-4.926,3.203,4.758
-4.959,3.132,4.757
-4.990,3.059,4.756
-5.018,2.984,4.756
-5.043,2.908,4.755
-5.065,2.830,4.754
-5.084,2.751,4.753
-5.100,2.671,4.752
-5.114,2.590,4.751
-5.125,2.509,4.750
-5.133,2.426,4.750
-5.138,2.344,4.749
-5.141,2.260,4.749
