# x_m, y_m, v_mps
-0.540,-0.180,4.311
-0.449,-0.184,4.340
-0.358,-0.185,4.369
-0.267,-0.185,4.397
-0.176,-0.182,4.425
-0.086,-0.178,4.454
0.005,-0.171,4.482
0.096,-0.162,4.510
0.187,-0.152,4.538
0.279,-0.140,4.567
0.371,-0.126,4.595
0.462,-0.110,4.623
0.554,-0.093,4.652
0.644,-0.074,4.679
0.735,-0.054,4.707
0.825,-0.032,4.735
0.915,-0.008,4.762
1.004,0.017,4.788
1.093,0.043,4.815
1.182,0.072,4.841
1.271,0.101,4.866
1.359,0.132,4.891
1.446,0.165,4.916
1.534,0.199,4.939
1.621,0.234,4.962
1.707,0.270,4.985
1.793,0.308,5.006
1.878,0.347,5.026
1.963,0.388,5.046
2.048,0.430,5.065
2.132,0.473,5.084
2.215,0.517,5.101
2.298,0.562,5.118
2.380,0.608,5.134
2.461,0.656,5.149
2.542,0.704,5.163
2.622,0.754,5.176
2.702,0.804,5.189
2.780,0.856,5.201
2.859,0.909,5.212
2.936,0.963,5.222
3.012,1.018,5.232
3.088,1.074,5.231
3.162,1.131,5.221
3.236,1.189,5.209
3.308,1.248,5.197
3.379,1.308,5.183
3.449,1.369,5.170
3.518,1.431,5.155
3.586,1.495,5.140
3.652,1.559,5.124
3.718,1.625,5.107
3.782,1.692,5.090
3.846,1.760,5.073
3.908,1.829,5.055
3.969,1.900,5.036
4.030,1.971,5.017
4.089,2.043,4.998
4.147,2.117,4.978
4.203,2.191,4.957
4.259,2.266,4.936
4.313,2.342,4.915
4.367,2.419,4.893
4.419,2.496,4.871
4.469,2.575,4.848
4.519,2.654,4.825
4.567,2.734,4.801
4.614,2.815,4.777
4.659,2.896,4.753
4.703,2.978,4.728
4.746,3.061,4.702
4.787,3.144,4.676
4.827,3.228,4.650
4.866,3.313,4.623
4.903,3.398,4.596
4.938,3.483,4.569
4.971,3.569,4.542
5.003,3.655,4.514
5.033,3.742,4.486
5.061,3.828,4.458
5.087,3.915,4.429
5.111,4.003,4.400
5.133,4.092,4.371
5.153,4.181,4.341
5.172,4.271,4.311
5.189,4.361,4.280
5.203,4.450,4.250
5.216,4.540,4.219
5.227,4.630,4.187
5.235,4.720,4.156
5.241,4.809,4.124
5.245,4.898,4.093
5.246,4.987,4.061
5.245,5.075,4.028
5.241,5.163,3.996
5.235,5.251,3.964
5.226,5.338,3.932
5.214,5.425,3.900
5.200,5.512,3.868
5.184,5.598,3.837
5.164,5.683,3.806
5.142,5.768,3.777
5.118,5.851,3.749
5.091,5.934,3.722
5.061,6.016,3.697
5.029,6.096,3.675
4.994,6.176,3.656
4.957,6.254,3.641
4.917,6.331,3.630
4.875,6.406,3.624
4.830,6.479,3.624
4.783,6.550,3.623
4.734,6.620,3.622
4.682,6.687,3.622
4.628,6.751,3.621
4.572,6.813,3.620
4.514,6.873,3.620
4.454,6.929,3.619
4.393,6.982,3.618
4.329,7.032,3.618
4.263,7.078,3.617
4.196,7.120,3.616
4.127,7.159,3.616
4.057,7.194,3.615
3.985,7.225,3.615
3.913,7.251,3.614
3.840,7.273,3.613
3.766,7.291,3.613
3.693,7.303,3.612
3.620,7.311,3.612
3.546,7.314,3.611
3.473,7.312,3.610
3.400,7.306,3.610
3.329,7.294,3.609
3.258,7.278,3.609
3.188,7.257,3.608
3.118,7.231,3.607
3.048,7.200,3.607
2.980,7.164,3.606
2.913,7.125,3.606
2.847,7.081,3.607
2.782,7.033,3.616
2.717,6.981,3.631
2.654,6.926,3.651
2.592,6.867,3.678
2.532,6.806,3.711
2.474,6.742,3.750
2.416,6.676,3.795
2.361,6.607,3.846
2.306,6.536,3.902
2.253,6.463,3.966
2.202,6.389,4.035
2.152,6.313,4.111
2.103,6.235,4.194
2.056,6.156,4.284
2.009,6.075,4.382
1.963,5.992,4.486
1.918,5.909,4.595
1.874,5.826,4.702
1.831,5.740,4.808
1.788,5.653,4.913
1.744,5.565,5.017
1.701,5.476,5.119
1.657,5.387,5.220
1.613,5.296,5.319
1.567,5.204,5.419
1.520,5.111,5.515
1.470,5.017,5.593
1.419,4.923,5.651
1.365,4.829,5.693
1.308,4.736,5.719
1.248,4.642,5.731
1.184,4.549,5.731
1.116,4.457,5.729
1.044,4.368,5.728
0.969,4.280,5.726
0.889,4.196,5.725
0.805,4.114,5.723
0.717,4.034,5.722
0.626,3.961,5.720
0.533,3.891,5.719
0.438,3.826,5.717
0.340,3.764,5.716
0.239,3.707,5.714
0.139,3.653,5.713
0.037,3.604,5.712
-0.066,3.558,5.710
-0.169,3.516,5.709
-0.273,3.477,5.707
-0.378,3.440,5.699
-0.483,3.407,5.673
-0.588,3.376,5.631
-0.692,3.349,5.569
-0.796,3.323,5.486
-0.901,3.300,5.379
-1.005,3.278,5.248
-1.109,3.258,5.092
-1.210,3.240,4.930
-1.311,3.223,4.781
-1.411,3.207,4.643
-1.509,3.191,4.517
-1.606,3.175,4.401
-1.701,3.159,4.294
-1.794,3.142,4.196
-1.885,3.124,4.106
-1.975,3.105,4.023
-2.062,3.084,3.948
-2.147,3.061,3.880
-2.230,3.035,3.819
-2.310,3.008,3.763
-2.388,2.978,3.714
-2.464,2.945,3.671
-2.537,2.909,3.633
-2.607,2.871,3.601
-2.673,2.830,3.574
-2.737,2.785,3.553
-2.797,2.738,3.538
-2.853,2.688,3.529
-2.905,2.636,3.526
-2.953,2.580,3.526
-2.997,2.522,3.525
-3.036,2.462,3.524
-3.071,2.400,3.524
-3.101,2.336,3.523
-3.126,2.270,3.523
-3.146,2.201,3.522
-3.162,2.131,3.522
-3.173,2.060,3.521
-3.179,1.987,3.521
-3.180,1.913,3.520
-3.177,1.838,3.519
-3.169,1.761,3.519
-3.156,1.684,3.518
-3.140,1.606,3.517
-3.119,1.528,3.517
-3.095,1.450,3.516
-3.067,1.374,3.516
-3.035,1.298,3.515
-3.000,1.224,3.514
-2.961,1.150,3.514
-2.920,1.078,3.513
-2.875,1.007,3.512
-2.827,0.938,3.512
-2.776,0.870,3.511
-2.723,0.804,3.514
-2.667,0.740,3.523
-2.608,0.678,3.537
-2.547,0.617,3.555
-2.484,0.558,3.577
-2.419,0.502,3.601
-2.352,0.447,3.628
-2.283,0.395,3.657
-2.212,0.345,3.687
-2.139,0.297,3.718
-2.065,0.251,3.751
-1.989,0.208,3.783
-1.912,0.166,3.816
-1.833,0.127,3.849
-1.753,0.091,3.882
-1.672,0.056,3.914
-1.590,0.024,3.947
-1.507,-0.005,3.979
-1.424,-0.032,4.010
-1.339,-0.057,4.041
-1.253,-0.079,4.072
-1.166,-0.099,4.103
-1.078,-0.117,4.133
-0.990,-0.133,4.163
-0.901,-0.147,4.193
-0.811,-0.158,4.223
-0.721,-0.168,4.253
-0.631,-0.175,4.282
