# x_m, y_m, v_mps
-8.302,-8.725,5.789
-8.188,-8.726,5.794
-8.073,-8.723,5.801
-7.957,-8.716,5.808
-7.841,-8.705,5.817
-7.725,-8.691,5.826
-7.609,-8.672,5.836
-7.495,-8.650,5.846
-7.381,-8.624,5.858
-7.270,-8.595,5.870
-7.159,-8.562,5.883
-7.051,-8.526,5.896
-6.943,-8.488,5.911
-6.838,-8.447,5.926
-6.734,-8.403,5.942
-6.631,-8.356,5.959
-6.530,-8.307,5.977
-6.430,-8.256,5.996
-6.332,-8.203,6.016
-6.235,-8.147,6.037
-6.140,-8.090,6.059
-6.047,-8.030,6.082
-5.955,-7.969,6.106
-5.864,-7.906,6.131
-5.775,-7.842,6.157
-5.688,-7.776,6.184
-5.602,-7.708,6.211
-5.518,-7.640,6.240
-5.435,-7.569,6.271
-5.353,-7.498,6.302
-5.273,-7.425,6.334
-5.194,-7.352,6.368
-5.116,-7.277,6.404
-5.040,-7.201,6.440
-4.965,-7.124,6.478
-4.892,-7.047,6.518
-4.819,-6.968,6.558
-4.748,-6.889,6.600
-4.678,-6.809,6.643
-4.609,-6.729,6.688
-4.541,-6.647,6.734
-4.475,-6.566,6.782
-4.409,-6.483,6.831
-4.344,-6.401,6.881
-4.281,-6.317,6.933
-4.218,-6.234,6.987
-4.156,-6.150,7.042
-4.095,-6.065,7.099
-4.035,-5.981,7.158
-3.976,-5.896,7.218
-3.917,-5.812,7.280
-3.859,-5.727,7.344
-3.802,-5.642,7.410
-3.745,-5.558,7.477
-3.689,-5.473,7.547
-3.633,-5.389,7.616
-3.577,-5.304,7.684
-3.522,-5.221,7.751
-3.468,-5.137,7.817
-3.413,-5.054,7.883
-3.358,-4.971,7.948
-3.304,-4.888,8.011
-3.249,-4.806,8.075
-3.194,-4.724,8.137
-3.139,-4.642,8.200
-3.084,-4.561,8.261
-3.029,-4.480,8.322
-2.973,-4.398,8.383
-2.917,-4.317,8.443
-2.861,-4.237,8.503
-2.804,-4.156,8.562
-2.748,-4.076,8.536
-2.691,-3.996,8.454
-2.634,-3.916,8.371
-2.576,-3.836,8.289
-2.518,-3.756,8.207
-2.460,-3.676,8.127
-2.401,-3.596,8.048
-2.343,-3.516,7.971
-2.284,-3.435,7.894
-2.224,-3.355,7.817
-2.165,-3.274,7.741
-2.106,-3.194,7.665
-2.046,-3.112,7.591
-1.987,-3.031,7.516
-1.927,-2.949,7.443
-1.867,-2.867,7.373
-1.808,-2.784,7.303
-1.749,-2.701,7.236
-1.689,-2.616,7.171
-1.631,-2.532,7.107
-1.572,-2.446,7.045
-1.514,-2.360,6.985
-1.457,-2.273,6.926
-1.400,-2.186,6.870
-1.343,-2.097,6.815
-1.288,-2.008,6.761
-1.233,-1.918,6.710
-1.179,-1.827,6.659
-1.126,-1.735,6.611
-1.074,-1.642,6.564
-1.023,-1.549,6.519
-0.973,-1.454,6.475
-0.925,-1.359,6.433
-0.877,-1.262,6.393
-0.831,-1.165,6.354
-0.787,-1.066,6.317
-0.744,-0.967,6.281
-0.702,-0.867,6.247
-0.663,-0.765,6.214
-0.625,-0.663,6.183
-0.588,-0.559,6.153
-0.554,-0.455,6.124
-0.522,-0.349,6.096
-0.492,-0.243,6.070
-0.464,-0.135,6.045
-0.438,-0.027,6.022
-0.415,0.082,5.999
-0.394,0.192,5.979
-0.376,0.303,5.959
-0.361,0.415,5.941
-0.349,0.528,5.925
-0.339,0.641,5.910
-0.333,0.755,5.896
-0.330,0.869,5.884
-0.331,0.984,5.873
-0.335,1.100,5.864
-0.342,1.216,5.857
-0.354,1.332,5.852
-0.369,1.448,5.848
-0.389,1.563,5.846
-0.412,1.678,5.845
-0.439,1.791,5.843
-0.470,1.903,5.842
-0.504,2.014,5.840
-0.541,2.124,5.839
-0.583,2.232,5.837
-0.627,2.339,5.836
-0.675,2.445,5.834
-0.727,2.549,5.833
-0.781,2.651,5.831
-0.839,2.752,5.830
-0.901,2.850,5.828
-0.965,2.947,5.827
-1.033,3.042,5.825
-1.104,3.134,5.824
-1.178,3.225,5.822
-1.255,3.312,5.821
-1.335,3.397,5.819
-1.417,3.480,5.818
-1.503,3.560,5.816
-1.592,3.637,5.815
-1.683,3.710,5.813
-1.777,3.781,5.812
-1.873,3.849,5.810
-1.973,3.913,5.809
-2.074,3.973,5.807
-2.178,4.030,5.805
-2.285,4.083,5.804
-2.393,4.133,5.802
-2.504,4.178,5.801
-2.617,4.218,5.799
-2.731,4.255,5.798
-2.848,4.286,5.796
-2.965,4.313,5.795
-3.085,4.335,5.793
-3.205,4.352,5.791
-3.327,4.364,5.790
-3.450,4.370,5.788
-3.574,4.370,5.787
-3.698,4.364,5.785
-3.823,4.352,5.783
-3.949,4.334,5.782
-4.074,4.308,5.780
-4.199,4.275,5.778
-4.322,4.234,5.777
-4.442,4.187,5.775
-4.558,4.132,5.773
-4.671,4.072,5.772
-4.778,4.007,5.770
-4.882,3.937,5.769
-4.981,3.862,5.767
-5.075,3.784,5.765
-5.166,3.702,5.764
-5.252,3.618,5.762
-5.334,3.530,5.761
-5.412,3.440,5.759
-5.485,3.347,5.758
-5.555,3.253,5.756
-5.622,3.156,5.755
-5.685,3.059,5.753
-5.744,2.960,5.752
-5.800,2.860,5.758
-5.852,2.759,5.769
-5.902,2.657,5.787
-5.949,2.554,5.810
-5.993,2.451,5.838
-6.034,2.348,5.871
-6.073,2.245,5.910
-6.109,2.141,5.954
-6.143,2.038,6.002
-6.175,1.935,6.056
-6.206,1.831,6.114
-6.235,1.728,6.177
-6.262,1.626,6.246
-6.288,1.523,6.319
-6.312,1.421,6.397
-6.336,1.320,6.480
-6.358,1.219,6.563
-6.380,1.119,6.644
-6.401,1.019,6.723
-6.422,0.920,6.801
-6.443,0.822,6.877
-6.463,0.725,6.952
-6.483,0.628,7.025
-6.504,0.532,7.070
-6.524,0.437,6.999
-6.545,0.342,6.939
-6.567,0.249,6.890
-6.589,0.156,6.851
-6.612,0.065,6.824
-6.636,-0.025,6.807
-6.661,-0.115,6.801
-6.688,-0.203,6.800
-6.715,-0.290,6.798
-6.744,-0.376,6.797
-6.774,-0.461,6.796
-6.805,-0.544,6.794
-6.839,-0.626,6.793
-6.873,-0.707,6.792
-6.910,-0.786,6.790
-6.948,-0.863,6.789
-6.989,-0.939,6.788
-7.031,-1.012,6.786
-7.074,-1.084,6.785
-7.120,-1.153,6.784
-7.168,-1.220,6.783
-7.218,-1.286,6.781
-7.270,-1.349,6.780
-7.325,-1.411,6.779
-7.382,-1.472,6.778
-7.442,-1.531,6.776
-7.505,-1.590,6.775
-7.569,-1.647,6.774
-7.636,-1.703,6.772
-7.705,-1.757,6.771
-7.775,-1.810,6.770
-7.848,-1.863,6.768
-7.922,-1.914,6.767
-7.997,-1.964,6.766
-8.074,-2.013,6.764
-8.153,-2.061,6.763
-8.233,-2.109,6.771
-8.314,-2.156,6.790
-8.397,-2.202,6.819
-8.481,-2.248,6.858
-8.565,-2.294,6.908
-8.651,-2.340,6.969
-8.738,-2.385,7.040
-8.825,-2.430,7.112
-8.914,-2.476,7.185
-9.003,-2.522,7.096
-9.092,-2.568,6.977
-9.182,-2.615,6.866
-9.273,-2.663,6.763
-9.364,-2.711,6.666
-9.455,-2.760,6.576
-9.546,-2.811,6.491
-9.637,-2.862,6.412
-9.729,-2.914,6.338
-9.820,-2.968,6.270
-9.911,-3.024,6.207
-10.002,-3.081,6.149
-10.092,-3.139,6.096
-10.182,-3.200,6.048
-10.272,-3.262,6.005
-10.360,-3.326,5.968
-10.448,-3.392,5.936
-10.535,-3.461,5.909
-10.621,-3.532,5.888
-10.706,-3.605,5.873
-10.789,-3.681,5.864
