# x_m, y_m, v_mps
0.082,0.462,4.000
0.170,0.484,4.000
0.257,0.508,4.000
0.343,0.533,4.000
0.428,0.560,4.000
0.512,0.589,4.000
0.595,0.620,4.000
0.676,0.652,4.000
0.757,0.686,4.000
0.836,0.722,4.000
0.914,0.760,4.000
0.990,0.799,4.000
1.065,0.841,4.000
1.138,0.884,4.000
1.209,0.930,4.000
1.279,0.977,4.000
1.346,1.026,4.000
1.411,1.077,4.000
1.474,1.130,4.000
1.535,1.185,4.000
1.594,1.242,4.000
1.650,1.301,4.000
1.704,1.362,4.000
1.756,1.424,4.000
1.805,1.489,4.000
1.853,1.556,4.000
1.897,1.624,4.000
1.940,1.695,4.000
1.980,1.767,4.000
2.018,1.840,4.000
2.053,1.916,4.000
2.086,1.992,4.000
2.117,2.070,4.000
2.145,2.149,4.000
2.171,2.229,4.000
2.194,2.311,4.000
2.215,2.394,4.000
2.234,2.477,4.000
2.250,2.561,4.000
2.264,2.645,4.000
2.275,2.729,4.000
2.284,2.813,4.000
2.290,2.897,4.000
2.293,2.981,4.000
2.294,3.064,4.000
2.291,3.147,4.000
2.286,3.230,4.000
2.279,3.312,4.000
2.268,3.394,4.000
2.254,3.475,4.000
2.238,3.555,4.000
2.219,3.635,4.000
2.197,3.713,4.000
2.172,3.790,4.000
2.145,3.866,4.000
2.114,3.940,4.000
2.081,4.013,4.000
2.045,4.084,4.000
2.007,4.154,4.000
1.966,4.221,4.000
1.922,4.286,4.000
1.876,4.348,4.000
1.827,4.409,4.000
1.776,4.466,4.000
1.723,4.521,4.000
1.667,4.572,4.000
1.610,4.621,4.000
1.551,4.665,4.000
1.490,4.707,4.000
1.429,4.744,4.000
1.366,4.778,4.000
1.302,4.807,4.000
1.239,4.831,4.000
1.175,4.851,4.000
1.108,4.867,4.000
1.039,4.879,4.000
0.967,4.888,4.000
0.892,4.893,4.000
0.816,4.894,4.000
0.738,4.892,4.000
0.658,4.887,4.000
0.578,4.878,4.000
0.497,4.867,4.000
0.415,4.852,4.000
0.333,4.834,4.000
0.251,4.814,4.000
0.169,4.790,4.000
0.086,4.765,4.000
