# x_m, y_m, v_mps
0.332,-0.543,4.500
0.438,-0.515,4.500
0.543,-0.484,4.500
0.648,-0.451,4.500
0.752,-0.415,4.500
0.856,-0.378,4.500
0.960,-0.337,4.500
1.063,-0.295,4.500
1.165,-0.249,4.500
1.267,-0.201,4.500
1.368,-0.150,4.500
1.467,-0.096,4.500
1.566,-0.039,4.500
1.663,0.020,4.500
1.759,0.083,4.500
1.854,0.150,4.500
1.946,0.219,4.500
2.037,0.292,4.500
2.126,0.368,4.500
2.212,0.447,4.500
2.296,0.530,4.500
2.377,0.617,4.500
2.455,0.706,4.500
2.529,0.798,4.500
2.600,0.892,4.500
2.667,0.989,4.500
2.731,1.088,4.500
2.790,1.189,4.500
2.846,1.291,4.500
2.899,1.395,4.500
2.948,1.501,4.500
2.993,1.608,4.500
3.035,1.716,4.500
3.073,1.825,4.500
3.108,1.934,4.500
3.139,2.045,4.500
3.167,2.156,4.500
3.191,2.267,4.500
3.213,2.378,4.500
3.231,2.491,4.500
3.246,2.605,4.500
3.258,2.719,4.500
3.266,2.834,4.500
3.270,2.950,4.500
3.271,3.066,4.500
3.268,3.182,4.500
3.261,3.298,4.500
3.250,3.415,4.500
3.236,3.531,4.500
3.217,3.646,4.500
3.194,3.762,4.500
3.167,3.876,4.500
3.135,3.990,4.500
3.100,4.103,4.500
3.059,4.215,4.500
3.015,4.325,4.500
2.966,4.434,4.500
2.913,4.541,4.500
2.855,4.647,4.500
2.793,4.750,4.500
2.726,4.851,4.500
2.655,4.949,4.500
2.579,5.045,4.500
2.498,5.137,4.500
2.413,5.226,4.500
2.324,5.312,4.500
2.229,5.393,4.500
2.131,5.470,4.500
2.027,5.542,4.500
1.920,5.609,4.500
1.808,5.670,4.500
1.692,5.726,4.500
1.573,5.774,4.500
1.451,5.816,4.500
1.328,5.850,4.500
1.204,5.877,4.500
1.081,5.898,4.500
0.958,5.912,4.500
0.835,5.921,4.500
0.714,5.923,4.500
0.593,5.921,4.500
0.474,5.914,4.500
0.355,5.902,4.500
0.239,5.886,4.500
0.124,5.866,4.500
0.010,5.843,4.500
-0.102,5.816,4.500
-0.212,5.786,4.500
-0.321,5.753,4.500
-0.427,5.718,4.500
-0.532,5.680,4.500
-0.635,5.640,4.500
-0.737,5.599,4.500
-0.837,5.556,4.500
-0.935,5.511,4.500
-1.032,5.466,4.500
-1.127,5.420,4.500
-1.221,5.373,4.500
-1.314,5.325,4.500
-1.405,5.277,4.500
-1.495,5.230,4.500
-1.584,5.182,4.500
-1.672,5.135,4.500
-1.760,5.088,4.500
-1.846,5.042,4.500
-1.932,4.997,4.500
-2.017,4.953,4.500
-2.102,4.910,4.500
-2.186,4.869,4.500
-2.270,4.828,4.500
-2.354,4.790,4.500
-2.437,4.753,4.500
-2.520,4.718,4.500
-2.603,4.686,4.500
-2.686,4.655,4.500
-2.768,4.627,4.500
-2.850,4.601,4.500
-2.932,4.578,4.500
-3.014,4.558,4.500
-3.095,4.540,4.500
-3.176,4.526,4.500
-3.256,4.514,4.500
-3.335,4.506,4.500
-3.415,4.501,4.500
-3.495,4.499,4.500
-3.575,4.501,4.500
-3.655,4.505,4.500
-3.737,4.513,4.500
-3.819,4.523,4.500
-3.901,4.537,4.500
-3.984,4.553,4.500
-4.068,4.572,4.500
-4.152,4.593,4.500
-4.236,4.617,4.500
-4.321,4.642,4.500
-4.406,4.671,4.500
-4.491,4.701,4.500
-4.577,4.732,4.500
-4.663,4.766,4.500
-4.750,4.801,4.500
-4.837,4.837,4.500
-4.925,4.875,4.500
-5.013,4.914,4.500
-5.102,4.954,4.500
-5.192,4.994,4.500
-5.282,5.035,4.500
-5.373,5.076,4.500
-5.466,5.118,4.500
-5.559,5.159,4.500
-5.653,5.201,4.500
-5.749,5.242,4.500
-5.846,5.282,4.500
-5.944,5.322,4.500
-6.043,5.361,4.500
-6.144,5.399,4.500
-6.246,5.435,4.500
-6.350,5.470,4.500
-6.455,5.502,4.500
-6.561,5.533,4.500
-6.670,5.562,4.500
-6.779,5.588,4.500
-6.890,5.611,4.500
-7.003,5.631,4.500
-7.117,5.648,4.500
-7.233,5.662,4.500
-7.350,5.671,4.500
-7.468,5.676,4.500
-7.587,5.677,4.500
-7.708,5.673,4.500
-7.829,5.664,4.500
-7.951,5.649,4.500
-8.073,5.628,4.500
-8.195,5.601,4.500
-8.317,5.567,4.500
-8.439,5.526,4.500
-8.558,5.478,4.500
-8.676,5.422,4.500
-8.790,5.359,4.500
-8.899,5.291,4.500
-9.003,5.216,4.500
-9.101,5.137,4.500
-9.195,5.053,4.500
-9.284,4.966,4.500
-9.368,4.874,4.500
-9.447,4.779,4.500
-9.521,4.681,4.500
-9.590,4.580,4.500
-9.654,4.477,4.500
-9.714,4.372,4.500
-9.769,4.264,4.500
-9.819,4.155,4.500
-9.864,4.045,4.500
-9.905,3.933,4.500
-9.942,3.820,4.500
-9.974,3.706,4.500
-10.002,3.591,4.500
-10.025,3.476,4.500
-10.045,3.361,4.500
-10.060,3.245,4.500
-10.072,3.129,4.500
-10.080,3.013,4.500
-10.083,2.897,4.500
-10.084,2.781,4.500
-10.080,2.665,4.500
-10.072,2.550,4.500
-10.061,2.434,4.500
-10.047,2.319,4.500
-10.028,2.205,4.500
-10.006,2.091,4.500
-9.980,1.978,4.500
-9.950,1.866,4.500
-9.916,1.754,4.500
-9.879,1.644,4.500
