# x_m, y_m, v_mps
4.154,8.196,4.692
4.046,8.226,4.690
3.936,8.251,4.689
3.824,8.270,4.688
3.710,8.283,4.687
3.594,8.289,4.686
3.478,8.287,4.684
3.362,8.278,4.683
3.246,8.260,4.682
3.131,8.235,4.681
3.018,8.201,4.679
2.908,8.158,4.678
2.802,8.109,4.677
2.700,8.053,4.676
2.603,7.991,4.675
2.511,7.924,4.673
2.423,7.852,4.672
2.340,7.776,4.671
2.261,7.697,4.670
2.186,7.615,4.669
2.116,7.531,4.668
2.049,7.444,4.666
1.986,7.356,4.676
1.926,7.265,4.695
1.870,7.174,4.725
1.817,7.082,4.763
1.766,6.988,4.810
1.718,6.894,4.865
1.672,6.800,4.929
1.628,6.705,5.001
1.587,6.611,5.083
1.546,6.516,5.175
1.508,6.421,5.277
1.470,6.326,5.376
1.433,6.232,5.473
1.397,6.138,5.566
1.361,6.045,5.657
1.326,5.952,5.746
1.290,5.860,5.833
1.254,5.768,5.860
1.218,5.678,5.787
1.181,5.589,5.732
1.143,5.501,5.693
1.104,5.414,5.671
1.063,5.329,5.665
1.021,5.245,5.664
0.977,5.163,5.663
0.931,5.083,5.662
0.883,5.005,5.660
0.833,4.930,5.659
0.780,4.857,5.658
0.725,4.787,5.657
0.667,4.720,5.656
0.607,4.656,5.655
0.544,4.595,5.654
0.478,4.538,5.653
0.410,4.485,5.651
0.338,4.434,5.650
0.264,4.387,5.649
0.187,4.343,5.648
0.108,4.302,5.647
0.026,4.264,5.646
-0.057,4.229,5.645
-0.142,4.197,5.644
-0.229,4.167,5.642
-0.318,4.140,5.641
-0.407,4.115,5.640
-0.498,4.092,5.639
-0.590,4.071,5.638
-0.683,4.052,5.651
-0.777,4.035,5.680
-0.872,4.019,5.726
-0.967,4.004,5.789
-1.063,3.991,5.869
-1.161,3.978,5.952
-1.258,3.965,5.957
-1.357,3.953,5.808
-1.456,3.941,5.660
-1.555,3.929,5.526
-1.656,3.916,5.404
-1.757,3.902,5.294
-1.858,3.888,5.195
-1.960,3.872,5.106
-2.062,3.854,5.027
-2.165,3.835,4.957
-2.268,3.813,4.896
-2.371,3.789,4.843
-2.474,3.762,4.799
-2.576,3.732,4.764
-2.679,3.699,4.739
-2.781,3.662,4.724
-2.882,3.621,4.720
-2.982,3.576,4.718
-3.081,3.527,4.717
-3.178,3.473,4.716
-3.273,3.414,4.715
-3.366,3.350,4.714
-3.456,3.281,4.713
-3.542,3.206,4.711
-3.624,3.126,4.710
-3.702,3.041,4.709
-3.774,2.951,4.708
-3.841,2.856,4.706
-3.901,2.756,4.705
-3.955,2.653,4.704
-4.001,2.546,4.703
-4.041,2.436,4.702
-4.072,2.324,4.700
-4.097,2.212,4.699
-4.114,2.098,4.698
-4.125,1.984,4.697
-4.129,1.870,4.696
-4.127,1.757,4.694
-4.118,1.645,4.693
-4.105,1.534,4.692
-4.086,1.424,4.691
-4.062,1.315,4.690
-4.033,1.209,4.689
-4.000,1.104,4.687
-3.964,1.000,4.686
-3.922,0.899,4.685
-3.878,0.799,4.684
-3.829,0.701,4.683
-3.776,0.605,4.682
-3.721,0.511,4.681
-3.662,0.420,4.679
-3.599,0.331,4.678
-3.534,0.244,4.677
-3.466,0.160,4.676
-3.395,0.078,4.675
-3.321,-0.001,4.674
-3.245,-0.078,4.673
-3.166,-0.152,4.672
-3.085,-0.223,4.670
-3.001,-0.292,4.671
-2.916,-0.358,4.676
-2.829,-0.421,4.684
-2.739,-0.481,4.694
-2.648,-0.538,4.707
-2.556,-0.592,4.721
-2.462,-0.644,4.736
-2.366,-0.692,4.753
-2.269,-0.738,4.770
-2.171,-0.781,4.788
-2.071,-0.821,4.807
-1.970,-0.858,4.826
-1.867,-0.892,4.845
-1.764,-0.922,4.865
-1.660,-0.949,4.885
-1.555,-0.973,4.905
-1.450,-0.993,4.925
-1.345,-1.011,4.945
-1.240,-1.026,4.966
-1.134,-1.038,4.987
-1.029,-1.047,5.008
-0.923,-1.054,5.030
-0.817,-1.058,5.051
-0.712,-1.059,5.074
-0.606,-1.059,5.097
-0.501,-1.055,5.120
-0.396,-1.050,5.144
-0.291,-1.042,5.169
-0.187,-1.032,5.194
-0.082,-1.020,5.220
0.021,-1.006,5.246
0.125,-0.989,5.272
0.228,-0.971,5.299
0.330,-0.951,5.327
0.432,-0.929,5.355
0.534,-0.905,5.383
0.635,-0.879,5.412
0.735,-0.852,5.441
0.835,-0.822,5.471
0.934,-0.791,5.502
1.033,-0.759,5.533
1.131,-0.725,5.564
1.229,-0.689,5.596
1.325,-0.652,5.628
1.422,-0.613,5.661
1.517,-0.573,5.693
1.612,-0.532,5.726
1.706,-0.489,5.759
1.799,-0.445,5.792
1.892,-0.400,5.825
1.984,-0.353,5.858
2.075,-0.305,5.890
2.166,-0.257,5.923
2.256,-0.207,5.955
2.345,-0.156,5.986
2.434,-0.104,6.018
2.522,-0.051,6.048
2.609,0.003,6.079
2.695,0.058,6.108
2.781,0.114,6.137
2.866,0.170,6.164
2.951,0.228,6.191
3.035,0.286,6.216
3.118,0.344,6.240
3.201,0.404,6.263
3.283,0.463,6.285
3.365,0.524,6.305
3.446,0.585,6.300
3.527,0.647,6.279
3.608,0.710,6.256
3.687,0.773,6.231
3.767,0.837,6.206
3.846,0.902,6.179
3.924,0.968,6.152
4.002,1.035,6.123
4.079,1.102,6.094
4.155,1.171,6.064
4.231,1.240,6.033
4.306,1.310,6.002
4.380,1.382,5.970
4.453,1.454,5.938
4.526,1.527,5.906
4.597,1.601,5.874
4.668,1.676,5.841
4.737,1.753,5.809
4.806,1.830,5.777
4.874,1.908,5.745
4.940,1.987,5.713
5.005,2.068,5.682
5.069,2.149,5.651
5.132,2.232,5.621
5.194,2.315,5.591
5.254,2.400,5.562
5.313,2.486,5.533
5.371,2.572,5.505
5.427,2.660,5.478
5.481,2.749,5.451
5.534,2.839,5.424
5.585,2.930,5.398
5.635,3.022,5.372
5.683,3.115,5.347
5.729,3.209,5.323
5.773,3.304,5.298
5.815,3.400,5.274
5.856,3.497,5.251
5.894,3.595,5.228
5.931,3.693,5.205
5.965,3.793,5.183
5.997,3.893,5.161
6.027,3.995,5.140
6.054,4.097,5.119
6.079,4.199,5.098
6.102,4.303,5.077
6.121,4.407,5.057
6.139,4.512,5.037
6.153,4.618,5.017
6.165,4.724,4.997
6.173,4.830,4.977
6.179,4.937,4.958
6.181,5.044,4.939
6.181,5.151,4.921
6.177,5.258,4.903
6.171,5.364,4.885
6.162,5.470,4.868
6.150,5.576,4.851
6.135,5.681,4.835
6.117,5.786,4.819
6.096,5.891,4.805
6.072,5.995,4.791
6.045,6.099,4.778
6.015,6.202,4.767
5.982,6.304,4.758
5.946,6.405,4.752
5.906,6.506,4.749
5.864,6.604,4.747
5.818,6.702,4.746
5.769,6.798,4.745
5.717,6.893,4.744
5.661,6.985,4.743
5.603,7.077,4.742
5.541,7.166,4.741
5.476,7.253,4.739
5.408,7.338,4.738
5.337,7.420,4.737
5.263,7.500,4.736
5.186,7.577,4.735
5.106,7.652,4.734
5.022,7.723,4.732
4.936,7.791,4.731
4.847,7.856,4.730
4.755,7.917,4.729
4.661,7.974,4.728
4.564,8.027,4.727
4.465,8.076,4.725
4.363,8.121,4.724
4.260,8.161,4.723
