# x_m, y_m, v_mps
-7.930,-2.496,5.808
-7.875,-2.505,5.819
-7.819,-2.514,5.830
-7.764,-2.521,5.841
-7.709,-2.528,5.853
-7.654,-2.535,5.865
-7.599,-2.541,5.878
-7.544,-2.546,5.891
-7.489,-2.550,5.905
-7.434,-2.554,5.919
-7.380,-2.557,5.933
-7.325,-2.559,5.948
-7.270,-2.561,5.963
-7.215,-2.563,5.979
-7.161,-2.563,5.995
-7.106,-2.564,6.012
-7.052,-2.563,6.029
-6.998,-2.562,6.047
-6.943,-2.561,6.065
-6.889,-2.559,6.083
-6.835,-2.557,6.102
-6.781,-2.554,6.121
-6.728,-2.551,6.141
-6.674,-2.547,6.161
-6.621,-2.543,6.182
-6.567,-2.538,6.203
-6.514,-2.533,6.225
-6.461,-2.528,6.247
-6.408,-2.522,6.269
-6.355,-2.516,6.292
-6.302,-2.509,6.315
-6.249,-2.503,6.339
-6.197,-2.495,6.363
-6.145,-2.488,6.386
-6.092,-2.480,6.410
-6.040,-2.472,6.433
-5.988,-2.463,6.456
-5.937,-2.454,6.479
-5.885,-2.445,6.501
-5.833,-2.436,6.524
-5.782,-2.426,6.546
-5.731,-2.416,6.569
-5.679,-2.406,6.591
-5.628,-2.396,6.613
-5.578,-2.385,6.635
-5.527,-2.375,6.656
-5.476,-2.364,6.678
-5.426,-2.353,6.699
-5.375,-2.342,6.720
-5.325,-2.330,6.741
-5.275,-2.319,6.762
-5.225,-2.307,6.783
-5.175,-2.295,6.804
-5.125,-2.283,6.824
-5.076,-2.271,6.845
-5.026,-2.259,6.865
-4.977,-2.247,6.885
-4.927,-2.234,6.905
-4.878,-2.222,6.925
-4.829,-2.210,6.945
-4.780,-2.197,6.965
-4.731,-2.185,6.984
-4.682,-2.172,7.004
-4.634,-2.160,7.023
-4.585,-2.147,7.042
-4.537,-2.135,7.061
-4.488,-2.122,7.080
-4.440,-2.109,7.099
-4.391,-2.097,7.118
-4.343,-2.084,7.136
-4.294,-2.072,7.155
-4.246,-2.059,7.173
-4.198,-2.047,7.191
-4.150,-2.034,7.209
-4.101,-2.022,7.228
-4.053,-2.009,7.246
-4.005,-1.997,7.264
-3.956,-1.984,7.281
-3.908,-1.972,7.299
-3.859,-1.959,7.317
-3.811,-1.947,7.335
-3.762,-1.934,7.352
-3.713,-1.921,7.370
-3.665,-1.909,7.388
-3.616,-1.896,7.405
-3.567,-1.883,7.422
-3.518,-1.870,7.440
-3.470,-1.857,7.457
-3.421,-1.844,7.474
-3.372,-1.831,7.491
-3.323,-1.818,7.508
-3.274,-1.805,7.525
-3.226,-1.792,7.542
-3.177,-1.778,7.559
-3.128,-1.765,7.575
-3.080,-1.752,7.592
-3.031,-1.738,7.609
-2.983,-1.725,7.625
-2.934,-1.711,7.641
-2.886,-1.698,7.658
-2.837,-1.684,7.674
-2.789,-1.671,7.690
-2.741,-1.657,7.706
-2.692,-1.644,7.722
-2.644,-1.630,7.738
-2.596,-1.616,7.715
-2.547,-1.603,7.683
-2.499,-1.589,7.651
-2.451,-1.575,7.618
-2.402,-1.562,7.586
-2.354,-1.548,7.553
-2.306,-1.534,7.521
-2.257,-1.520,7.488
-2.209,-1.506,7.455
-2.160,-1.492,7.423
-2.112,-1.478,7.390
-2.063,-1.464,7.358
-2.015,-1.450,7.326
-1.966,-1.436,7.294
-1.918,-1.421,7.263
-1.869,-1.407,7.231
-1.820,-1.392,7.200
-1.772,-1.378,7.169
-1.723,-1.363,7.138
-1.674,-1.348,7.107
-1.625,-1.333,7.077
-1.576,-1.317,7.047
-1.527,-1.302,7.017
-1.478,-1.286,6.987
-1.429,-1.271,6.958
-1.380,-1.255,6.929
-1.331,-1.239,6.900
-1.282,-1.222,6.871
-1.233,-1.206,6.842
-1.184,-1.189,6.814
-1.135,-1.172,6.786
-1.086,-1.155,6.758
-1.037,-1.137,6.731
-0.988,-1.119,6.704
-0.939,-1.102,6.677
-0.890,-1.083,6.651
-0.841,-1.065,6.624
-0.792,-1.046,6.599
-0.744,-1.027,6.573
-0.695,-1.007,6.548
-0.646,-0.988,6.523
-0.597,-0.967,6.499
-0.548,-0.947,6.475
-0.500,-0.926,6.452
-0.451,-0.905,6.429
-0.403,-0.884,6.406
-0.354,-0.862,6.384
-0.306,-0.840,6.362
-0.258,-0.817,6.341
-0.209,-0.794,6.320
-0.161,-0.771,6.299
-0.113,-0.747,6.279
-0.066,-0.723,6.259
-0.018,-0.698,6.240
0.030,-0.673,6.221
0.077,-0.647,6.203
0.124,-0.621,6.184
0.172,-0.595,6.167
0.219,-0.568,6.149
0.265,-0.540,6.132
0.312,-0.513,6.116
0.358,-0.484,6.100
0.405,-0.455,6.084
0.451,-0.426,6.069
0.496,-0.396,6.054
0.542,-0.365,6.039
0.587,-0.334,6.025
0.632,-0.303,6.011
0.677,-0.271,5.998
0.721,-0.238,5.985
0.765,-0.205,5.972
0.809,-0.171,5.960
0.852,-0.137,5.949
0.895,-0.102,5.937
0.938,-0.066,5.927
0.980,-0.030,5.916
1.022,0.006,5.906
1.063,0.043,5.897
1.104,0.081,5.887
1.145,0.119,5.878
1.185,0.158,5.870
1.225,0.198,5.862
1.264,0.238,5.854
1.303,0.279,5.847
1.342,0.321,5.840
