# x_m, y_m, v_mps
-7.776,-1.609,5.308
-7.732,-1.617,5.322
-7.689,-1.623,5.336
-7.645,-1.629,5.351
-7.601,-1.635,5.366
-7.557,-1.640,5.382
-7.512,-1.645,5.398
-7.468,-1.649,5.414
-7.423,-1.652,5.431
-7.378,-1.655,5.448
-7.333,-1.658,5.465
-7.288,-1.660,5.483
-7.243,-1.662,5.501
-7.198,-1.663,5.520
-7.152,-1.663,5.539
-7.107,-1.664,5.559
-7.061,-1.663,5.579
-7.016,-1.663,5.599
-6.970,-1.662,5.620
-6.924,-1.660,5.642
-6.878,-1.658,5.664
-6.832,-1.656,5.686
-6.786,-1.653,5.709
-6.740,-1.650,5.733
-6.694,-1.646,5.757
-6.648,-1.642,5.781
-6.602,-1.638,5.804
-6.555,-1.633,5.828
-6.509,-1.628,5.852
-6.463,-1.622,5.875
-6.416,-1.617,5.899
-6.370,-1.611,5.922
-6.323,-1.604,5.945
-6.277,-1.597,5.969
-6.230,-1.590,5.992
-6.183,-1.583,6.015
-6.137,-1.575,6.037
-6.090,-1.567,6.060
-6.043,-1.559,6.083
-5.996,-1.551,6.106
-5.949,-1.542,6.128
-5.903,-1.533,6.151
-5.856,-1.524,6.173
-5.809,-1.514,6.195
-5.762,-1.504,6.218
-5.715,-1.495,6.240
-5.667,-1.484,6.262
-5.620,-1.474,6.284
-5.573,-1.464,6.306
-5.526,-1.453,6.328
-5.479,-1.442,6.349
-5.431,-1.431,6.371
-5.384,-1.420,6.393
-5.336,-1.408,6.414
-5.289,-1.397,6.436
-5.241,-1.385,6.457
-5.194,-1.373,6.479
-5.146,-1.361,6.500
-5.098,-1.349,6.521
-5.051,-1.337,6.542
-5.003,-1.325,6.563
-4.955,-1.313,6.584
-4.907,-1.301,6.605
-4.859,-1.288,6.626
-4.810,-1.276,6.647
-4.762,-1.263,6.668
-4.714,-1.251,6.688
-4.666,-1.238,6.709
-4.617,-1.226,6.729
-4.569,-1.213,6.750
-4.521,-1.201,6.770
-4.472,-1.188,6.791
-4.424,-1.175,6.811
-4.375,-1.163,6.831
-4.327,-1.150,6.851
-4.278,-1.138,6.871
-4.230,-1.125,6.890
-4.181,-1.113,6.910
-4.133,-1.100,6.930
-4.085,-1.088,6.949
-4.037,-1.075,6.968
-3.988,-1.063,6.988
-3.940,-1.050,7.007
-3.892,-1.038,7.026
-3.844,-1.025,7.045
-3.796,-1.013,7.063
-3.749,-1.000,7.082
-3.701,-0.987,7.101
-3.653,-0.975,7.119
-3.605,-0.962,7.138
-3.558,-0.949,7.156
-3.510,-0.936,7.174
-3.462,-0.923,7.192
-3.414,-0.910,7.210
-3.367,-0.897,7.228
-3.319,-0.884,7.246
-3.271,-0.871,7.264
-3.223,-0.857,7.282
-3.175,-0.844,7.299
-3.127,-0.831,7.317
-3.080,-0.818,7.335
-3.032,-0.804,7.352
-2.984,-0.791,7.369
-2.936,-0.777,7.387
-2.888,-0.764,7.404
-2.840,-0.750,7.421
-2.792,-0.737,7.401
-2.745,-0.723,7.367
-2.697,-0.710,7.332
-2.649,-0.696,7.297
-2.601,-0.682,7.262
-2.553,-0.669,7.228
-2.506,-0.655,7.193
-2.458,-0.641,7.158
-2.410,-0.628,7.124
-2.363,-0.614,7.089
-2.315,-0.600,7.055
-2.268,-0.586,7.020
-2.221,-0.572,6.986
-2.173,-0.558,6.952
-2.126,-0.544,6.918
-2.079,-0.530,6.884
-2.032,-0.516,6.851
-1.985,-0.502,6.817
-1.939,-0.488,6.784
-1.892,-0.473,6.751
-1.845,-0.459,6.718
-1.799,-0.444,6.685
-1.753,-0.429,6.652
-1.706,-0.414,6.620
-1.660,-0.399,6.588
-1.614,-0.384,6.556
-1.569,-0.369,6.524
-1.523,-0.354,6.493
-1.477,-0.338,6.461
-1.432,-0.322,6.430
-1.387,-0.306,6.399
-1.342,-0.290,6.369
-1.297,-0.274,6.339
-1.252,-0.257,6.309
-1.207,-0.241,6.279
-1.162,-0.224,6.250
-1.118,-0.207,6.221
