# x_m, y_m, v_mps
0.360,-0.189,7.892
0.451,-0.146,7.971
0.541,-0.103,7.955
0.631,-0.061,7.872
0.722,-0.018,7.787
0.813,0.025,7.701
0.904,0.068,7.614
0.995,0.112,7.528
1.086,0.156,7.442
1.177,0.200,7.356
1.268,0.245,7.271
1.359,0.290,7.187
1.451,0.335,7.103
1.542,0.382,7.022
1.633,0.428,6.941
1.724,0.476,6.862
1.816,0.524,6.785
1.907,0.573,6.709
1.998,0.623,6.635
2.089,0.674,6.563
2.180,0.726,6.494
2.270,0.779,6.426
2.361,0.834,6.360
2.451,0.889,6.296
2.540,0.946,6.235
2.629,1.004,6.176
2.718,1.064,6.119
2.806,1.125,6.064
2.893,1.187,6.012
2.980,1.251,5.962
3.066,1.317,5.914
3.151,1.385,5.868
3.235,1.454,5.824
3.318,1.525,5.782
3.400,1.598,5.743
3.480,1.673,5.705
3.560,1.749,5.669
3.638,1.828,5.635
3.714,1.909,5.604
3.789,1.991,5.573
3.862,2.076,5.545
3.933,2.163,5.518
4.002,2.252,5.493
4.069,2.343,5.468
4.134,2.436,5.445
4.197,2.532,5.423
4.257,2.631,5.403
4.314,2.732,5.382
4.369,2.835,5.363
4.419,2.940,5.345
4.466,3.047,5.327
4.510,3.156,5.310
4.549,3.266,5.293
4.585,3.377,5.277
4.617,3.489,5.260
4.645,3.601,5.244
4.670,3.715,5.228
4.690,3.829,5.212
4.707,3.943,5.195
4.721,4.058,5.179
4.731,4.173,5.161
4.737,4.288,5.143
4.739,4.403,5.125
4.738,4.519,5.105
4.734,4.634,5.084
4.726,4.748,5.063
4.714,4.863,5.040
4.699,4.977,5.016
4.680,5.090,4.991
4.658,5.203,4.965
4.633,5.315,4.938
4.604,5.427,4.912
4.571,5.537,4.886
4.535,5.647,4.860
4.496,5.755,4.834
4.454,5.862,4.810
4.408,5.968,4.786
4.359,6.072,4.764
4.306,6.176,4.743
4.250,6.277,4.725
4.190,6.377,4.708
4.127,6.475,4.695
4.060,6.572,4.684
3.990,6.666,4.677
3.916,6.758,4.672
3.838,6.847,4.671
3.757,6.934,4.670
3.672,7.018,4.669
3.584,7.099,4.667
3.492,7.176,4.666
3.396,7.250,4.665
3.296,7.320,4.664
3.194,7.386,4.662
3.087,7.448,4.661
2.978,7.504,4.660
2.865,7.556,4.659
2.749,7.602,4.657
2.630,7.643,4.656
2.508,7.677,4.655
2.384,7.705,4.653
2.257,7.726,4.652
2.128,7.740,4.651
1.998,7.746,4.649
1.866,7.744,4.648
1.734,7.733,4.646
