# x_m, y_m, v_mps
-0.065,0.716,7.403
0.024,0.759,7.482
0.114,0.801,7.449
0.204,0.843,7.368
0.294,0.886,7.284
0.384,0.928,7.199
0.473,0.971,7.113
0.562,1.013,7.027
0.650,1.056,6.940
0.739,1.099,6.853
0.827,1.142,6.766
0.914,1.185,6.679
1.001,1.229,6.592
1.088,1.273,6.507
1.174,1.317,6.422
1.260,1.361,6.338
1.345,1.406,6.255
1.429,1.452,6.174
1.513,1.498,6.094
1.596,1.544,6.015
1.678,1.591,5.938
1.760,1.639,5.863
1.840,1.688,5.790
1.920,1.737,5.718
1.999,1.787,5.648
2.077,1.838,5.580
2.154,1.890,5.515
2.230,1.942,5.451
2.305,1.996,5.389
2.378,2.050,5.328
2.451,2.106,5.270
2.522,2.162,5.213
2.592,2.220,5.158
2.660,2.278,5.104
2.728,2.338,5.052
2.793,2.399,5.000
2.857,2.461,4.952
2.920,2.524,4.906
2.980,2.588,4.862
3.039,2.653,4.821
3.097,2.720,4.783
3.152,2.787,4.746
3.205,2.856,4.712
3.256,2.925,4.680
3.305,2.995,4.651
3.352,3.066,4.623
3.395,3.138,4.597
3.437,3.211,4.573
3.475,3.284,4.551
3.511,3.358,4.530
3.544,3.434,4.512
3.575,3.511,4.494
3.603,3.589,4.476
3.628,3.667,4.459
3.651,3.747,4.442
3.671,3.828,4.426
3.689,3.910,4.409
3.704,3.992,4.393
3.716,4.075,4.376
3.726,4.158,4.360
3.733,4.242,4.343
3.737,4.326,4.327
3.739,4.410,4.310
3.739,4.494,4.293
3.735,4.578,4.275
3.729,4.662,4.258
3.721,4.746,4.239
3.710,4.830,4.221
3.696,4.913,4.202
3.680,4.996,4.182
3.661,5.079,4.162
3.640,5.160,4.141
3.616,5.241,4.119
3.590,5.321,4.097
3.561,5.401,4.074
3.530,5.479,4.051
3.497,5.556,4.028
3.461,5.632,4.006
3.423,5.706,3.985
3.383,5.779,3.966
3.340,5.851,3.949
3.295,5.920,3.935
3.249,5.988,3.924
3.200,6.053,3.916
3.149,6.117,3.914
3.095,6.178,3.913
3.040,6.237,3.912
2.983,6.293,3.911
2.925,6.347,3.911
2.864,6.398,3.910
2.802,6.446,3.909
2.738,6.490,3.909
2.673,6.532,3.908
2.607,6.571,3.907
2.539,6.605,3.907
2.471,6.637,3.906
2.402,6.664,3.905
2.332,6.688,3.905
2.262,6.708,3.904
2.192,6.724,3.904
2.122,6.735,3.903
2.052,6.743,3.902
1.983,6.746,3.902
1.916,6.745,3.901
1.849,6.739,3.901
1.784,6.730,3.900
1.718,6.715,3.899
1.653,6.696,3.900
1.588,6.673,3.904
1.522,6.645,3.914
1.457,6.613,3.928
1.392,6.577,3.947
1.328,6.537,3.970
1.264,6.493,3.999
1.201,6.445,4.032
1.140,6.395,4.071
1.079,6.341,4.114
1.020,6.284,4.162
0.962,6.224,4.215
0.905,6.162,4.274
0.849,6.097,4.340
0.794,6.030,4.412
0.740,5.960,4.491
0.687,5.888,4.577
0.634,5.815,4.676
0.583,5.739,4.788
0.531,5.662,4.912
0.480,5.583,5.040
0.429,5.502,5.166
0.378,5.420,5.290
0.327,5.336,5.412
0.275,5.252,5.533
0.222,5.166,5.652
