# s_m, x_opt_m, y_opt_m, d_opt_m, x_left_m, y_left_m, d_left_m, x_right_m, y_right_m, d_right_m, v_opt_mps, v_left_mps, v_right_mps, kappa_opt_radpm, kappa_left_radpm, kappa_right_radpm, psi_opt_rad, psi_left_rad, psi_right_rad, ax_opt_mps2, ax_left_mps2, ax_right_mps2
11.495176,6.287295,2.666847,0.000000,6.756258,3.242753,0.741276,6.133838,2.460069,-0.256034,4.692790,5.020434,4.383298,0.318855,0.260536,0.340924,2.396397,2.473318,2.473971,0.098146,0.416938,0.786946
11.595134,6.212774,2.733456,0.000000,6.661687,3.315050,0.733526,6.069801,2.509028,-0.263249,4.694880,5.030311,4.397746,0.310882,0.257785,0.335701,2.427866,2.507002,2.508372,0.286509,0.456267,0.842874
11.695092,6.136219,2.797718,0.000000,6.564496,3.383580,0.724737,6.003995,2.555426,-0.271388,4.700976,5.041086,4.413152,0.302196,0.254805,0.330191,2.458538,2.540388,2.542445,0.477982,0.499344,0.902776
11.795051,6.057741,2.859653,0.000000,6.464940,3.448244,0.714888,5.936154,2.599489,-0.280490,4.711129,5.052831,4.429669,0.291951,0.251577,0.324426,2.488236,2.573386,2.576072,0.694733,0.546616,0.965729
11.895009,5.977529,2.919242,0.000000,6.363431,3.508896,0.703988,5.866379,2.641175,-0.290558,4.725846,5.065607,4.447354,0.282024,0.248106,0.318394,2.516911,2.605943,2.609196,0.890008,0.597913,1.032049
11.994967,5.895619,2.976581,0.000000,6.156481,3.618028,0.677144,5.720335,2.718152,-0.312266,4.744634,5.094414,4.486778,0.272175,0.240456,0.305620,2.544618,2.669477,2.673521,1.072849,0.712516,1.172326
12.094925,5.812211,3.031650,0.000000,6.051493,3.666838,0.663853,5.644391,2.753456,-0.324771,4.767183,5.110581,4.508607,0.262396,0.236282,0.298878,2.571332,2.700329,2.704576,1.245665,0.775717,1.246729
12.194883,5.727391,3.084510,0.000000,5.945712,3.712049,0.649875,5.566687,2.786663,-0.338017,4.793231,5.128013,4.531914,0.253147,0.231861,0.291937,2.597083,2.730460,2.734745,1.398555,0.843365,1.323465
12.294841,5.641240,3.135219,0.000000,5.839290,3.753828,0.635297,5.487358,2.817802,-0.351930,4.822308,5.146781,4.556733,0.244510,0.227200,0.284779,2.621958,2.759818,2.763980,1.531278,0.915452,1.403250
12.394799,5.553908,3.183790,0.000000,5.732365,3.792333,0.620189,5.406548,2.846900,-0.366434,4.853945,5.166956,4.583107,0.235944,0.222286,0.277455,2.645964,2.788292,2.792147,1.659861,0.992474,1.485268
12.494757,5.465421,3.230301,0.000000,5.625071,3.827718,0.604639,5.324357,2.874004,-0.381465,4.888007,5.188612,4.611068,0.230032,0.217089,0.269965,2.669246,2.815655,2.819118,1.715334,1.075661,1.569901
12.594715,5.375902,3.274759,0.000000,5.517443,3.860156,0.588730,5.240917,2.899149,-0.396945,4.922960,5.211863,4.640643,0.224316,0.211652,0.262306,2.691953,2.841862,2.844792,1.766895,1.163786,1.657634
12.694673,5.285411,3.317197,0.000000,5.409597,3.889773,0.572534,5.156366,2.922367,-0.412799,4.958706,5.236777,4.671858,0.218682,0.205972,0.254454,2.714090,2.866857,2.869198,1.817942,1.257348,1.749488
12.794631,5.194008,3.357650,0.000000,5.301592,3.916708,0.556109,5.070752,2.943716,-0.428967,4.995218,5.263435,4.704784,0.213155,0.200069,0.246390,2.735672,2.890605,2.892399,1.867923,1.356002,1.846373
12.894589,5.101761,3.396148,0.000000,5.193534,3.941082,0.539524,4.984161,2.963247,-0.445384,5.032458,5.291896,4.739492,0.207695,0.193993,0.238153,2.756705,2.913147,2.914385,1.904063,1.458661,1.947765
12.994547,5.008745,3.432718,0.000000,5.085510,3.963023,0.522843,4.896661,2.981017,-0.461987,5.070136,5.322194,4.776044,0.202386,0.187755,0.229732,2.777199,2.934514,2.935242,1.936658,1.565508,2.054463
13.094505,4.914997,3.467403,0.000000,4.977553,3.982663,0.506121,4.808280,2.997094,-0.478721,5.108175,5.354373,4.814531,0.197116,0.181402,0.221170,2.797165,2.954741,2.955000,1.971323,1.675467,2.165853
13.194463,4.820590,3.500233,0.000000,4.869776,4.000122,0.489427,4.719104,3.011538,-0.495518,5.146606,5.388429,4.855000,0.191976,0.174951,0.212510,2.816609,2.973856,2.973670,2.005194,1.788765,2.281449
13.294421,4.725571,3.531244,0.000000,4.762200,4.015530,0.472818,4.629152,3.024421,-0.512323,5.185405,5.424385,4.897516,0.186957,0.168438,0.203770,2.835546,2.991879,2.991272,2.038602,1.904660,2.401310
13.394379,4.629970,3.560481,0.000000,4.654888,4.029012,0.456355,4.538480,3.035811,-0.529072,5.224555,5.462229,4.942120,0.181995,0.161899,0.195005,2.853988,3.008833,3.007831,2.073545,2.022683,2.524610
13.494337,4.533886,3.587964,0.000000,4.547894,4.040691,0.440099,4.447131,3.045781,-0.545701,5.264077,5.501941,4.988840,0.177169,0.155310,0.186226,2.871935,3.024748,3.023362,2.107435,2.144341,2.651669
13.594296,4.437304,3.613748,0.000000,4.441231,4.050693,0.424104,4.355112,3.054408,-0.562156,5.303944,5.543537,5.037725,0.172387,0.148698,0.177462,2.889406,3.039640,3.037910,2.143302,2.269385,2.768360
13.694254,4.340303,3.637861,0.000000,4.334966,4.059139,0.408436,4.262478,3.061769,-0.578367,5.344184,5.587006,5.088534,0.167679,0.142068,0.168741,2.906401,3.053543,3.051521,2.180175,2.398346,2.884852
13.794212,4.242914,3.660345,0.000000,4.229105,4.066151,0.393148,4.169233,3.067945,-0.594277,5.384807,5.632365,5.141240,0.163028,0.135422,0.160114,2.922928,3.066495,3.064232,2.218555,2.531838,3.004632
13.894170,4.145145,3.681244,0.000000,4.123683,4.071852,0.378300,4.075407,3.073018,-0.609819,5.425834,5.679624,5.195864,0.158433,0.128791,0.151628,2.938997,3.078536,3.076086,2.258524,2.669434,3.126816
13.994128,4.047099,3.700584,0.000000,4.018725,4.076360,0.363951,3.981019,3.077071,-0.624929,5.467284,5.728788,5.252410,0.153956,0.122184,0.143293,2.954606,3.089706,3.087122,2.297785,2.811418,3.251579
14.094086,3.948735,3.718419,0.000000,3.914233,4.079794,0.350155,3.886075,3.080191,-0.639544,5.509134,5.779867,5.310893,0.149521,0.115633,0.135149,2.969775,3.100042,3.097380,2.339162,2.957175,3.378064
14.194044,3.850129,3.734779,0.000000,3.810233,4.082272,0.336972,3.790596,3.082465,-0.653596,5.551413,5.832850,5.371297,0.145133,0.109156,0.127206,2.984500,3.109588,3.106904,2.382446,3.106681,3.506406
14.294002,3.751298,3.749707,0.000000,3.706704,4.083907,0.324452,3.694610,3.083980,-0.667018,5.594147,5.887739,5.433604,0.140784,0.102785,0.119474,2.998789,3.118388,3.115731,2.428008,3.259144,3.636659
14.393960,3.652243,3.763246,0.000000,3.603588,4.084802,0.312630,3.598194,3.084817,-0.679747,5.637364,5.944547,5.497758,0.136479,0.096580,0.111976,3.012649,3.126485,3.123900,2.475641,3.412280,3.768451
14.493918,3.553048,3.775428,0.000000,3.603588,4.084802,0.313138,3.598194,3.084817,-0.680805,5.681091,5.944547,5.497758,0.132221,0.096580,0.111976,3.026075,3.126485,3.123900,2.525269,3.412280,3.768451
14.593876,3.453674,3.786301,0.000000,3.500881,4.085048,0.302010,3.501364,3.085048,-0.692691,5.725351,6.003214,5.563735,0.127999,0.090561,0.104716,3.039082,3.133925,3.131446,2.577383,3.565695,3.901891
14.693834,3.354181,3.795900,0.000000,3.398398,4.084718,0.291622,3.404307,3.084736,-0.703789,5.770173,6.063780,5.631390,0.123812,0.084744,0.097719,3.051667,3.140748,3.138405,2.632087,3.718669,4.036519
14.793792,3.254577,3.804267,0.000000,3.296053,4.083847,0.281957,3.307120,3.083908,-0.714100,5.815591,6.126224,5.700630,0.119651,0.079145,0.091007,3.063834,3.147000,3.144814,2.689790,3.870680,4.171625
14.893750,3.154865,3.811443,0.000000,3.193850,4.082464,0.273002,3.209804,3.082591,-0.723641,5.861641,6.190468,5.771411,0.115524,0.073756,0.084596,3.075589,3.152725,3.150708,2.750297,4.022307,4.306480
14.993708,3.055100,3.817466,0.000000,3.091791,4.080598,0.264743,3.112357,3.080809,-0.732429,5.908355,6.256441,5.843683,0.111431,0.068573,0.078471,3.086931,3.157969,3.156122,2.813631,4.173991,4.441634
15.093666,2.955256,3.822379,0.000000,2.989878,4.078278,0.257168,3.014781,3.078588,-0.740478,5.955766,6.324084,5.917402,0.107364,0.063591,0.072611,3.097866,3.162777,3.161091,2.880274,4.326140,4.577901
15.193624,2.855373,3.826219,0.000000,2.888087,4.075531,0.250261,2.917107,3.075952,-0.747804,6.003912,6.393362,5.992517,0.103228,0.058803,0.067011,3.108393,3.167195,3.165652,2.954965,4.479189,4.715361
15.293582,2.755456,3.829028,0.000000,2.786403,4.072377,0.243999,2.819344,3.072920,-0.754431,6.052909,6.464244,6.068993,0.099058,0.054206,0.061646,3.118503,3.171267,3.169837,3.036218,4.633436,4.855144
15.393541,2.655507,3.830848,0.000000,2.684836,4.068839,0.238362,2.721493,3.069511,-0.760385,6.102843,6.536683,6.146822,0.094814,0.049793,0.056504,3.128197,3.175034,3.173683,3.126364,4.789256,4.997768
15.493499,2.555558,3.831721,0.000000,2.583401,4.064939,0.233332,2.623535,3.065745,-0.765687,6.153837,6.610639,6.226017,0.090033,0.045557,0.051574,3.137435,3.178530,3.177223,3.249875,4.947241,5.143633
15.593457,2.455597,3.831695,0.000000,2.482098,4.060704,0.228884,2.525469,3.061645,-0.770364,6.206401,6.686087,6.306583,0.085266,0.041494,0.046846,3.146196,3.181785,3.180485,3.378886,5.107678,5.293222
15.693415,2.355643,3.830817,0.000000,2.380927,4.056158,0.224996,2.427301,3.057234,-0.774443,6.260583,6.763009,6.388528,0.080402,0.037595,0.042313,3.154478,3.184803,3.183494,3.520017,5.271238,5.446961
15.793373,2.255700,3.829136,0.000000,2.279884,4.051324,0.221641,2.329032,3.052533,-0.777953,6.316535,6.841400,6.471867,0.075489,0.033848,0.037969,3.162269,3.187589,3.186269,3.671479,5.438711,5.605133
15.893331,2.155769,3.826700,0.000000,2.178969,4.046228,0.218793,2.230660,3.047565,-0.780925,6.374370,6.921261,6.556617,0.070594,0.030244,0.033805,3.169570,3.190143,3.188811,3.830314,5.611017,5.768301
15.993289,2.055862,3.823560,0.000000,2.078180,4.040892,0.216425,2.132188,3.042352,-0.783390,6.434154,7.002606,6.642805,0.065743,0.026768,0.029813,3.176384,3.192470,3.191121,3.995720,5.790428,5.937043
16.093247,1.955975,3.819762,0.000000,1.977517,4.035340,0.214510,2.033615,3.036915,-0.785378,6.495933,7.085481,6.730461,0.060898,0.023410,0.025987,3.182713,3.194572,3.193204,4.170879,6.007580,6.111795
16.193205,1.856113,3.815357,0.000000,1.876977,4.029595,0.213022,1.934938,3.031276,-0.786917,6.559800,7.170356,6.819623,0.056044,0.020158,0.022324,3.188558,3.196447,3.195060,4.357616,6.227098,6.292935
16.293163,1.756279,3.810393,0.000000,1.776563,4.023680,0.211935,1.836158,3.025458,-0.788039,6.625868,7.257186,6.910328,0.051187,0.017003,0.018822,3.193917,3.198093,3.196691,4.556804,3.101500,6.480747
16.393121,1.656471,3.804918,0.000000,1.676270,4.017620,0.211223,1.737272,3.019482,-0.788770,6.694259,7.300000,7.002621,0.046376,0.013939,0.015478,3.198792,3.199511,3.198096,4.766460,0.000000,6.676187
16.493079,1.556688,3.798980,0.000000,1.576102,4.011437,0.210859,1.638279,3.013372,-0.789141,6.765057,7.300000,7.096549,0.041748,0.010959,0.012292,3.203196,3.200702,3.199276,4.978093,0.000000,6.897199
16.593037,1.456933,3.792625,0.000000,1.476057,4.005155,0.210821,1.539177,3.007149,-0.789176,6.838216,7.300000,7.192408,0.037121,0.008060,0.009262,3.207138,3.201667,3.200232,5.205432,0.000000,7.118015
16.692995,1.357201,3.785901,0.000000,1.376127,3.998797,0.211084,1.439965,3.000837,-0.788903,6.913888,7.300000,7.290129,0.032591,0.005238,0.006387,3.210621,3.202409,3.200963,5.442906,0.000000,0.723557
16.792953,1.257491,3.778851,0.000000,1.276318,3.992386,0.211625,1.340648,2.994457,-0.788346,6.992137,7.300000,7.300000,0.028103,0.002494,0.003668,3.213654,3.202928,3.201469,5.696026,0.000000,0.000000
16.892911,1.157803,3.771522,0.000000,1.176620,3.985944,0.212421,1.241218,2.988032,-0.787529,7.073097,7.300000,7.300000,0.023632,-0.000169,0.001106,3.216239,3.203223,3.201744,5.996721,0.000000,0.000000
16.992869,1.058130,3.763957,0.000000,1.077036,3.979493,0.213451,1.141681,2.981585,-0.786476,7.157342,7.300000,7.300000,0.019225,-0.002749,-0.001299,3.218381,3.203295,3.201783,6.309933,0.000000,0.000000
17.092827,0.958475,3.756201,0.000000,0.977562,3.973056,0.214691,1.042034,2.975136,-0.785211,7.244929,7.300000,7.300000,0.014818,-0.005240,-0.003545,3.220082,3.203137,3.201576,4.006664,0.000000,0.000000
17.192786,0.858829,3.748296,0.000000,0.878196,3.966654,0.216121,0.942271,2.968709,-0.783757,7.300000,7.300000,7.300000,0.010305,-0.007634,-0.005631,3.221340,3.202740,3.201114,0.000000,0.000000,0.000000
17.292744,0.759192,3.740290,0.000000,0.778940,3.960310,0.217718,0.842395,2.962326,-0.782136,7.300000,7.300000,7.300000,0.005748,-0.009924,-0.007555,3.222142,3.202096,3.200388,0.000000,0.000000,0.000000
17.392702,0.659562,3.732226,0.000000,0.679786,3.954046,0.219460,0.742403,2.956008,-0.780373,7.300000,7.300000,7.300000,0.001299,-0.012099,-0.009316,3.222490,3.201194,3.199388,0.000000,0.000000,0.000000
17.492660,0.559929,3.724149,0.000000,0.580725,3.947881,0.221323,0.642308,2.949779,-0.778493,7.300000,7.300000,7.300000,-0.002777,-0.014150,-0.010911,3.222416,3.200023,3.198106,0.000000,0.000000,0.000000
17.592618,0.460297,3.716099,0.000000,0.481759,3.941834,0.223284,0.542109,2.943657,-0.776517,7.300000,7.300000,7.300000,-0.006853,-0.016059,-0.012339,3.221935,3.198573,3.196532,0.000000,0.000000,0.000000
17.692576,0.360658,3.708119,0.000000,0.382895,3.935927,0.225326,0.441786,2.937663,-0.774464,7.300000,7.300000,7.300000,-0.011855,-0.017809,-0.013595,3.221012,3.196833,3.194652,0.000000,0.000000,0.000000
17.792534,0.261010,3.700256,0.000000,0.284143,3.930184,0.227427,0.341337,2.931821,-0.772358,7.300000,7.300000,7.300000,-0.017195,-0.019380,-0.014676,3.219560,3.194792,3.192454,0.000000,0.000000,0.000000
17.892492,0.161348,3.692565,0.000000,0.185522,3.924629,0.229559,0.240740,2.926155,-0.770226,7.300000,7.300000,7.300000,-0.022923,-0.020756,-0.015577,3.217570,3.192435,3.189941,0.000000,0.000000,0.000000
17.992450,0.061669,3.685104,0.000000,0.087075,3.919298,0.231703,0.139939,2.920696,-0.768088,7.300000,7.300000,7.300000,-0.029864,-0.021924,-0.016294,3.214932,3.189743,3.187120,0.000000,0.000000,0.000000
18.092408,-0.038032,3.677940,0.000000,-0.011196,3.914227,0.233831,0.038932,2.915484,-0.765971,7.300000,7.300000,7.300000,-0.036806,-0.022872,-0.016821,3.211600,3.186714,3.184004,0.000000,0.000000,0.000000
18.192366,-0.137760,3.671142,0.000000,-0.109268,3.909457,0.235916,-0.062297,2.910561,-0.763903,7.300000,7.300000,7.300000,-0.043000,-0.023591,-0.017153,3.207602,3.183354,3.180613,0.000000,0.000000,0.000000
18.292324,-0.237515,3.664773,0.000000,-0.207142,3.905027,0.237937,-0.163763,2.905968,-0.761900,7.300000,7.300000,7.300000,-0.048954,-0.024073,-0.017285,3.203006,3.179672,3.176969,0.000000,0.000000,0.000000
18.392282,-0.337298,3.658892,0.000000,-0.304819,3.900979,0.239879,-0.265457,2.901754,-0.759979,7.300000,7.300000,7.300000,-0.053363,-0.024313,-0.017217,3.197835,3.175687,3.173107,0.000000,0.000000,0.000000
18.492240,-0.437112,3.653539,0.000000,-0.402307,3.897352,0.241726,-0.367372,2.897962,-0.758147,7.300000,7.300000,7.300000,-0.053436,-0.024309,-0.016946,3.192498,3.171421,3.169063,0.000000,0.000000,0.000000
18.592198,-0.536954,3.648720,0.000000,-0.499604,3.894183,0.243507,-0.469512,2.894636,-0.756373,7.300000,7.300000,7.300000,-0.053502,-0.024060,-0.016473,3.187153,3.166908,3.164878,0.000000,0.000000,0.000000
18.692156,-0.636816,3.644430,0.000000,-0.596670,3.891516,0.245263,-0.571918,2.891822,-0.754615,7.300000,7.300000,7.300000,-0.049092,-0.023567,-0.015797,3.181975,3.162194,3.160591,0.000000,0.000000,0.000000
18.792114,-0.736702,3.640630,0.000000,-0.693476,3.889399,0.247064,-0.674598,2.889577,-0.752793,7.300000,7.300000,7.300000,-0.043373,-0.022830,-0.014920,3.177354,3.157327,3.156245,0.000000,0.000000,0.000000
18.892072,-0.836606,3.637264,0.000000,-0.886666,3.886967,0.251165,-0.880448,2.886987,-0.748510,7.300000,7.300000,7.300000,-0.037691,-0.020630,-0.012559,3.173303,3.147390,3.147539,0.000000,0.000000,0.000000
18.992031,-0.936517,3.634273,0.000000,-0.983201,3.886679,0.253622,-0.983448,2.886679,-0.745973,7.300000,7.300000,7.300000,-0.032106,-0.019166,-0.011074,3.169815,3.142452,3.143263,0.000000,0.000000,0.000000
19.091989,-1.036442,3.631604,0.000000,-1.079794,3.887011,0.256422,-1.086385,2.887032,-0.743070,7.300000,7.300000,7.300000,-0.026525,-0.017459,-0.009382,3.166885,3.137626,3.139099,0.000000,0.000000,0.000000
19.191947,-1.136371,3.629199,0.000000,-1.176491,3.887947,0.259599,-1.189228,2.888028,-0.739765,7.300000,7.300000,7.300000,-0.021042,-0.015506,-0.007481,3.164508,3.132979,3.135093,0.000000,0.000000,0.000000
19.291905,-1.236305,3.627005,0.000000,-1.273332,3.889467,0.263185,-1.291901,2.889640,-0.736029,7.300000,7.300000,7.300000,-0.015584,-0.013306,-0.005367,3.162678,3.128577,3.131291,0.000000,0.000000,0.000000
19.391863,-1.336244,3.624966,0.000000,-1.370450,3.891531,0.267190,-1.394280,2.891815,-0.731858,7.300000,7.300000,7.300000,-0.010134,-0.010858,-0.003037,3.161393,3.124483,3.127741,0.000000,0.000000,0.000000
19.491821,-1.436184,3.623028,0.000000,-1.467850,3.894086,0.271612,-1.496356,2.894492,-0.727257,7.300000,7.300000,7.300000,-0.004698,-0.008161,-0.000486,3.160651,3.120763,3.124489,0.000000,0.000000,0.000000
19.591779,-1.536123,3.621138,0.000000,-1.565584,3.897074,0.276443,-1.598068,2.897602,-0.722239,7.300000,7.300000,7.300000,0.000739,-0.005212,0.002290,3.160453,3.117485,3.121583,-6.845201,0.000000,-6.803147
19.691737,-1.636066,3.619240,0.000000,-1.663675,3.900427,0.281666,-1.699400,2.901066,-0.716825,7.205660,7.300000,7.204890,0.006135,-0.002010,0.005295,3.160797,3.114712,3.119072,-7.181841,0.000000,-7.397301
19.791695,-1.736005,3.617281,0.000000,-1.762123,3.904076,0.287262,-1.800355,2.904808,-0.711037,7.105334,7.300000,7.100411,0.011523,0.001449,0.008535,3.161680,3.112488,3.117008,-6.781069,0.000000,-7.142126
19.891653,-1.835941,3.615207,0.000000,-1.860926,3.907951,0.293214,-1.900939,2.908752,-0.704894,7.009288,7.300000,6.998426,0.016901,0.005163,0.012016,3.163101,3.110854,3.115447,-6.430922,-3.124220,-6.907152
19.991611,-1.935879,3.612963,0.000000,-1.960086,3.911980,0.299502,-2.001156,2.912824,-0.698415,6.916970,7.257403,6.898724,0.022255,0.009129,0.015741,3.165058,3.109843,3.114433,-6.112620,-7.044291,-6.676916
20.091569,-2.035801,3.610498,0.000000,-2.059592,3.916094,0.306110,-2.101020,2.916952,-0.691619,6.828065,7.160084,6.801300,0.027614,0.013341,0.019712,3.167550,3.109478,3.114002,-5.817067,-6.712980,-6.452002
20.191527,-2.135729,3.607757,0.000000,-2.159441,3.920223,0.313023,-2.200540,2.921068,-0.684521,6.742369,7.065768,6.706145,0.033025,0.017793,0.023929,3.170581,3.109781,3.114188,-5.544203,-6.389147,-6.232377
20.291485,-2.235639,3.604686,0.000000,-2.259635,3.924299,0.320226,-2.299723,2.925103,-0.677136,6.659667,6.974504,6.613249,0.038452,0.022476,0.028392,3.174153,3.110761,3.115015,-5.292084,-6.094968,-6.017680
20.391443,-2.335535,3.601231,0.000000,-2.360167,3.928254,0.327707,-2.398578,2.928992,-0.669475,6.579756,6.886022,6.522606,0.043890,0.027379,0.033102,3.178268,3.112421,3.116505,-5.058358,-5.810768,-5.808409
20.491401,-2.435425,3.597337,0.000000,-2.461038,3.932019,0.335454,-2.497108,2.932669,-0.661551,6.502457,6.800309,6.434205,0.049342,0.032488,0.038056,3.182928,3.114763,3.118670,-4.841548,-5.536298,-5.603817
20.591359,-2.535275,3.592951,0.000000,-2.562252,3.935525,0.343458,-2.595319,2.936072,-0.653375,6.427600,6.717353,6.348040,0.054805,0.037787,0.043250,3.188132,3.117784,3.121513,-4.638647,-5.273089,-5.405244
20.691317,-2.635124,3.588018,0.000000,-2.663801,3.938704,0.351706,-2.693207,2.939137,-0.644958,6.355053,6.637119,6.264094,0.060302,0.043257,0.048684,3.193886,3.121480,3.125036,-4.449381,-5.018947,-5.210524
20.791276,-2.734927,3.582483,0.000000,-2.765699,3.941487,0.360190,-2.790783,2.941801,-0.636311,6.284680,6.559582,6.182367,0.065816,0.048885,0.054355,3.200189,3.125846,3.129238,-4.272257,-4.775680,-5.021192
20.891234,-2.834689,3.576292,0.000000,-2.867934,3.943803,0.368898,-2.888036,2.944005,-0.627445,6.216358,6.484704,6.102848,0.071353,0.054650,0.060261,3.207044,3.130883,3.134113,-4.105661,-4.542561,-4.836558
20.991192,-2.934419,3.569389,0.000000,-2.970509,3.945581,0.377821,-2.984968,2.945685,-0.618369,6.149985,6.412437,6.025527,0.076924,0.060538,0.066402,3.214455,3.136586,3.139662,-3.949671,-4.317963,-4.655119
21.091150,-3.034065,3.561721,0.000000,-3.073429,3.946750,0.386950,-3.081585,2.946783,-0.609093,6.085451,6.342750,5.950411,0.082510,0.066534,0.072772,3.222422,3.142956,3.145880,-3.801968,-4.104380,-4.479587
21.191108,-3.133678,3.553229,0.000000,-3.176675,3.947238,0.396274,-3.177865,2.947239,-0.599629,6.022677,6.275583,5.877482,0.088140,0.072624,0.079370,3.230952,3.149994,3.152767,-3.662935,-3.897693,-4.305771
21.291066,-3.233192,3.543861,0.000000,-3.280266,3.946972,0.405786,-3.273827,2.946993,-0.589984,5.961574,6.210911,5.806756,0.093794,0.078797,0.086193,3.240044,3.157698,3.160323,-3.531584,-3.700400,-4.136650
21.391024,-3.332613,3.533561,0.000000,-3.384176,3.945877,0.415473,-3.369444,2.945986,-0.580170,5.902062,6.148687,5.738231,0.099478,0.085040,0.093237,3.249703,3.166073,3.168548,-3.406752,-3.511336,-3.971071
21.490982,-3.431942,3.522271,0.000000,-3.488403,3.943880,0.425327,-3.464714,2.944161,-0.570197,5.844080,6.088864,5.671905,0.105205,0.091338,0.100496,3.259934,3.175118,3.177444,-3.288965,-3.328437,-3.806983
21.590940,-3.531116,3.509941,0.000000,-3.592950,3.940905,0.435339,-3.559640,2.941460,-0.560073,5.787552,6.031420,5.607803,0.110952,0.097679,0.107962,3.270735,3.184836,3.187010,-3.176242,-3.154727,-3.648481
21.690898,-3.630186,3.496506,0.000000,-3.697779,3.936877,0.445497,-3.654185,2.937827,-0.549810,5.732432,5.976297,5.545905,0.116753,0.104052,0.115617,3.282117,3.195230,3.197251,-3.069257,-2.985747,-3.490878
21.790856,-3.729067,3.481920,0.000000,-3.802914,3.931717,0.455795,-3.748367,2.933206,-0.539415,5.678660,5.923475,5.486229,0.122583,0.110443,0.123444,3.294078,3.206300,3.208167,-2.967290,-2.824171,-3.338308
21.890814,-3.827765,3.466123,0.000000,-3.908313,3.925349,0.466220,-3.842142,2.927541,-0.528902,5.626186,5.872916,5.428763,0.128450,0.116840,0.131417,3.306623,3.218051,3.219762,-2.869393,-2.669123,-3.189869
21.990772,-3.926264,3.449057,0.000000,-3.908313,3.925349,0.465571,-3.842142,2.927541,-0.528170,5.574974,5.872916,5.428763,0.134369,0.116840,0.131417,3.319759,3.218051,3.219762,-2.776276,-2.669123,-3.189869
22.090730,-4.024496,3.430676,0.000000,-4.013965,3.917694,0.476070,-3.935498,2.920777,-0.517513,5.524972,5.824574,5.373483,0.140313,0.123222,0.139510,3.333485,3.230487,3.232038,-2.686009,-2.519279,-3.044138
22.190688,-4.122498,3.410912,0.000000,-4.119867,3.908670,0.486673,-4.028431,2.912859,-0.506761,5.476161,5.778420,5.320382,0.146324,0.129566,0.147693,3.347813,3.243609,3.244999,-2.599509,-2.377623,-2.905159
22.290646,-4.220177,3.389721,0.000000,-4.225961,3.898201,0.497366,-4.120888,2.903737,-0.495928,5.428504,5.734386,5.269407,0.152371,0.135855,0.155940,3.362740,3.257424,3.258650,-2.516076,-2.240499,-2.768442
22.390604,-4.317525,3.367044,0.000000,-4.332265,3.886201,0.508139,-4.212884,2.893352,-0.485022,5.381975,5.692435,5.220541,0.158465,0.142068,0.164225,3.378274,3.271935,3.272994,-2.434828,-2.110662,-2.637814
22.490562,-4.414509,3.342826,0.000000,-4.438711,3.872592,0.518977,-4.304362,2.881658,-0.474060,5.336561,5.652505,5.173734,0.164624,0.148189,0.172516,3.394422,3.287150,3.288037,-2.356657,-1.986986,-2.512226
22.590521,-4.511061,3.317022,0.000000,-4.545276,3.857292,0.529868,-4.395301,2.868602,-0.463054,5.292235,5.614533,5.128929,0.170816,0.154204,0.180786,3.411184,3.303074,3.303782,-2.279384,-1.868263,-2.390790
22.690479,-4.607186,3.289564,0.000000,-4.651939,3.840217,0.540801,-4.485681,2.854135,-0.452014,5.249006,5.578473,5.086084,0.177096,0.160100,0.189002,3.428574,3.319711,3.320239,-2.204206,-1.756296,-2.276898
22.790437,-4.702792,3.260415,0.000000,-4.758628,3.821291,0.551757,-4.575440,2.838213,-0.440959,5.206862,5.544254,5.045109,0.183421,0.165873,0.197125,3.446591,3.337075,3.337412,-2.129950,-1.648396,-2.167281
22.890395,-4.797851,3.229517,0.000000,-4.865339,3.800422,0.562727,-4.664574,2.820782,-0.429899,5.165811,5.511831,5.005942,0.189821,0.171510,0.205129,3.465244,3.355175,3.355312,-2.055941,-1.545957,-2.050724
22.990353,-4.892309,3.196819,0.000000,-5.078542,3.752541,0.585984,-4.840717,2.781233,-0.408734,5.125874,5.452163,4.933503,0.196307,0.182368,0.220669,3.484542,3.393640,3.393348,-1.983400,-1.353831,-1.828772
23.090311,-4.986102,3.162277,0.000000,-5.184949,3.725357,0.596996,-4.927646,2.759026,-0.397739,5.087049,5.424824,4.900132,0.202834,0.187576,0.228165,3.504489,3.414038,3.413512,-1.908582,-1.264165,-1.726757
23.190269,-5.079178,3.125839,0.000000,-5.291129,3.695902,0.607960,-5.013728,2.735148,-0.386800,5.049407,5.399085,4.868550,0.209510,0.192630,0.235454,3.525097,3.435237,3.434460,-1.833622,-1.178051,-1.629675
23.290227,-5.171473,3.087459,0.000000,-5.397036,3.664086,0.618859,-5.098926,2.709554,-0.375936,5.012978,5.374902,4.838681,0.216258,0.197520,0.242521,3.546376,3.457254,3.456208,-1.746616,-1.096029,-1.538523
23.390185,-5.262910,3.047096,0.000000,-5.502582,3.629827,0.629674,-5.183166,2.682213,-0.365167,4.978029,5.352226,4.810438,0.223106,0.202236,0.249348,3.568332,3.480100,3.478773,-1.651284,-1.018146,-1.452490
23.490143,-5.353427,3.004703,0.000000,-5.607691,3.593042,0.640381,-5.266387,2.653090,-0.354514,4.944760,5.331000,4.783741,0.230054,0.206770,0.255930,3.590979,3.503791,3.502182,-1.551567,-0.944289,-1.372118
