# x_m, y_m, v_mps
-7.930,-2.496,5.701
-7.875,-2.505,5.710
-7.819,-2.514,5.720
-7.764,-2.521,5.730
-7.709,-2.528,5.740
-7.654,-2.535,5.751
-7.599,-2.541,5.762
-7.544,-2.546,5.774
-7.489,-2.550,5.786
-7.434,-2.554,5.799
-7.380,-2.557,5.812
-7.325,-2.559,5.826
-7.270,-2.561,5.840
-7.215,-2.563,5.854
-7.161,-2.563,5.870
-7.106,-2.564,5.885
-7.052,-2.563,5.901
-6.998,-2.562,5.918
-6.943,-2.561,5.935
-6.889,-2.559,5.952
-6.835,-2.557,5.970
-6.781,-2.554,5.989
-6.728,-2.551,6.008
-6.674,-2.547,6.027
-6.621,-2.543,6.047
-6.567,-2.538,6.067
-6.514,-2.533,6.088
-6.461,-2.528,6.110
-6.408,-2.522,6.131
-6.355,-2.516,6.154
-6.302,-2.509,6.177
-6.249,-2.503,6.200
-6.197,-2.495,6.224
-6.145,-2.488,6.248
-6.092,-2.480,6.273
-6.040,-2.472,6.298
-5.988,-2.463,6.323
-5.937,-2.454,6.349
-5.885,-2.445,6.376
-5.833,-2.436,6.403
-5.782,-2.426,6.430
-5.731,-2.416,6.458
-5.679,-2.406,6.486
-5.628,-2.396,6.515
-5.578,-2.385,6.544
-5.527,-2.375,6.573
-5.476,-2.364,6.602
-5.426,-2.353,6.632
-5.375,-2.342,6.662
-5.325,-2.330,6.693
-5.275,-2.319,6.724
-5.225,-2.307,6.755
-5.175,-2.295,6.786
-5.125,-2.283,6.817
-5.076,-2.271,6.849
-5.026,-2.259,6.881
-4.977,-2.247,6.913
-4.927,-2.234,6.945
-4.878,-2.222,6.978
-4.829,-2.210,7.010
-4.780,-2.197,7.043
-4.731,-2.185,7.076
-4.682,-2.172,7.109
-4.634,-2.160,7.142
-4.585,-2.147,7.176
-4.537,-2.135,7.209
-4.488,-2.122,7.243
-4.440,-2.109,7.277
-4.391,-2.097,7.310
-4.343,-2.084,7.344
-4.294,-2.072,7.377
-4.246,-2.059,7.410
-4.198,-2.047,7.443
-4.150,-2.034,7.476
-4.101,-2.022,7.508
-4.053,-2.009,7.541
-4.005,-1.997,7.573
-3.956,-1.984,7.605
-3.908,-1.972,7.637
-3.859,-1.959,7.668
-3.811,-1.947,7.700
-3.762,-1.934,7.731
-3.713,-1.921,7.763
-3.665,-1.909,7.794
-3.616,-1.896,7.825
-3.567,-1.883,7.856
-3.518,-1.870,7.886
-3.470,-1.857,7.916
-3.421,-1.844,7.945
-3.372,-1.831,7.973
-3.323,-1.818,8.001
-3.274,-1.805,8.005
-3.226,-1.792,7.976
-3.177,-1.778,7.947
-3.128,-1.765,7.918
-3.080,-1.752,7.888
-3.031,-1.738,7.858
-2.983,-1.725,7.827
-2.934,-1.711,7.796
-2.886,-1.698,7.764
-2.837,-1.684,7.732
-2.789,-1.671,7.700
-2.741,-1.657,7.667
-2.692,-1.644,7.635
-2.644,-1.630,7.602
-2.596,-1.616,7.569
